"State","HCAHPS Measures","HCAHPS Measure Code","HCAHPS Response Categories","HCAHPS Response Category Percent"
"VT","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean",18
"VT","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information",14
"VT","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information",86
"VT","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)",3
"VT","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital",74
"VT","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital",23
"WA","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)",9
"WA","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of 7 or 8 (medium)",26
"WA","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)",65
"WA","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well",78
"WA","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well",4
"WA","How often did doctors communicate well with patients?","H_COMP_2_U_P","Doctors usually communicated well",18
"WA","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well",72
"WA","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well",5
"WA","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well",23
"WA","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted",60
"WA","How often did patients receive help quickly from hospital staff?","H_COMP_3_SN_P","Patients sometimes or never received help as soon as they wanted",11
"WA","How often did patients receive help quickly from hospital staff?","H_COMP_3_U_P","Patients usually received help as soon as they wanted",29
"WA","How often did staff explain about medicines before giving them to patients?","H_COMP_5_A_P","Staff always explained",59
"WA","How often did staff explain about medicines before giving them to patients?","H_COMP_5_SN_P","Staff sometimes or never explained",21
"WA","How often did staff explain about medicines before giving them to patients?","H_COMP_5_U_P","Staff usually explained",20
"WA","How often was patients&#39; pain well controlled?","H_COMP_4_A_P","Pain was always well controlled",68
"WA","How often was patients&#39; pain well controlled?","H_COMP_4_SN_P","Pain was sometimes or never well controlled",7
"WA","How often was patients&#39; pain well controlled?","H_COMP_4_U_P","Pain was usually well controlled",25
"WA","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night",50
"WA","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_SN_P","Sometimes or never quiet at night",15
"WA","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_U_P","Usually quiet at night",35
"WA","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean",69
"WA","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean",9
"WA","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean",22
"WA","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information",17
"WA","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information",83
"WA","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)",5
"WA","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital",70
"WA","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital",25
"WI","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)",7
"WI","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of 7 or 8 (medium)",24
"WI","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)",69
"WI","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well",82
"WI","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well",3
"WI","How often did doctors communicate well with patients?","H_COMP_2_U_P","Doctors usually communicated well",15
"WI","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well",78
"WI","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well",3
"WI","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well",19
"WI","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted",68
"WI","How often did patients receive help quickly from hospital staff?","H_COMP_3_SN_P","Patients sometimes or never received help as soon as they wanted",7
"WI","How often did patients receive help quickly from hospital staff?","H_COMP_3_U_P","Patients usually received help as soon as they wanted",25
"WI","How often did staff explain about medicines before giving them to patients?","H_COMP_5_A_P","Staff always explained",64
"WI","How often did staff explain about medicines before giving them to patients?","H_COMP_5_SN_P","Staff sometimes or never explained",16
"WI","How often did staff explain about medicines before giving them to patients?","H_COMP_5_U_P","Staff usually explained",20
"WI","How often was patients&#39; pain well controlled?","H_COMP_4_A_P","Pain was always well controlled",69
"WI","How often was patients&#39; pain well controlled?","H_COMP_4_SN_P","Pain was sometimes or never well controlled",5
"WI","How often was patients&#39; pain well controlled?","H_COMP_4_U_P","Pain was usually well controlled",26
"WI","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night",58
"WI","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_SN_P","Sometimes or never quiet at night",9
"WI","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_U_P","Usually quiet at night",33
"WI","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean",76
"WI","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean",6
"WI","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean",18
"WI","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information",15
"WI","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information",85
"WI","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)",4
"WI","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital",71
"WI","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital",25
"WV","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)",11
"WV","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of 7 or 8 (medium)",26
"WV","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)",63
"WV","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well",81
"WV","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well",5
"WV","How often did doctors communicate well with patients?","H_COMP_2_U_P","Doctors usually communicated well",14
"WV","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well",75
"WV","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well",6
"WV","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well",19
"WV","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted",64
