"State","Diagnosis Related Group ID","Diagnosis Related Group Name","Medicare Average Payment Range","Number Of Cases"
"SC","477","Biopsies of musculoskeletal system and connective tissue w MCC","17368 - 20309","49"
"SC","659","Kidney and ureter procedures for non-neoplasm w MCC","19550 - 28635","93"
"SC","656","Kidney and ureter procedures for neoplasm w MCC","18803 - 22436","95"
"SC","657","Kidney and ureter procedures for neoplasm w CC","10880 - 13110","109"
"SC","673","Other kidney and urinary tract procedures w MCC","16815 - 19715","240"
"SC","675","Other kidney and urinary tract procedures w/o CC/MCC","7711 - 8302","55"
"SC","668","Transurethral procedures w MCC","13038 - 15451","109"
"SD","668","Transurethral procedures w MCC","13151 - 14009","20"
"SD","675","Other kidney and urinary tract procedures w/o CC/MCC","6975 - 7730","24"
"SD","673","Other kidney and urinary tract procedures w MCC","17520 - 21563","33"
"SD","657","Kidney and ureter procedures for neoplasm w CC","10933 - 11933","29"
"SD","656","Kidney and ureter procedures for neoplasm w MCC","19171 - 24074","20"
"SD","659","Kidney and ureter procedures for non-neoplasm w MCC","19444 - 24212","19"
"SD","477","Biopsies of musculoskeletal system and connective tissue w MCC","18685 - 19286","12"
"SD","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","8845 - 9293","17"
"SD","467","Revision of hip or knee replacement w CC","18227 - 19179","112"
"SD","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","17354 - 21608","24"
"SD","478","Biopsies of musculoskeletal system and connective tissue w CC","12445 - 12796","17"
"SD","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","7986 - 10039","22"
"SD","748","Female reproductive system reconstructive procedures","5130 - 5269","57"
"SD","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","5062 - 5376","138"
"SD","713","Transurethral prostatectomy w CC/MCC","6754 - 8312","40"
"SD","674","Other kidney and urinary tract procedures w CC","12036 - 15167","36"
"SD","714","Transurethral prostatectomy w/o CC/MCC","3717 - 3921","93"
"TN","714","Transurethral prostatectomy w/o CC/MCC","3342 - 3981","483"
"TN","674","Other kidney and urinary tract procedures w CC","11431 - 13251","171"
"TN","713","Transurethral prostatectomy w CC/MCC","5923 - 6955","183"
"TN","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","4941 - 5577","585"
"TN","748","Female reproductive system reconstructive procedures","4774 - 5446","363"
"TN","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","7908 - 11251","206"
"TN","478","Biopsies of musculoskeletal system and connective tissue w CC","11177 - 13106","214"
"TN","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","15943 - 18832","111"
"TN","467","Revision of hip or knee replacement w CC","16379 - 19203","499"
"TN","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","8313 - 9295","161"
"TN","477","Biopsies of musculoskeletal system and connective tissue w MCC","16020 - 19618","77"
"TN","659","Kidney and ureter procedures for non-neoplasm w MCC","19372 - 22969","134"
"TN","656","Kidney and ureter procedures for neoplasm w MCC","19076 - 22517","135"
"TN","657","Kidney and ureter procedures for neoplasm w CC","10245 - 12797","170"
"TN","673","Other kidney and urinary tract procedures w MCC","16415 - 18878","333"
"TN","675","Other kidney and urinary tract procedures w/o CC/MCC","6894 - 8157","106"
"TN","668","Transurethral procedures w MCC","12359 - 13855","137"
"TX","668","Transurethral procedures w MCC","12771 - 15121","337"
"TX","675","Other kidney and urinary tract procedures w/o CC/MCC","7458 - 9063","155"
"TX","673","Other kidney and urinary tract procedures w MCC","17586 - 21047","1097"
"TX","657","Kidney and ureter procedures for neoplasm w CC","10563 - 12765","519"
"TX","656","Kidney and ureter procedures for neoplasm w MCC","19023 - 23537","413"
"TX","659","Kidney and ureter procedures for non-neoplasm w MCC","19196 - 25998","460"
"TX","477","Biopsies of musculoskeletal system and connective tissue w MCC","17255 - 21148","295"
"TX","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","8310 - 9520","343"
"TX","467","Revision of hip or knee replacement w CC","17328 - 21030","1523"
"TX","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","16939 - 20576","393"
"TX","478","Biopsies of musculoskeletal system and connective tissue w CC","11779 - 14071","608"
"TX","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","7690 - 9420","593"
"TX","748","Female reproductive system reconstructive procedures","4874 - 5645","1285"
"TX","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","5003 - 6114","2109"
"TX","713","Transurethral prostatectomy w CC/MCC","6259 - 7297","571"
"TX","674","Other kidney and urinary tract procedures w CC","12009 - 14075","665"
"TX","714","Transurethral prostatectomy w/o CC/MCC","3511 - 4257","1185"
"UT","714","Transurethral prostatectomy w/o CC/MCC","3709 - 3967","120"
"UT","674","Other kidney and urinary tract procedures w CC","12082 - 13560","34"
"UT","713","Transurethral prostatectomy w CC/MCC","6351 - 7013","32"
"UT","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","5154 - 5771","179"
"UT","748","Female reproductive system reconstructive procedures","5124 - 5773","101"
"UT","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","8152 - 10416","23"
"UT","478","Biopsies of musculoskeletal system and connective tissue w CC","13814 - 16255","12"
"UT","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","16060 - 18722","40"
"UT","467","Revision of hip or knee replacement w CC","17020 - 21157","123"
"UT","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","9229 - 9308","*"
"UT","477","Biopsies of musculoskeletal system and connective tissue w MCC","14878 - 19274","*"
"UT","659","Kidney and ureter procedures for non-neoplasm w MCC","18458 - 25016","20"
"UT","656","Kidney and ureter procedures for neoplasm w MCC","20063 - 21418","21"
"UT","657","Kidney and ureter procedures for neoplasm w CC","11225 - 14116","48"
"UT","673","Other kidney and urinary tract procedures w MCC","17718 - 19184","41"
"UT","675","Other kidney and urinary tract procedures w/o CC/MCC","7968 - 8314","*"
"UT","668","Transurethral procedures w MCC","13324 - 13939","21"
"VA","668","Transurethral procedures w MCC","12543 - 14164","147"
"VA","675","Other kidney and urinary tract procedures w/o CC/MCC","7434 - 8717","24"
"VA","673","Other kidney and urinary tract procedures w MCC","16299 - 19931","318"
"VA","656","Kidney and ureter procedures for neoplasm w MCC","18300 - 22761","135"
"VA","659","Kidney and ureter procedures for non-neoplasm w MCC","18381 - 27290","176"
"VA","657","Kidney and ureter procedures for neoplasm w CC","10541 - 12926","163"
"VA","477","Biopsies of musculoskeletal system and connective tissue w MCC","16719 - 20004","107"
"VA","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","8422 - 9512","100"
"VA","467","Revision of hip or knee replacement w CC","16760 - 20016","461"
"VA","478","Biopsies of musculoskeletal system and connective tissue w CC","11748 - 13607","215"
"VA","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","7674 - 9545","172"
"VA","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","16784 - 21240","148"
"VA","748","Female reproductive system reconstructive procedures","4897 - 5693","385"
"VA","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","4882 - 5695","683"
"VA","713","Transurethral prostatectomy w CC/MCC","6270 - 7110","124"
"VA","674","Other kidney and urinary tract procedures w CC","11488 - 13667","187"
"VA","714","Transurethral prostatectomy w/o CC/MCC","3527 - 4064","325"
"VI","673","Other kidney and urinary tract procedures w MCC","17065 - 32623","*"
"VI","674","Other kidney and urinary tract procedures w CC","17399 - 40070","12"
"VI","714","Transurethral prostatectomy w/o CC/MCC","1487 - 1888","12"
"VI","713","Transurethral prostatectomy w CC/MCC","3157 - 3901","*"
"VI","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","1569 - 3391","*"
"VI","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","38100","*"
"VI","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","3718 - 6692","*"
"VI","467","Revision of hip or knee replacement w CC","11897","*"
"VI","675","Other kidney and urinary tract procedures w/o CC/MCC","2221 - 7436","*"
"VT","675","Other kidney and urinary tract procedures w/o CC/MCC","11573 - 16969","*"
"VT","668","Transurethral procedures w MCC","19560 - 19817","11"
"VT","673","Other kidney and urinary tract procedures w MCC","23568 - 25605","*"
"VT","659","Kidney and ureter procedures for non-neoplasm w MCC","21915 - 28782","*"
"VT","656","Kidney and ureter procedures for neoplasm w MCC","28587 - 61088","*"
"VT","657","Kidney and ureter procedures for neoplasm w CC","16234 - 16251","19"
"VT","467","Revision of hip or knee replacement w CC","24436 - 27379","35"
"VT","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","12671 - 13317","*"
"VT","477","Biopsies of musculoskeletal system and connective tissue w MCC","27495 - 32269","*"
"VT","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","11969 - 11988","19"
"VT","478","Biopsies of musculoskeletal system and connective tissue w CC","16053 - 18704","*"
"VT","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","24349 - 26655","*"
"VT","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","6890 - 7709","42"
"VT","748","Female reproductive system reconstructive procedures","7699 - 7779","15"
"VT","713","Transurethral prostatectomy w CC/MCC","8824 - 9883","28"
"VT","674","Other kidney and urinary tract procedures w CC","18047 - 18180","*"
"VT","714","Transurethral prostatectomy w/o CC/MCC","4987 - 5582","80"
"WA","714","Transurethral prostatectomy w/o CC/MCC","4207 - 4533","492"
"WA","674","Other kidney and urinary tract procedures w CC","14053 - 15238","124"
"WA","713","Transurethral prostatectomy w CC/MCC","7439 - 8076","137"
"WA","748","Female reproductive system reconstructive procedures","5790 - 6250","434"
"WA","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","5792 - 6288","597"
"WA","478","Biopsies of musculoskeletal system and connective tissue w CC","13990 - 15008","109"
"WA","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","9203 - 10175","171"
"WA","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","19062 - 21936","74"
"WA","477","Biopsies of musculoskeletal system and connective tissue w MCC","19047 - 22513","47"
"WA","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","9968 - 10501","79"
"WA","467","Revision of hip or knee replacement w CC","19526 - 23075","389"
"WA","656","Kidney and ureter procedures for neoplasm w MCC","22619 - 24704","106"
"WA","659","Kidney and ureter procedures for non-neoplasm w MCC","21290 - 24871","93"
"WA","657","Kidney and ureter procedures for neoplasm w CC","12833 - 13789","158"
"WA","673","Other kidney and urinary tract procedures w MCC","19942 - 21619","160"
"WA","668","Transurethral procedures w MCC","14886 - 16736","99"
"WA","675","Other kidney and urinary tract procedures w/o CC/MCC","8729 - 9241","51"
"WI","668","Transurethral procedures w MCC","12879 - 15041","85"
"WI","673","Other kidney and urinary tract procedures w MCC","17646 - 23711","108"
"WI","675","Other kidney and urinary tract procedures w/o CC/MCC","7712 - 9153","29"
"WI","657","Kidney and ureter procedures for neoplasm w CC","10687 - 13312","152"
"WI","659","Kidney and ureter procedures for non-neoplasm w MCC","19274 - 27641","113"
"WI","656","Kidney and ureter procedures for neoplasm w MCC","18782 - 22722","85"
"WI","467","Revision of hip or knee replacement w CC","17443 - 20744","437"
"WI","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","8874 - 10095","21"
"WI","477","Biopsies of musculoskeletal system and connective tissue w MCC","18035 - 27595","32"
"WI","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","17172 - 20305","113"
"WI","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","7889 - 9529","126"
"WI","478","Biopsies of musculoskeletal system and connective tissue w CC","12192 - 14234","94"
"WI","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","5072 - 5878","408"
"WI","748","Female reproductive system reconstructive procedures","5115 - 5939","270"
"WI","713","Transurethral prostatectomy w CC/MCC","6454 - 7501","176"
"WI","674","Other kidney and urinary tract procedures w CC","11963 - 15475","119"
"WI","714","Transurethral prostatectomy w/o CC/MCC","3640 - 4242","317"
"WV","714","Transurethral prostatectomy w/o CC/MCC","3379 - 3772","207"
"WV","674","Other kidney and urinary tract procedures w CC","11297 - 12749","67"
"WV","713","Transurethral prostatectomy w CC/MCC","6052 - 6801","75"
"WV","748","Female reproductive system reconstructive procedures","4662 - 5462","171"
"WV","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","4724 - 5649","284"
"WV","478","Biopsies of musculoskeletal system and connective tissue w CC","11442 - 13217","66"
"WV","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","7504 - 10063","42"
"WV","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","17777 - 24098","24"
"WV","477","Biopsies of musculoskeletal system and connective tissue w MCC","17337 - 23750","30"
"WV","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","8307 - 9373","41"
"WV","467","Revision of hip or knee replacement w CC","16560 - 21233","93"
"WV","656","Kidney and ureter procedures for neoplasm w MCC","17303 - 25421","20"
"WV","659","Kidney and ureter procedures for non-neoplasm w MCC","18326 - 25746","34"
"WV","657","Kidney and ureter procedures for neoplasm w CC","10690 - 14356","47"
"WV","673","Other kidney and urinary tract procedures w MCC","15989 - 18096","99"
"WV","668","Transurethral procedures w MCC","11985 - 13923","44"
"WV","675","Other kidney and urinary tract procedures w/o CC/MCC","7560 - 8139","28"
"WY","673","Other kidney and urinary tract procedures w MCC","20996","*"
"WY","657","Kidney and ureter procedures for neoplasm w CC","13292 - 15864","13"
"WY","659","Kidney and ureter procedures for non-neoplasm w MCC","22593 - 34238","*"
"WY","656","Kidney and ureter procedures for neoplasm w MCC","27691 - 28471","*"
"WY","467","Revision of hip or knee replacement w CC","25508 - 26789","26"
"WY","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","12820 - 12850","35"
"WY","477","Biopsies of musculoskeletal system and connective tissue w MCC","25274 - 26790","*"
"WY","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","21611 - 24377","*"
"WY","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","9813 - 11683","*"
"WY","478","Biopsies of musculoskeletal system and connective tissue w CC","18058 - 18119","22"
"WY","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","6319 - 7525","37"
"WY","748","Female reproductive system reconstructive procedures","6316 - 7533","43"
"WY","713","Transurethral prostatectomy w CC/MCC","9391 - 9588","*"
