"Provider Number","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County Name","Phone Number","Death from serious treatable complications after surgery","Footnote - Death from serious treatable complications after surgery","Collapsed lung due to medical treatment","Footnote - Collapsed lung due to medical treatment","Serious blood clots after surgery","Footnote - Serious blood clots after surgery","A wound that splits open after surgery","Footnote - A wound that splits open after surgery","Accidental cuts and tears from medical treatment","Footnote - Accidental cuts and tears from medical treatment","Serious Complications","Footnote - Serious Complications","Number of Patients - Death from serious treatable complications after surgery","Rate - Death from serious treatable complications after surgery","Lower Estimate - Death from serious treatable complications after surgery","Higher Estimate - Death from serious treatable complications after surgery","Number of Patients - Collapsed lung due to medical treatment","Rate - Collapsed lung due to medical treatment","Lower Estimate - Collapsed lung due to medical treatment","Higher Estimate - Collapsed lung due to medical treatment","Number of Patients - Serious blood clots after surgery","Rate - Serious blood clots after surgery","Lower Estimate - Serious blood clots after surgery","Higher Estimate - Serious blood clots after surgery","Number of Patients - A wound that splits open after surgery","Rate - A wound that splits open after surgery","Lower Estimate - A wound that splits open after surgery","Higher Estimate - A wound that splits open after surgery","Number of Patients - Accidental cuts and tears from medical treatment","Rate - Accidental cuts and tears from medical treatment","Lower Estimate - Accidental cuts and tears from medical treatment","Higher Estimate - Accidental cuts and tears from medical treatment","Number of Patients - Serious Complications","Rate - Serious Complications","Lower Estimate - Serious Complications","Higher Estimate - Serious Complications"
"491307","PAGE MEMORIAL HOSPITAL, INC","200 MEMORIAL DRIVE","","","LURAY","VA","22835","PAGE","5407434561","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"431338","AVERA GREGORY HOSPITAL","400 PARK STREET  PO BOX 408","","","GREGORY","SD","57533","GREGORY","6058358394","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"241338","MAYO CLINIC HEALTH SYSTEM - LAKE CITY","500 WEST GRANT STREET","","","LAKE CITY","MN","55041","WABASHA","6513453321","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"330397","INTERFAITH MEDICAL CENTER","1545 ATLANTIC AVENUE","","","BROOKLYN","NY","11213","KINGS","7186134000","Number of Cases Too Small","The number of cases/patients is too few to report.","No Different than U.S. National Rate","","No Different than U.S. National Rate","","No Different than U.S. National Rate","","No Different than U.S. National Rate","","No Different than U.S. National Rate","","12","Not Available","Not Available","Not Available","2535","0.41","0.04","0.79","294","3.73","0.00","7.96","38","0.81","0.00","2.97","2615","1.44","0.00","3.30","Not Available","0.56","0.19","0.93"
"161347","FLOYD COUNTY MEMORIAL HOSPITAL","800 11TH ST","","","CHARLES CITY","IA","50616","FLOYD","6412286830","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"250036","GEORGE COUNTY HOSPITAL","859 WINTER STREET","","","LUCEDALE","MS","39452","GEORGE","6019473161","Number of Cases Too Small","The number of cases/patients is too few to report.","No Different than U.S. National Rate","","No Different than U.S. National Rate","","Number of Cases Too Small","The number of cases/patients is too few to report.","No Different than U.S. National Rate","","No Different than U.S. National Rate","","5","Not Available","Not Available","Not Available","1341","0.27","0.00","0.68","70","3.63","0.00","8.48","19","Not Available","Not Available","Not Available","1404","1.43","0.00","3.54","Not Available","0.50","0.08","0.93"
"110189","FANNIN REGIONAL HOSPITAL","2855 OLD HIGHWAY 5 NORTH","","","BLUE RIDGE","GA","30513","FANNIN","7066323711","Number of Cases Too Small","The number of cases/patients is too few to report.","No Different than U.S. National Rate","","No Different than U.S. National Rate","","No Different than U.S. National Rate","","No Different than U.S. National Rate","","No Different than U.S. National Rate","","7","Not Available","Not Available","Not Available","1813","0.28","0.00","0.69","328","3.44","0.00","7.48","27","0.83","0.00","3.02","1849","1.98","0.01","3.96","Not Available","0.58","0.19","0.98"
"161370","LORING HOSPITAL","211 HIGHLAND AVENUE PO BOX 217","","","SAC CITY","IA","50583","SAC","7126627105","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"341320","ALLEGHANY COUNTY MEMORIAL HOSPITAL","617 DOCTORS STREET","","","SPARTA","NC","28675","ALLEGHANY","3363725511","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"370030","INTEGRIS BLACKWELL REGIONAL HOSPITAL","710 SOUTH 13TH STREET","","","BLACKWELL","OK","74631","KAY","5803632311","Number of Cases Too Small","The number of cases/patients is too few to report.","No Different than U.S. National Rate","","No Different than U.S. National Rate","","Number of Cases Too Small","The number of cases/patients is too few to report.","No Different than U.S. National Rate","","No Different than U.S. National Rate","","3","Not Available","Not Available","Not Available","725","0.30","0.00","0.73","56","3.79","0.00","8.75","21","Not Available","Not Available","Not Available","747","2.02","0.00","4.22","Not Available","0.61","0.16","1.06"
"171346","HOSPITAL DISTRICT #6 OF HARPER COUNTY","1101 E SPRING STREET","","","ANTHONY","KS","67003","HARPER","6208425111","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"490002","RUSSELL COUNTY MEDICAL CENTER","58 CARROLL STREET","","","LEBANON","VA","24266","RUSSELL","2768838100","Not Available","No cases met the criteria for this measure.","No Different than U.S. National Rate","","Number of Cases Too Small","The number of cases/patients is too few to report.","Number of Cases Too Small","The number of cases/patients is too few to report.","No Different than U.S. National Rate","","No Different than U.S. National Rate","","Not Available","Not Available","Not Available","Not Available","2313","0.27","0.00","0.67","18","Not Available","Not Available","Not Available","3","Not Available","Not Available","Not Available","2384","1.51","0.00","3.69","Not Available","0.56","0.12","1.00"
"140217","PRESENCE SAINT JOSEPH HOSPITAL - ELGIN","77 N AIRLITE STREET","","","ELGIN","IL","60123","KANE","8476953200","No Different than U.S. National Rate","","No Different than U.S. National Rate","","No Different than U.S. National Rate","","No Different than U.S. National Rate","","No Different than U.S. National Rate","","No Different than U.S. National Rate","","82","102.22","61.04","143.39","5962","0.23","0.00","0.55","1257","5.53","3.14","7.92","145","0.57","0.00","2.40","6284","1.51","0.21","2.82","Not Available","0.58","0.33","0.83"
"260004","COOPER COUNTY MEMORIAL HOSPITAL","17651 B HWY","","","BOONVILLE","MO","65233","COOPER","6608827461","Not Available","No cases met the criteria for this measure.","No Different than U.S. National Rate","","Not Available","No cases met the criteria for this measure.","Not Available","No cases met the criteria for this measure.","No Different than U.S. National Rate","","No Different than U.S. National Rate","","Not Available","Not Available","Not Available","Not Available","372","0.31","0.00","0.75","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","384","1.79","0.00","4.16","Not Available","0.60","0.11","1.08"
