"Provider Number","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County Name","Phone Number","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Comparison to U S  Rate - Hospital 30-Day Death (Mortality) Rates from Heart Attack","Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack","Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack","Number of Patients - Hospital 30-Day Death (Mortality) Rates from Heart Attack","Footnote - Hospital 30-Day Death (Mortality) Rates from Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Comparison to U S  Rate - Hospital 30-Day Death (Mortality) Rates from Heart Failure","Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure","Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure","Number of Patients - Hospital 30-Day Death (Mortality) Rates from Heart Failure","Footnote - Hospital 30-Day Death (Mortality) Rates from Heart Failure","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Comparison to U S  Rate - Hospital 30-Day Death (Mortality) Rates from Pneumonia","Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia","Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia","Number of Patients - Hospital 30-Day Death (Mortality) Rates from Pneumonia","Footnote - Hospital 30-Day Death (Mortality) Rates from Pneumonia","Hospital 30-Day Readmission Rates from Heart Attack","Comparison to U S  Rate - Hospital 30-Day Readmission Rates from Heart Attack","Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Attack","Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Attack","Number of Patients - Hospital 30-Day Readmission Rates from Heart Attack","Footnote - Hospital 30-Day Readmission Rates from Heart Attack","Hospital 30-Day Readmission Rates from Heart Failure","Comparison to U S  Rate - Hospital 30-Day Readmission Rates from Heart Failure","Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Failure","Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Failure","Number of Patients - Hospital 30-Day Readmission Rates from Heart Failure","Footnote - Hospital 30-Day Readmission Rates from Heart Failure","Hospital 30-Day Readmission Rates from Pneumonia","Comparison to U S  Rate - Hospital 30-Day Readmission Rates from Pneumonia","Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Pneumonia","Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Pneumonia","Number of Patients - Hospital 30-Day Readmission Rates from Pneumonia","Footnote - Hospital 30-Day Readmission Rates from Pneumonia","Rate of readmission after hip or knee surgery","Footnote - Rate of readmission after hip or knee surgery ","Number of Patients - Rate of readmission after hip or knee surgery","RSRR - Rate of readmission after hip or knee surgery","Lower Readmission Estimate - Rate of readmission after hip or knee surgery","Upper Readmission Estimate - Rate of readmission after hip or knee surgery","All cause hospital-wide readmission","Footnote - All cause hospital-wide readmission","Number of Patients - All cause hospital-wide readmission","RSRR - All cause hospital-wide readmission","Lower Readmission Estimate - All cause hospital-wide readmission","Upper Readmission Estimate - All cause hospital-wide readmission","Complications and Deaths following hip/knee surgery","Footnote - Complications and Deaths following hip/knee surgery","Number of Patients - Complications and Deaths following hip/knee surgery","RSCR - Complications and Deaths following hip/knee surgery","Lower Readmission Estimate - Complications and Deaths following hip/knee surgery","Upper Readmission Estimate - Complications and Deaths following hip/knee surgery"
"461303","SANPETE VALLEY HOSPITAL - CAH","1100 SOUTH MEDICAL DRIVE","","","MOUNT PLEASANT","UT","84647","SANPETE","4357622441","Not Available","Number of Cases Too Small","Not Available","Not Available","3","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","4","The number of cases/patients is too few to report","11.8","No Different than U.S. National Rate","8.1","16.5","45","","Not Available","Number of Cases Too Small","Not Available","Not Available","2","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","5","The number of cases/patients is too few to report","17.2","No Different than U.S. National Rate","13.5","21.8","50","","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","No Different than U.S. National Rate","","67","15.8","14.0","18.0","Not Available","No cases met the criteria for this measure","Not Available","","Not Available","Not Available"
"461304","CENTRAL VALLEY MEDICAL CENTER - CAH","48 WEST 1500 NORTH","","","NEPHI","UT","84648","JUAB","4356233000","Not Available","Number of Cases Too Small","Not Available","Not Available","3","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","16","The number of cases/patients is too few to report","11.6","No Different than U.S. National Rate","8.3","15.8","99","","Not Available","Number of Cases Too Small","Not Available","Not Available","2","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","21","The number of cases/patients is too few to report","18.5","No Different than U.S. National Rate","14.8","22.9","110","","Number of Cases Too Small","The number of cases/patients is too few to report","15","Not Available","Not Available","Not Available","No Different than U.S. National Rate","","212","16.3","14.5","18.2","Number of Cases Too Small","The number of cases/patients is too few to report","13","","Not Available","Not Available"
"461305","MILFORD VALLEY MEMORIAL HOSPITAL","850 NORTH MAIN STREET","","","MILFORD","UT","84751","BEAVER","4353872411","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Number of Cases Too Small","Not Available","Not Available","6","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","9","The number of cases/patients is too few to report","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Number of Cases Too Small","Not Available","Not Available","5","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","11","The number of cases/patients is too few to report","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","Number of Cases Too Small","The number of cases/patients is too few to report","17","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","Not Available","","Not Available","Not Available"
"461306","GUNNISON VALLEY HOSPITAL","64 EAST 100 NORTH","","","GUNNISON","UT","84634","SANPETE","4355287246","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Number of Cases Too Small","Not Available","Not Available","17","The number of cases/patients is too few to report","12.4","No Different than U.S. National Rate","8.4","17.8","66","","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Number of Cases Too Small","Not Available","Not Available","17","The number of cases/patients is too few to report","16.0","No Different than U.S. National Rate","12.4","20.2","72","","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","No Different than U.S. National Rate","","151","16.5","14.5","18.7","Not Available","No cases met the criteria for this measure","Not Available","","Not Available","Not Available"
"461307","HEBER VALLEY MEDICAL CENTER","1485 SOUTH HIGHWAY 40","","","HEBER CITY","UT","84032","WASATCH","4356542500","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Number of Cases Too Small","Not Available","Not Available","7","The number of cases/patients is too few to report","14.3","No Different than U.S. National Rate","9.6","20.5","33","","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Number of Cases Too Small","Not Available","Not Available","6","The number of cases/patients is too few to report","18.7","No Different than U.S. National Rate","14.5","23.8","32","","Number of Cases Too Small","The number of cases/patients is too few to report","15","Not Available","Not Available","Not Available","No Different than U.S. National Rate","","49","16.6","14.7","18.7","Number of Cases Too Small","The number of cases/patients is too few to report","12","","Not Available","Not Available"
"461308","SAN JUAN HOSPITAL","380 WEST 100 NORTH","","","MONTICELLO","UT","84535","SAN JUAN","4355872116","Not Available","Number of Cases Too Small","Not Available","Not Available","1","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","9","The number of cases/patients is too few to report","10.7","No Different than U.S. National Rate","7.0","15.8","26","","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Number of Cases Too Small","Not Available","Not Available","13","The number of cases/patients is too few to report","18.9","No Different than U.S. National Rate","14.7","24.2","33","","Number of Cases Too Small","The number of cases/patients is too few to report","3","Not Available","Not Available","Not Available","No Different than U.S. National Rate","","91","15.6","13.6","17.7","Number of Cases Too Small","The number of cases/patients is too few to report","2","","Not Available","Not Available"
"461309","KANE COUNTY HOSPITAL","355 NORTH MAIN STREET","","","KANAB","UT","84741","KANE","4356445811","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Number of Cases Too Small","Not Available","Not Available","5","The number of cases/patients is too few to report","11.1","No Different than U.S. National Rate","7.1","17.1","32","","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Number of Cases Too Small","Not Available","Not Available","6","The number of cases/patients is too few to report","18.9","No Different than U.S. National Rate","14.7","24.1","31","","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","No Different than U.S. National Rate","","30","16.0","13.8","18.6","Not Available","No cases met the criteria for this measure","Not Available","","Not Available","Not Available"
"461310","BLUE MOUNTAIN HOSPITAL","802 SOUTH 200 WEST","","","BLANDING","UT","84511","SAN JUAN","4356783993","Not Available","Number of Cases Too Small","Not Available","Not Available","2","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","5","The number of cases/patients is too few to report","12.5","No Different than U.S. National Rate","8.4","18.3","31","","Not Available","Number of Cases Too Small","Not Available","Not Available","3","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","7","The number of cases/patients is too few to report","17.4","No Different than U.S. National Rate","13.8","22.3","37","","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","No Different than U.S. National Rate","","53","15.8","13.8","18.0","Not Available","No cases met the criteria for this measure","Not Available","","Not Available","Not Available"
"463301","PRIMARY CHILDRENS MEDICAL CENTER","100 NORTH MARIO CAPECCHI DRIVE","","","SALT LAKE CITY","UT","84113","SALT LAKE","8016626200","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","Not Available","","Not Available","Not Available"
"470001","CENTRAL VERMONT MEDICAL CENTER","BOX 547","","","BARRE","VT","05641","WASHINGTON","8023714100","14.8","No Different than U.S. National Rate","11.4","19.0","59","","12.8","No Different than U.S. National Rate","9.8","16.9","166","","11.7","No Different than U.S. National Rate","9.2","14.7","340","","17.1","No Different than U.S. National Rate","13.6","21.3","28","","21.2","No Different than U.S. National Rate","17.5","25.3","172","","14.8","No Different than U.S. National Rate","12.4","17.9","347","","No Different than U.S. National Rate","","115","5.3","3.7","7.5","Better than U.S. National Rate","","928","14.4","13.2","15.9","No Different than U.S. National Rate","","105","","2.2","6.0"
"470003","FLETCHER ALLEN HOSPITAL OF VERMONT","111 COLCHESTER AVE","","","BURLINGTON","VT","05401","CHITTENDEN","8028470000","15.1","No Different than U.S. National Rate","12.8","17.8","654","","15.1","Worse than U.S. National Rate","12.8","17.8","628","","11.8","No Different than U.S. National Rate","9.7","14.4","537","","16.3","No Different than U.S. National Rate","14.2","18.6","840","","21.3","No Different than U.S. National Rate","18.9","24.0","784","","18.0","No Different than U.S. National Rate","15.4","20.7","612","","No Different than U.S. National Rate","","603","5.1","3.8","6.6","No Different than U.S. National Rate","","4934","15.9","15.1","16.6","No Different than U.S. National Rate","","558","","2.4","4.8"
"470005","RUTLAND REGIONAL MEDICAL CENTER","160 ALLEN ST","","","RUTLAND","VT","05701","RUTLAND","8027757111","13.4","No Different than U.S. National Rate","10.7","16.7","144","","11.5","No Different than U.S. National Rate","8.8","14.7","227","","10.6","No Different than U.S. National Rate","8.6","13.0","498","","17.9","No Different than U.S. National Rate","14.7","22.0","95","","24.0","No Different than U.S. National Rate","20.4","27.9","273","","15.8","No Different than U.S. National Rate","13.4","18.6","525","","No Different than U.S. National Rate","","451","5.0","3.7","6.6","No Different than U.S. National Rate","","2094","15.7","14.7","16.8","No Different than U.S. National Rate","","412","","2.1","4.6"
"470011","BRATTLEBORO MEMORIAL HOSPITAL","17 BELMONT AVE","","","BRATTLEBORO","VT","05301","WINDHAM","8022570341","16.4","No Different than U.S. National Rate","12.5","21.5","35","","16.3","Worse than U.S. National Rate","12.0","22.1","62","","12.5","No Different than U.S. National Rate","9.2","16.9","144","","Not Available","Number of Cases Too Small","Not Available","Not Available","19","The number of cases/patients is too few to report","22.9","No Different than U.S. National Rate","18.5","28.3","62","","17.2","No Different than U.S. National Rate","13.8","21.1","152","","No Different than U.S. National Rate","","183","4.4","3.0","6.2","No Different than U.S. National Rate","","493","15.4","13.9","17.1","No Different than U.S. National Rate","","165","","1.5","4.3"
"470012","SOUTHWESTERN VERMONT MEDICAL CENTER","100 HOSPITAL DRIVE","","","BENNINGTON","VT","05201","BENNINGTON","8024426361","16.4","No Different than U.S. National Rate","12.9","20.6","61","","13.3","No Different than U.S. National Rate","10.4","17.0","239","","13.0","No Different than U.S. National Rate","10.8","16.0","434","","17.6","No Different than U.S. National Rate","14.1","21.7","44","","22.6","No Different than U.S. National Rate","19.4","26.4","283","","17.5","No Different than U.S. National Rate","15.0","20.5","471","","No Different than U.S. National Rate","","155","4.5","3.1","6.5","No Different than U.S. National Rate","","1511","15.0","14.0","16.2","No Different than U.S. National Rate","","139","","3.1","7.6"
"47001F","WHITE RIVER JCT VA MEDICAL CENTER","215 N. MAIN ST.","","","WHITE RIVER JUNCTION          ","VT","05009","WINDSOR","8022959363","Not Available","Number of Cases Too Small","Not Available","Not Available","24","The number of cases/patients is too few to report","10.4","No Different than U.S. National Rate","7.7","13.9","130","","10.2","No Different than U.S. National Rate","7.4","13.8","183","","Not Available","Number of Cases Too Small","Not Available","Not Available","14","The number of cases/patients is too few to report","21.7","No Different than U.S. National Rate","17.9","25.9","163","","19.0","No Different than U.S. National Rate","15.8","22.9","217","","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","Not Available","","Not Available","Not Available"
