"State","Diagnosis Related Group","Number Of Cases","Footnote"
"RI","Other kidney and urinary tract procedures w MCC","14",""
"SC","Other kidney and urinary tract procedures w MCC","230",""
"SD","Other kidney and urinary tract procedures w MCC","23",""
"TN","Other kidney and urinary tract procedures w MCC","311",""
"TX","Other kidney and urinary tract procedures w MCC","997",""
"UT","Other kidney and urinary tract procedures w MCC","31",""
"VA","Other kidney and urinary tract procedures w MCC","268",""
"VI","Other kidney and urinary tract procedures w MCC","*","The number of cases/patients is too few to report"
"VT","Other kidney and urinary tract procedures w MCC","*","The number of cases/patients is too few to report"
"WA","Other kidney and urinary tract procedures w MCC","118",""
"WI","Other kidney and urinary tract procedures w MCC","138",""
"WV","Other kidney and urinary tract procedures w MCC","86",""
"WY","Other kidney and urinary tract procedures w MCC","*","The number of cases/patients is too few to report"
"AK","Other kidney and urinary tract procedures w CC","*","The number of cases/patients is too few to report"
"AL","Other kidney and urinary tract procedures w CC","192",""
"AR","Other kidney and urinary tract procedures w CC","82",""
"AZ","Other kidney and urinary tract procedures w CC","106",""
"CA","Other kidney and urinary tract procedures w CC","489",""
"CO","Other kidney and urinary tract procedures w CC","88",""
"CT","Other kidney and urinary tract procedures w CC","101",""
"DC","Other kidney and urinary tract procedures w CC","42",""
"DE","Other kidney and urinary tract procedures w CC","26",""
"FL","Other kidney and urinary tract procedures w CC","638",""
"GA","Other kidney and urinary tract procedures w CC","261",""
"GU","Other kidney and urinary tract procedures w CC","11",""
"HI","Other kidney and urinary tract procedures w CC","23",""
"IA","Other kidney and urinary tract procedures w CC","61",""
"ID","Other kidney and urinary tract procedures w CC","24",""
"IL","Other kidney and urinary tract procedures w CC","374",""
"IN","Other kidney and urinary tract procedures w CC","193",""
"KS","Other kidney and urinary tract procedures w CC","70",""
"KY","Other kidney and urinary tract procedures w CC","125",""
"LA","Other kidney and urinary tract procedures w CC","163",""
"MA","Other kidney and urinary tract procedures w CC","160",""
"MD","Other kidney and urinary tract procedures w CC","165",""
"ME","Other kidney and urinary tract procedures w CC","35",""
"MI","Other kidney and urinary tract procedures w CC","247",""
"MN","Other kidney and urinary tract procedures w CC","95",""
"MO","Other kidney and urinary tract procedures w CC","204",""
"MP","Other kidney and urinary tract procedures w CC","*","The number of cases/patients is too few to report"
"MS","Other kidney and urinary tract procedures w CC","156",""
"MT","Other kidney and urinary tract procedures w CC","26",""
"NC","Other kidney and urinary tract procedures w CC","262",""
"ND","Other kidney and urinary tract procedures w CC","20",""
"NE","Other kidney and urinary tract procedures w CC","54",""
"NH","Other kidney and urinary tract procedures w CC","22",""
"NJ","Other kidney and urinary tract procedures w CC","324",""
"NM","Other kidney and urinary tract procedures w CC","32",""
"NV","Other kidney and urinary tract procedures w CC","36",""
"NY","Other kidney and urinary tract procedures w CC","459",""
"OH","Other kidney and urinary tract procedures w CC","357",""
"OK","Other kidney and urinary tract procedures w CC","117",""
"OR","Other kidney and urinary tract procedures w CC","47",""
"PA","Other kidney and urinary tract procedures w CC","373",""
"PR","Other kidney and urinary tract procedures w CC","45",""
"RI","Other kidney and urinary tract procedures w CC","*","The number of cases/patients is too few to report"
"SC","Other kidney and urinary tract procedures w CC","155",""
"SD","Other kidney and urinary tract procedures w CC","31",""
"TN","Other kidney and urinary tract procedures w CC","203",""
"TX","Other kidney and urinary tract procedures w CC","701",""
"UT","Other kidney and urinary tract procedures w CC","44",""
"VA","Other kidney and urinary tract procedures w CC","207",""
"VI","Other kidney and urinary tract procedures w CC","*","The number of cases/patients is too few to report"
"VT","Other kidney and urinary tract procedures w CC","15",""
"WA","Other kidney and urinary tract procedures w CC","94",""
"WI","Other kidney and urinary tract procedures w CC","103",""
"WV","Other kidney and urinary tract procedures w CC","63",""
"WY","Other kidney and urinary tract procedures w CC","11",""
"AK","Transurethral prostatectomy w/o CC/MCC","20",""
"AL","Transurethral prostatectomy w/o CC/MCC","241",""
"AR","Transurethral prostatectomy w/o CC/MCC","161",""
"AZ","Transurethral prostatectomy w/o CC/MCC","126",""
"CA","Transurethral prostatectomy w/o CC/MCC","921",""
"CO","Transurethral prostatectomy w/o CC/MCC","49",""
"CT","Transurethral prostatectomy w/o CC/MCC","148",""
"DC","Transurethral prostatectomy w/o CC/MCC","21",""
"DE","Transurethral prostatectomy w/o CC/MCC","*","The number of cases/patients is too few to report"
"FL","Transurethral prostatectomy w/o CC/MCC","434",""
"GA","Transurethral prostatectomy w/o CC/MCC","126",""
"GU","Transurethral prostatectomy w/o CC/MCC","*","The number of cases/patients is too few to report"
"HI","Transurethral prostatectomy w/o CC/MCC","25",""
"IA","Transurethral prostatectomy w/o CC/MCC","78",""
"ID","Transurethral prostatectomy w/o CC/MCC","11",""
"IL","Transurethral prostatectomy w/o CC/MCC","407",""
"IN","Transurethral prostatectomy w/o CC/MCC","204",""
"KS","Transurethral prostatectomy w/o CC/MCC","59",""
"KY","Transurethral prostatectomy w/o CC/MCC","218",""
"LA","Transurethral prostatectomy w/o CC/MCC","111",""
"MA","Transurethral prostatectomy w/o CC/MCC","474",""
"MD","Transurethral prostatectomy w/o CC/MCC","89",""
"ME","Transurethral prostatectomy w/o CC/MCC","39",""
"MI","Transurethral prostatectomy w/o CC/MCC","216",""
"MN","Transurethral prostatectomy w/o CC/MCC","126",""
"MO","Transurethral prostatectomy w/o CC/MCC","90",""
"MS","Transurethral prostatectomy w/o CC/MCC","162",""
"MT","Transurethral prostatectomy w/o CC/MCC","24",""
"NC","Transurethral prostatectomy w/o CC/MCC","175",""
"ND","Transurethral prostatectomy w/o CC/MCC","12",""
"NE","Transurethral prostatectomy w/o CC/MCC","96",""
"NH","Transurethral prostatectomy w/o CC/MCC","24",""
"NJ","Transurethral prostatectomy w/o CC/MCC","197",""
"NM","Transurethral prostatectomy w/o CC/MCC","82",""
"NV","Transurethral prostatectomy w/o CC/MCC","43",""
"NY","Transurethral prostatectomy w/o CC/MCC","842",""
"OH","Transurethral prostatectomy w/o CC/MCC","298",""
"OK","Transurethral prostatectomy w/o CC/MCC","136",""
"OR","Transurethral prostatectomy w/o CC/MCC","48",""
"PA","Transurethral prostatectomy w/o CC/MCC","313",""
"PR","Transurethral prostatectomy w/o CC/MCC","87",""
"RI","Transurethral prostatectomy w/o CC/MCC","15",""
"SC","Transurethral prostatectomy w/o CC/MCC","144",""
"SD","Transurethral prostatectomy w/o CC/MCC","37",""
"TN","Transurethral prostatectomy w/o CC/MCC","153",""
"TX","Transurethral prostatectomy w/o CC/MCC","746",""
"UT","Transurethral prostatectomy w/o CC/MCC","39",""
"VA","Transurethral prostatectomy w/o CC/MCC","134",""
"VI","Transurethral prostatectomy w/o CC/MCC","12",""
"VT","Transurethral prostatectomy w/o CC/MCC","*","The number of cases/patients is too few to report"
"WA","Transurethral prostatectomy w/o CC/MCC","271",""
"WI","Transurethral prostatectomy w/o CC/MCC","214",""
"WV","Transurethral prostatectomy w/o CC/MCC","82",""
"WY","Transurethral prostatectomy w/o CC/MCC","*","The number of cases/patients is too few to report"
"AK","Transurethral prostatectomy w CC/MCC","*","The number of cases/patients is too few to report"
"AL","Transurethral prostatectomy w CC/MCC","121",""
"AR","Transurethral prostatectomy w CC/MCC","102",""
"AZ","Transurethral prostatectomy w CC/MCC","106",""
"CA","Transurethral prostatectomy w CC/MCC","511",""
"CO","Transurethral prostatectomy w CC/MCC","38",""
"CT","Transurethral prostatectomy w CC/MCC","79",""
"DC","Transurethral prostatectomy w CC/MCC","19",""
"DE","Transurethral prostatectomy w CC/MCC","17",""
"FL","Transurethral prostatectomy w CC/MCC","544",""
"GA","Transurethral prostatectomy w CC/MCC","118",""
"GU","Transurethral prostatectomy w CC/MCC","*","The number of cases/patients is too few to report"
"HI","Transurethral prostatectomy w CC/MCC","15",""
"IA","Transurethral prostatectomy w CC/MCC","51",""
"ID","Transurethral prostatectomy w CC/MCC","14",""
"IL","Transurethral prostatectomy w CC/MCC","410",""
"IN","Transurethral prostatectomy w CC/MCC","163",""
"KS","Transurethral prostatectomy w CC/MCC","42",""
"KY","Transurethral prostatectomy w CC/MCC","152",""
"LA","Transurethral prostatectomy w CC/MCC","98",""
"MA","Transurethral prostatectomy w CC/MCC","222",""
"MD","Transurethral prostatectomy w CC/MCC","129",""
"ME","Transurethral prostatectomy w CC/MCC","29",""
"MI","Transurethral prostatectomy w CC/MCC","169",""
"MN","Transurethral prostatectomy w CC/MCC","91",""
"MO","Transurethral prostatectomy w CC/MCC","89",""
"MS","Transurethral prostatectomy w CC/MCC","85",""
"MT","Transurethral prostatectomy w CC/MCC","12",""
"NC","Transurethral prostatectomy w CC/MCC","117",""
"ND","Transurethral prostatectomy w CC/MCC","*","The number of cases/patients is too few to report"
"NE","Transurethral prostatectomy w CC/MCC","45",""
"NH","Transurethral prostatectomy w CC/MCC","19",""
"NJ","Transurethral prostatectomy w CC/MCC","282",""
"NM","Transurethral prostatectomy w CC/MCC","33",""
"NV","Transurethral prostatectomy w CC/MCC","33",""
"NY","Transurethral prostatectomy w CC/MCC","427",""
"OH","Transurethral prostatectomy w CC/MCC","277",""
"OK","Transurethral prostatectomy w CC/MCC","74",""
"OR","Transurethral prostatectomy w CC/MCC","48",""
"PA","Transurethral prostatectomy w CC/MCC","292",""
"PR","Transurethral prostatectomy w CC/MCC","40",""
"RI","Transurethral prostatectomy w CC/MCC","22",""
"SC","Transurethral prostatectomy w CC/MCC","115",""
"SD","Transurethral prostatectomy w CC/MCC","17",""
"TN","Transurethral prostatectomy w CC/MCC","125",""
"TX","Transurethral prostatectomy w CC/MCC","478",""
"UT","Transurethral prostatectomy w CC/MCC","24",""
"VA","Transurethral prostatectomy w CC/MCC","132",""
"VI","Transurethral prostatectomy w CC/MCC","*","The number of cases/patients is too few to report"
"VT","Transurethral prostatectomy w CC/MCC","*","The number of cases/patients is too few to report"
"WA","Transurethral prostatectomy w CC/MCC","113",""
"WI","Transurethral prostatectomy w CC/MCC","128",""
"WV","Transurethral prostatectomy w CC/MCC","62",""
"WY","Transurethral prostatectomy w CC/MCC","*","The number of cases/patients is too few to report"
"AK","Female reproductive system reconstructive procedures","20",""
"AL","Female reproductive system reconstructive procedures","198",""
"AR","Female reproductive system reconstructive procedures","153",""
"AZ","Female reproductive system reconstructive procedures","108",""
"CA","Female reproductive system reconstructive procedures","619",""
"CO","Female reproductive system reconstructive procedures","94",""
"CT","Female reproductive system reconstructive procedures","101",""
"DC","Female reproductive system reconstructive procedures","33",""
"DE","Female reproductive system reconstructive procedures","24",""
"FL","Female reproductive system reconstructive procedures","524",""
"GA","Female reproductive system reconstructive procedures","177",""
"GU","Female reproductive system reconstructive procedures","*","The number of cases/patients is too few to report"
"HI","Female reproductive system reconstructive procedures","12",""
"IA","Female reproductive system reconstructive procedures","50",""
"ID","Female reproductive system reconstructive procedures","39",""
"IL","Female reproductive system reconstructive procedures","221",""
"IN","Female reproductive system reconstructive procedures","119",""
"KS","Female reproductive system reconstructive procedures","47",""
"KY","Female reproductive system reconstructive procedures","139",""
"LA","Female reproductive system reconstructive procedures","120",""
"MA","Female reproductive system reconstructive procedures","227",""
"MD","Female reproductive system reconstructive procedures","219",""
"ME","Female reproductive system reconstructive procedures","24",""
"MI","Female reproductive system reconstructive procedures","312",""
"MN","Female reproductive system reconstructive procedures","196",""
"MO","Female reproductive system reconstructive procedures","95",""
"MS","Female reproductive system reconstructive procedures","129",""
"MT","Female reproductive system reconstructive procedures","*","The number of cases/patients is too few to report"
"NC","Female reproductive system reconstructive procedures","162",""
"ND","Female reproductive system reconstructive procedures","15",""
"NE","Female reproductive system reconstructive procedures","63",""
"NH","Female reproductive system reconstructive procedures","26",""
"NJ","Female reproductive system reconstructive procedures","200",""
"NM","Female reproductive system reconstructive procedures","48",""
"NV","Female reproductive system reconstructive procedures","64",""
"NY","Female reproductive system reconstructive procedures","305",""
"OH","Female reproductive system reconstructive procedures","318",""
"OK","Female reproductive system reconstructive procedures","196",""
"OR","Female reproductive system reconstructive procedures","119",""
