"Provider Number","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County Name","Phone Number","Percent of Pneumonia Patients Whose Initial ER Blood Culture Was Performed Prior To Administration Of First Dose Of Antibiotics","Number of Patients 2","Footnote 2","Percent of Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","Number of Patients 4","Footnote 4"
"130066","NORTHWEST SPECIALTY HOSPITAL","1593 EAST POLSTON AVENUE","","","POST FALLS","ID","83854","KOOTENAI","2082622300","Not Available","Not Available","Results are not available for this reporting period","Not Available","Not Available","Results are not available for this reporting period"
"130013","SAINT ALPHONSUS MEDICAL CENTER - NAMPA","1512 TWELFTH AVENUE ROAD","","","NAMPA","ID","83686","CANYON","2084635000","99","181","","99","130",""
"400044","SAN LUKE'S MEMORIAL HOSPITAL INC","TITO CASTRO AVE #917","","","PONCE","PR","00733","PONCE","7878442080","95","77","","70","115",""
"400013","HOSPITAL MENONITA DE CAYEY","BO. RINCON SECTOR LAS LOMAS  KM.3.1 CARR 14","","","CAYEY","PR","00737","CAYEY","7875351001","93","87","","84","62",""
"100289","CLEVELAND CLINIC HOSPITAL","3100 WESTON RD","","","WESTON","FL","33331","BROWARD","9546895000","100","212","","98","106",""
"340159","PERSON MEMORIAL HOSPITAL","615 RIDGE RD","","","ROXBORO","NC","27573","PERSON","3365992121","99","150","","91","80",""
"400125","HIMA-SAN PABLO FAJARDO","GENERAL VALERO AVE#404","","","FAJARDO","PR","00738","FAJARDO","7876550505","73","66","","66","68",""
"430013","AVERA QUEEN OF PEACE","525 N FOSTER","","","MITCHELL","SD","57301","DAVISON","6059952000","100","95","","99","97",""
"161345","OSCEOLA COMMUNITY HOSPITAL","600 9TH AVENUE NORTH","","","SIBLEY","IA","51249","OSCEOLA","7127542574","Not Available","Not Available","Data submitted were based on a sample of cases/patients., The number of cases/patients is too few to report","100","12","Data submitted were based on a sample of cases/patients., The number of cases/patients is too few to report"
"360354","WEST CHESTER HOSPITAL, LLC","7700 UNIVERSITY DRIVE","","","WEST CHESTER","OH","45069","BUTLER","5132983000","98","244","","92","105",""
"110111","UNIVERSITY MCDUFFIE COUNTY REGIONAL MEDICAL CENTER","521 HILL STREET, SW","","","THOMSON","GA","30824","MCDUFFIE","7065951411","95","21","The number of cases/patients is too few to report","83","12","The number of cases/patients is too few to report"
"501337","LOURDES MEDICAL CENTER","520 N FOURTH AVENUE","","","PASCO","WA","99301","FRANKLIN","5095462278","97","32","","83","18","The number of cases/patients is too few to report"
"390070","LOWER BUCKS HOSPITAL","501 BATH ROAD","","","BRISTOL","PA","19007","BUCKS","2157859200","98","87","","93","72",""
"501314","OCEAN BEACH HOSPITAL","174 FIRST AVENUE NORTH","","","ILWACO","WA","98624","PACIFIC","3606423181","Not Available","Not Available","Data submitted were based on a sample of cases/patients., The number of cases/patients is too few to report","55","11","Data submitted were based on a sample of cases/patients., The number of cases/patients is too few to report"
"161333","STORY COUNTY HOSPITAL","640 SOUTH 19TH STREET","","","NEVADA","IA","50201","STORY","5153822111","Not Available","Not Available","The number of cases/patients is too few to report","46","13","The number of cases/patients is too few to report"
"160047","JENNIE EDMUNDSON HOSPITAL","933 EAST PIERCE STREET","","","COUNCIL BLUFFS","IA","51503","POTTAWATTAMIE","7123966000","99","146","","90","69",""
"381303","PROVIDENCE SEASIDE HOSPITAL","725 S WAHANNA ROAD","","","SEASIDE","OR","97138","CLATSOP","5037177000","100","33","Data submitted were based on a sample of cases/patients","88","17","Data submitted were based on a sample of cases/patients., The number of cases/patients is too few to report"
"110027","TY COBB REGIONAL MEDICAL CENTER, LLC","367 CLEAR CREEK PARKWAY","","","LAVONIA","GA","30553","FRANKLIN","7063567800","98","65","","97","34",""
"390081","DELAWARE COUNTY MEMORIAL HOSPITAL","501 NORTH LANSDOWNE AVE","","","DREXEL HILL","PA","19026","DELAWARE","2152848100","100","175","","100","130",""
"670047","SIERRA PROVIDENCE EAST MEDICAL CENTER","3280 JOE BATTLE BLVD","","","EL PASO","TX","79938","EL PASO","9158567349","99","142","","97","135",""
"150102","INDIANA UNIVERSITY HEALTH STARKE HOSPITAL","102 E CULVER RD","","","KNOX","IN","46534","STARKE","5747721100","92","60","","90","51",""
"231318","NORTHSTAR HEALTH SYSTEM","1400 W ICE LAKE ROAD","","","IRON RIVER","MI","49935","IRON","9062656121","94","52","","83","18","The number of cases/patients is too few to report"
"390211","SHARON REGIONAL HEALTH SYSTEM","740 EAST STATE STREET","","","SHARON","PA","16146","MERCER","7249833912","94","188","","95","147",""
"260116","MINERAL AREA REGIONAL MEDICAL CENTER","1212 WEBER RD","","","FARMINGTON","MO","63640","SAINT FRANCOIS","5737564581","99","117","","94","63",""
"240104","ST FRANCIS REGIONAL MEDICAL CENTER","1455 ST FRANCIS AVENUE","","","SHAKOPEE","MN","55379","SCOTT","9524033000","99","75","","96","84",""
"330019","NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.","2525 KINGS HIGHWAY","","","BROOKLYN","NY","11229","KINGS","7186925302","100","83","Data submitted were based on a sample of cases/patients","100","68","Data submitted were based on a sample of cases/patients"
"131320","CLEARWATER VALLEY HOSPITAL & CLINICS","301 CEDAR STREET","","","OROFINO","ID","83544","CLEARWATER","2084764555","Not Available","Not Available","Results are not available for this reporting period","96","25",""
"520037","MINISTRY SAINT JOSEPH'S HOSPITAL","611 ST JOSEPH AVE","","","MARSHFIELD","WI","54449","WOOD","7153877850","99","78","","99","88",""
"180102","LOURDES HOSPITAL","1530 LONE OAK ROAD","","","PADUCAH","KY","42001","MCCRACKEN","2704442444","99","161","","94","182",""
"450894","PINE CREEK MEDICAL CENTER LLP","9032 HARRY HINES BLVD","","","DALLAS","TX","75235","DALLAS","2142312273","Not Available","Not Available","Results are not available for this reporting period","Not Available","Not Available","Results are not available for this reporting period"
"440156","PARKRIDGE MEDICAL CENTER","2333 MCCALLIE AVE","","","CHATTANOOGA","TN","37404","HAMILTON","4238944220","100","246","","97","170",""
"10065F","W PALM BEACH VA MEDICAL CENTER","7305 N. MILITARY TRAIL","","","WEST PALM BEACH               ","FL","33410","PALM BEACH","5614228600","100","160","","98","121",""
"100127","MORTON PLANT HOSPITAL","300 PINELLAS ST","","","CLEARWATER","FL","33756","PINELLAS","7274627000","100","376","","96","131",""
"111305","MILLER COUNTY HOSPITAL","209 N CUTHBERT STREET","","","COLQUITT","GA","39837","MILLER","2297584231","Not Available","Not Available","Data submitted were based on a sample of cases/patients., The number of cases/patients is too few to report","Not Available","0","Data submitted were based on a sample of cases/patients., No cases met the criteria for this measure"
"161351","AVERA HOLY FAMILY HOSPITAL","826 NORTH 8TH STREET","","","ESTHERVILLE","IA","51334","EMMET","7123622631","91","11","The number of cases/patients is too few to report","95","22","The number of cases/patients is too few to report"
"111308","CLINCH MEMORIAL HOSPITAL","1050 VALDOSTA HIGHWAY","","","HOMERVILLE","GA","31634","CLINCH","9124875211","Not Available","Not Available","Results are based on a shorter time period than required., The number of cases/patients is too few to report","Not Available","Not Available","Results are based on a shorter time period than required., The number of cases/patients is too few to report"
"180046","BOURBON COMMUNITY HOSPITAL","9 LINVILLE DRIVE","","","PARIS","KY","40361","BOURBON","8599873600","95","41","","97","29",""
"061327","SOUTHWEST MEMORIAL HOSPITAL","1311 N MILDRED RD","","","CORTEZ","CO","81321","MONTEZUMA","9705656666","100","35","","100","21","The number of cases/patients is too few to report"
"310108","JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY","65 JAMES STREET","","","EDISON","NJ","08818","MIDDLESEX","7323217000","100","520","","98","240",""
"351301","MOUNTRAIL COUNTY MEDICAL CENTER","615 6TH ST SE","","","STANLEY","ND","58784","MOUNTRAIL","7016282424","Not Available","Not Available","Data submitted were based on a sample of cases/patients., The number of cases/patients is too few to report","Not Available","Not Available","Data submitted were based on a sample of cases/patients., The number of cases/patients is too few to report"
"350006","TRINITY HOSPITALS","407 3RD ST SE","","","MINOT","ND","58701","WARD","7018575000","95","265","","95","122",""
"440001","UNICOI COUNTY MEMORIAL HOSPITAL","GREENWAY CIRCLE","","","ERWIN","TN","37650","UNICOI","4237433141","90","67","","75","51",""
"43005F","SIOUX FALLS VA MEDICAL CENTER","2501 WEST 22ND STREET","","","SIOUX FALLS                   ","SD","57117","MINNEHAHA","6053363230","96","76","","85","47",""
"090003","HOWARD UNIVERSITY HOSPITAL","2041 GEORGIA AVE NW","","","WASHINGTON","DC","20060","DISTRICT OF COLUMBIA","2027456100","94","97","Data submitted were based on a sample of cases/patients","85","59","Data submitted were based on a sample of cases/patients"
"670031","ST LUKE'S PATIENTS MEDICAL CENTER","4600 EAST SAM HOUSTON PARKWAY SOUTH","","","PASADENA","TX","77505","HARRIS","2814870700","96","107","","94","112",""
"310064","ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV","1925 PACIFIC AVE","","","ATLANTIC CITY","NJ","08401","ATLANTIC","6094418020","98","409","Data submitted were based on a sample of cases/patients","100","218","Data submitted were based on a sample of cases/patients"
"170190","MANHATTAN SURGICAL HOSPITAL LLC","1829 COLLEGE AVENUE","","","MANHATTAN","KS","66502","RILEY","7857765100","Not Available","Not Available","Results are not available for this reporting period","Not Available","Not Available","Results are not available for this reporting period"
"220024","HOLYOKE MEDICAL CENTER","575 BEECH STREET","","","HOLYOKE","MA","01040","HAMPDEN","4135342500","97","221","","92","105",""
"070011","CHARLOTTE HUNGERFORD HOSPITAL","540 LITCHFIELD ST","","","TORRINGTON","CT","06790","LITCHFIELD","8604966666","96","183","","94","121",""
"251329","GREENE COUNTY HOSPITAL CAH","1017 JACKSON STREET","","","LEAKESVILLE","MS","39451","GREENE","6013944135","Not Available","Not Available","Results are based on a shorter time period than required., The number of cases/patients is too few to report","Not Available","Not Available","Results are based on a shorter time period than required., The number of cases/patients is too few to report"
"330106","NORTH SHORE UNIVERSITY HOSPITAL","300 COMMUNITY DRIVE","","","MANHASSET","NY","11030","NASSAU","5165620100","98","234","Data submitted were based on a sample of cases/patients","95","132","Data submitted were based on a sample of cases/patients"
"151323","PARKVIEW LAGRANGE HOSPITAL","207 N TOWNLINE RD","","","LAGRANGE","IN","46761","LAGRANGE","2604639000","100","34","","95","44",""
"181328","KNOX COUNTY HOSPITAL","80 HOSPITAL DRIVE","","","BARBOURVILLE","KY","40906","KNOX","6065464175","92","12","Results are based on a shorter time period than required., The number of cases/patients is too few to report","85","13","Results are based on a shorter time period than required., The number of cases/patients is too few to report"
"271317","LIVINGSTON HEALTHCARE","504 S 13TH ST","","","LIVINGSTON","MT","59047","PARK","4062223541","92","24","The number of cases/patients is too few to report","65","23","The number of cases/patients is too few to report"
"670021","INNOVA HOSPITAL SAN ANTONIO","4243 SOUTHCROSS BLVD","","","SAN ANTONIO","TX","78222","BEXAR","2103687487","Not Available","Not Available","Results are not available for this reporting period","Not Available","Not Available","Results are not available for this reporting period"
"510053","ST JOSEPH HOSPITAL","1 AMALIA DRIVE","","","BUCKHANNON","WV","26201","UPSHUR","3044722000","96","52","","76","33",""
"190098","LSU HEALTH SCIENCES CENTER - SHREVEPORT","1541 KINGS HIGHWAY","","","SHREVEPORT","LA","71130","CADDO","3186755058","93","68","","89","44",""
"190133","ALLEN PARISH HOSPITAL","108 6TH AVENUE","","","KINDER","LA","70648","ALLEN","3377389489","Not Available","Not Available","Data submitted were based on a sample of cases/patients., Results are based on a shorter time period than required., The number of cases/patients is too few to report","79","14","Data submitted were based on a sample of cases/patients., Results are based on a shorter time period than required., The number of cases/patients is too few to report"
"490093","SENTARA CAREPLEX HOSPITAL","3000 COLISEUM DRIVE","","","HAMPTON","VA","23666","HAMPTON CITY","7577361000","100","216","","97","119",""
"281355","OGALLALA COMMUNITY HOSPITAL","2601 NORTH SPRUCE ST","","","OGALLALA","NE","69153","KEITH","3082844011","100","13","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report"
"501307","ODESSA MEMORIAL HEALTHCARE CENTER","502 E AMENDE DRIVE","","","ODESSA","WA","99159","LINCOLN","5099822611","Not Available","0","No cases met the criteria for this measure., Results are based on a shorter time period than required","Not Available","0","No cases met the criteria for this measure., Results are based on a shorter time period than required"
"340041","CALDWELL MEMORIAL HOSPITAL","321 MULBERRY ST SW","","","LENOIR","NC","28645","CALDWELL","8287575100","100","200","","98","98",""
"131311","ST LUKE'S ELMORE MEDICAL CENTER","895 NORTH 6TH EAST","","","MOUNTAIN HOME","ID","83647","ELMORE","2085878401","Not Available","Not Available","Results are based on a shorter time period than required., The number of cases/patients is too few to report","Not Available","0","No cases met the criteria for this measure., Results are based on a shorter time period than required"
"360156","MEMORIAL HOSPITAL","715 SOUTH TAFT AVENUE","","","FREMONT","OH","43420","SANDUSKY","4193346617","100","69","","89","55",""
"400087","HOSPITAL DR CAYETANO COLL Y TOSTE","CARRETERA 129 KM.1 AVENIDA SAN LUIS","","","ARECIBO","PR","00613","ARECIBO","7876507272","94","51","","74","27",""
"250104","ANDERSON REGIONAL MEDICAL CTR","2124 14 ST","","","MERIDIAN","MS","39301","LAUDERDALE","6015536000","100","122","Data submitted were based on a sample of cases/patients","92","72","Data submitted were based on a sample of cases/patients"
"261332","CARROLL COUNTY MEMORIAL HOSPITAL","1502 NORTH JEFFERSON","","","CARROLLTON","MO","64633","CARROLL","6605421695","Not Available","Not Available","Results are based on a shorter time period than required., The number of cases/patients is too few to report","62","16","Results are based on a shorter time period than required., The number of cases/patients is too few to report"
"360025","FIRELANDS REGIONAL MEDICAL CENTER","1111 HAYES AVENUE","","","SANDUSKY","OH","44870","ERIE","4195577400","99","187","","99","117",""
"500030","PEACEHEALTH ST JOSEPH MEDICAL CENTER","2901 SQUALICUM PARKWAY","","","BELLINGHAM","WA","98225","WHATCOM","3607345400","94","342","","97","223",""
"520100","BELOIT MEM HSPTL","1969 W HART RD","","","BELOIT","WI","53511","ROCK","6083645011","97","76","","95","58",""
"230216","PORT HURON HOSPITAL","1221 PINE GROVE AVE","","","PORT HURON","MI","48060","SAINT CLAIR","8109875000","98","242","","96","163",""
