Provider Number,Hospital Name,Address,City,State, ZIP Code,County Name,Communication with Nurses Achievement Points,Communication with Nurses Improvement Points,Communication with Nurses Dimension Score,Communication with Doctors Achievement Points,Communication with Doctors Improvement Points,Communication with Doctors Dimension Score,Responsiveness of Hospital Staff Achievement Points,Responsiveness of Hospital Staff Improvement Points,Responsiveness of Hospital Staff Dimension Score,Pain Management Achievement Points,Pain Management Improvement Points,Pain Management Dimension Score,Communication about Medicines Achievement Points,Communication about Medicines Improvement Points,Communication about Medicines Dimension Score,Cleanliness and Quietness of Hospital Environment Achievement Points,Cleanliness and Quietness of Hospital Environment Improvement Points,Cleanliness and Quietness of Hospital Environment Dimension Score,Discharge Information Achievement Points,Discharge Information Improvement Points,Discharge Information Dimension Score,Overall Rating of Hospital Achievement Points,Overall Rating of Hospital Improvement Points,Overall Rating of Hospital Dimension Score,HCAHPS Base Score,HCAHPS Consistency Score
"390066","GOOD SAMARITAN HOSPITAL","FOURTH AND WALNUT STREETS","LEBANON","PA","17042","LEBANON","4 out of 10","3 out of 9","4 out of 10","0 out of 10","0 out of 9","0 out of 10","2 out of 10","1 out of 9","2 out of 10","1 out of 10","0 out of 9","1 out of 10","2 out of 10","0 out of 9","2 out of 10","2 out of 10","1 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","11","17"
"390067","PINNACLE HEALTH HOSPITALS","409 SOUTH SECOND STREET","HARRISBURG","PA","17105","DAUPHIN","2 out of 10","4 out of 9","4 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","2 out of 9","2 out of 10","2 out of 10","4 out of 9","4 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","1 out of 9","1 out of 10","5 out of 10","7 out of 9","7 out of 10","0 out of 10","3 out of 9","3 out of 10","23","14"
"440185","SKYRIDGE MEDICAL CENTER","2305 CHAMBLISS AVE NW","CLEVELAND","TN","37311","BRADLEY","3 out of 10","3 out of 9","3 out of 10","2 out of 10","2 out of 9","2 out of 10","2 out of 10","3 out of 9","3 out of 10","3 out of 10","3 out of 9","3 out of 10","2 out of 10","4 out of 9","4 out of 10","4 out of 10","4 out of 9","4 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","3 out of 9","3 out of 10","22","18"
"440187","LIVINGSTON REGIONAL HOSPITAL","315 OAK ST BOX 550","LIVINGSTON","TN","38570","OVERTON","3 out of 10","3 out of 9","3 out of 10","8 out of 10","5 out of 9","8 out of 10","2 out of 10","0 out of 9","2 out of 10","2 out of 10","2 out of 9","2 out of 10","7 out of 10","7 out of 9","7 out of 10","3 out of 10","3 out of 9","3 out of 10","1 out of 10","4 out of 9","4 out of 10","3 out of 10","4 out of 9","4 out of 10","33","20"
"440189","REGIONAL HOSPITAL OF JACKSON","367 HOSPITAL BLVD","JACKSON","TN","38305","MADISON","0 out of 10","0 out of 9","0 out of 10","1 out of 10","0 out of 9","1 out of 10","1 out of 10","0 out of 9","1 out of 10","2 out of 10","0 out of 9","2 out of 10","1 out of 10","0 out of 9","1 out of 10","3 out of 10","0 out of 9","3 out of 10","1 out of 10","3 out of 9","3 out of 10","3 out of 10","0 out of 9","3 out of 10","14","19"
"440192","WHITE COUNTY COMMUNITY HOSPITAL","401 SEWELL DR","SPARTA","TN","38583","WHITE","3 out of 10","2 out of 9","3 out of 10","7 out of 10","3 out of 9","7 out of 10","5 out of 10","1 out of 9","5 out of 10","3 out of 10","0 out of 9","3 out of 10","7 out of 10","6 out of 9","7 out of 10","8 out of 10","0 out of 9","8 out of 10","8 out of 10","8 out of 9","8 out of 10","1 out of 10","0 out of 9","1 out of 10","42","20"
"440193","UNIVERSITY MEDICAL CENTER","1411 BADDOUR PARKWAY","LEBANON","TN","37087","WILSON","0 out of 10","0 out of 9","0 out of 10","1 out of 10","0 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","1 out of 10","0 out of 9","1 out of 10","2 out of 10","1 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","4","13"
"440194","HENDERSONVILLE MEDICAL CENTER","355 NEW SHACKLE ISLAND RD","HENDERSONVILLE","TN","37075","SUMNER","1 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","1 out of 10","0 out of 9","1 out of 10","4 out of 10","2 out of 9","4 out of 10","0 out of 10","1 out of 9","1 out of 10","2 out of 10","2 out of 9","2 out of 10","5 out of 10","2 out of 9","5 out of 10","2 out of 10","2 out of 9","2 out of 10","16","19"
"440197","SOUTHERN HILLS MEDICAL CTR","391 WALLACE RD","NASHVILLE","TN","37211","DAVIDSON","0 out of 10","0 out of 9","0 out of 10","3 out of 10","0 out of 9","3 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","3 out of 10","2 out of 9","3 out of 10","4 out of 10","1 out of 9","4 out of 10","5 out of 10","1 out of 9","5 out of 10","0 out of 10","0 out of 9","0 out of 10","15","19"
"440227","STONECREST MEDICAL CENTER","200 STONECREST BOULEVARD","SMYRNA","TN","37167","RUTHERFORD","0 out of 10","0 out of 9","0 out of 10","3 out of 10","0 out of 9","3 out of 10","0 out of 10","0 out of 9","0 out of 10","1 out of 10","0 out of 9","1 out of 10","3 out of 10","0 out of 9","3 out of 10","6 out of 10","0 out of 9","6 out of 10","5 out of 10","0 out of 9","5 out of 10","3 out of 10","0 out of 9","3 out of 10","21","19"
"440228","SAINT FRANCIS BARTLETT MEDICAL CENTER","2986 KATE BOND RD","BARTLETT","TN","38133","SHELBY","1 out of 10","0 out of 9","1 out of 10","4 out of 10","2 out of 9","4 out of 10","0 out of 10","0 out of 9","0 out of 10","1 out of 10","0 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","3 out of 10","0 out of 9","3 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","9","17"
"450002","PROVIDENCE MEMORIAL HOSPITAL","2001 N OREGON ST","EL PASO","TX","79902","EL PASO","1 out of 10","2 out of 9","2 out of 10","5 out of 10","0 out of 9","5 out of 10","0 out of 10","3 out of 9","3 out of 10","4 out of 10","2 out of 9","4 out of 10","6 out of 10","2 out of 9","6 out of 10","2 out of 10","2 out of 9","2 out of 10","4 out of 10","5 out of 9","5 out of 10","2 out of 10","3 out of 9","3 out of 10","30","19"
"450005","MEMORIAL HERMANN BAPTIST ORANGE HOSPITAL","608 STRICKLAND DRIVE","ORANGE","TX","77630","ORANGE","3 out of 10","0 out of 9","3 out of 10","5 out of 10","0 out of 9","5 out of 10","3 out of 10","0 out of 9","3 out of 10","4 out of 10","0 out of 9","4 out of 10","6 out of 10","0 out of 9","6 out of 10","3 out of 10","1 out of 9","3 out of 10","7 out of 10","8 out of 9","8 out of 10","0 out of 10","1 out of 9","1 out of 10","33","17"
"450007","PETERSON REGIONAL MEDICAL CENTER","551 HILL COUNTRY DRIVE","KERRVILLE","TX","78028","KERR","0 out of 10","1 out of 9","1 out of 10","1 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","4 out of 10","2 out of 9","4 out of 10","1 out of 10","4 out of 9","4 out of 10","0 out of 10","0 out of 9","0 out of 10","3 out of 10","2 out of 9","3 out of 10","2 out of 10","0 out of 9","2 out of 10","15","17"
"450010","UNITED REGIONAL HEALTH CARE SYSTEM","1600 11TH STREET","WICHITA FALLS","TX","76301","WICHITA","8 out of 10","6 out of 9","8 out of 10","0 out of 10","2 out of 9","2 out of 10","5 out of 10","3 out of 9","5 out of 10","4 out of 10","3 out of 9","4 out of 10","5 out of 10","4 out of 9","5 out of 10","6 out of 10","2 out of 9","6 out of 10","0 out of 10","4 out of 9","4 out of 10","5 out of 10","1 out of 9","5 out of 10","39","18"
"450011","ST JOSEPH REGIONAL HEALTH CENTER","2801 FRANCISCAN DR","BRYAN","TX","77802","BRAZOS","5 out of 10","1 out of 9","5 out of 10","2 out of 10","0 out of 9","2 out of 10","4 out of 10","0 out of 9","4 out of 10","5 out of 10","2 out of 9","5 out of 10","6 out of 10","4 out of 9","6 out of 10","3 out of 10","0 out of 9","3 out of 10","3 out of 10","0 out of 9","3 out of 10","4 out of 10","1 out of 9","4 out of 10","32","20"
"450015","PARKLAND HEALTH AND HOSPITAL SYSTEM","5201 HARRY HINES BLVD","DALLAS","TX","75235","DALLAS","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","2 out of 10","0 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","2","12"
"450018","UNIVERSITY OF TEXAS MEDICAL BRANCH GAL","301 UNIVERSITY BOULEVARD","GALVESTON","TX","77555","GALVESTON","2 out of 10","3 out of 9","3 out of 10","0 out of 10","2 out of 9","2 out of 10","3 out of 10","3 out of 9","3 out of 10","1 out of 10","2 out of 9","2 out of 10","5 out of 10","5 out of 9","5 out of 10","2 out of 10","3 out of 9","3 out of 10","6 out of 10","5 out of 9","6 out of 10","2 out of 10","0 out of 9","2 out of 10","26","18"
"450021","BAYLOR UNIVERSITY MEDICAL CENTER","3500 GASTON AVE","DALLAS","TX","75246","DALLAS","2 out of 10","0 out of 9","2 out of 10","5 out of 10","3 out of 9","5 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","1 out of 10","0 out of 9","1 out of 10","2 out of 10","0 out of 9","2 out of 10","4 out of 10","0 out of 9","4 out of 10","5 out of 10","0 out of 9","5 out of 10","19","18"
"450023","CITIZENS MEDICAL CENTER","2701 HOSPITAL DRIVE","VICTORIA","TX","77901","VICTORIA","6 out of 10","1 out of 9","6 out of 10","3 out of 10","0 out of 9","3 out of 10","4 out of 10","0 out of 9","4 out of 10","1 out of 10","0 out of 9","1 out of 10","2 out of 10","0 out of 9","2 out of 10","8 out of 10","0 out of 9","8 out of 10","0 out of 10","1 out of 9","1 out of 10","5 out of 10","0 out of 9","5 out of 10","30","19"
"490045","PRINCE WILLIAM HOSPITAL","8700 SUDLEY RD","MANASSAS","VA","20110","MANASSAS CITY","0 out of 10","1 out of 9","1 out of 10","1 out of 10","1 out of 9","1 out of 10","2 out of 10","2 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","7 out of 10","7 out of 9","7 out of 10","1 out of 10","1 out of 9","1 out of 10","8 out of 10","7 out of 9","8 out of 10","3 out of 10","3 out of 9","3 out of 10","23","19"
"490046","SENTARA LEIGH HOSPITAL","830 KEMPSVILLE ROAD","NORFOLK","VA","23502","NORFOLK CITY","3 out of 10","5 out of 9","5 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","4 out of 9","4 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","2 out of 9","2 out of 10","6 out of 10","3 out of 9","6 out of 10","6 out of 10","5 out of 9","6 out of 10","27","15"
"490048","LEWISGALE MEDICAL CENTER","1900 ELECTRIC ROAD","SALEM","VA","24153","SALEM CITY","2 out of 10","1 out of 9","2 out of 10","2 out of 10","0 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","1 out of 10","0 out of 9","1 out of 10","1 out of 10","2 out of 9","2 out of 10","0 out of 10","1 out of 9","1 out of 10","7 out of 10","0 out of 9","7 out of 10","4 out of 10","0 out of 9","4 out of 10","19","17"
"490050","VIRGINIA HOSPITAL CENTER - ARLINGTON","1701 NORTH GEORGE MASON DRIVE","ARLINGTON","VA","22205","ARLINGTON","7 out of 10","7 out of 9","7 out of 10","2 out of 10","3 out of 9","3 out of 10","6 out of 10","6 out of 9","6 out of 10","6 out of 10","7 out of 9","7 out of 10","8 out of 10","8 out of 9","8 out of 10","5 out of 10","4 out of 9","5 out of 10","6 out of 10","8 out of 9","8 out of 10","8 out of 10","7 out of 9","8 out of 10","52","20"
"490052","RIVERSIDE REGIONAL MEDICAL CENTER","500 J CLYDE MORRIS BLVD","NEWPORT NEWS","VA","23601","NEWPORT NEWS CITY","2 out of 10","4 out of 9","4 out of 10","1 out of 10","3 out of 9","3 out of 10","0 out of 10","3 out of 9","3 out of 10","0 out of 10","2 out of 9","2 out of 10","3 out of 10","5 out of 9","5 out of 10","0 out of 10","3 out of 9","3 out of 10","1 out of 10","1 out of 9","1 out of 10","1 out of 10","3 out of 9","3 out of 10","24","18"
"490053","JOHNSTON MEMORIAL HOSPITAL","16000 JOHNSTON MEMORIAL DRIVE","ABINGDON","VA","24211","WASHINGTON","0 out of 10","0 out of 9","0 out of 10","2 out of 10","0 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","1 out of 10","1 out of 9","1 out of 10","4 out of 10","4 out of 9","4 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","7","17"
"490057","SENTARA VIRGINIA BEACH GENERAL HOSPITAL","1060 FIRST COLONIAL ROAD","VIRGINIA BEACH","VA","23454","VIRGINIA BEACH CITY","4 out of 10","5 out of 9","5 out of 10","0 out of 10","2 out of 9","2 out of 10","4 out of 10","6 out of 9","6 out of 10","2 out of 10","4 out of 9","4 out of 10","1 out of 10","3 out of 9","3 out of 10","1 out of 10","3 out of 9","3 out of 10","6 out of 10","2 out of 9","6 out of 10","4 out of 10","4 out of 9","4 out of 10","33","18"
"490059","BON SECOURS - ST MARYS HOSPITAL OF RICHMOND","5801 BREMO RD","RICHMOND","VA","23226","HENRICO","4 out of 10","2 out of 9","4 out of 10","1 out of 10","0 out of 9","1 out of 10","2 out of 10","0 out of 9","2 out of 10","2 out of 10","0 out of 9","2 out of 10","2 out of 10","2 out of 9","2 out of 10","2 out of 10","0 out of 9","2 out of 10","8 out of 10","8 out of 9","8 out of 10","5 out of 10","2 out of 9","5 out of 10","26","20"
"490060","CLINCH VALLEY MEDICAL CENTER","2949 WEST FRONT STREET","RICHLANDS","VA","24641","TAZEWELL","3 out of 10","2 out of 9","3 out of 10","4 out of 10","0 out of 9","4 out of 10","2 out of 10","1 out of 9","2 out of 10","2 out of 10","3 out of 9","3 out of 10","0 out of 10","1 out of 9","1 out of 10","3 out of 10","1 out of 9","3 out of 10","1 out of 10","0 out of 9","1 out of 10","1 out of 10","2 out of 9","2 out of 10","19","19"
"490063","INOVA FAIRFAX HOSPITAL","3300 GALLOWS RD","FALLS CHURCH","VA","22042","FAIRFAX","0 out of 10","0 out of 9","0 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","4 out of 10","2 out of 9","4 out of 10","4 out of 10","3 out of 9","4 out of 10","9","13"
"490066","SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER","100 SENTARA CIRCLE","WILLIAMSBURG","VA","23188","JAMES CITY CO.","7 out of 10","8 out of 9","8 out of 10","4 out of 10","6 out of 9","6 out of 10","0 out of 10","4 out of 9","4 out of 10","0 out of 10","4 out of 9","4 out of 10","7 out of 10","8 out of 9","8 out of 10","2 out of 10","1 out of 9","2 out of 10","10 out of 10","9 out of 9","10 out of 10","8 out of 10","8 out of 9","8 out of 10","50","19"
"490067","SOUTHSIDE REGIONAL MEDICAL CENTER","200 MEDICAL PARK BOULEVARD","PETERSBURG","VA","23805","PETERSBURG CITY","7 out of 10","7 out of 9","7 out of 10","0 out of 10","0 out of 9","0 out of 10","3 out of 10","5 out of 9","5 out of 10","7 out of 10","7 out of 9","7 out of 10","3 out of 10","4 out of 9","4 out of 10","2 out of 10","2 out of 9","2 out of 10","1 out of 10","4 out of 9","4 out of 10","2 out of 10","2 out of 9","2 out of 10","31","19"
"490069","BON SECOURS - MEMORIAL REGIONAL MEDICAL","8260 ATLEE ROAD","MECHANICSVILLE","VA","23116","HANOVER","4 out of 10","0 out of 9","4 out of 10","2 out of 10","0 out of 9","2 out of 10","4 out of 10","0 out of 9","4 out of 10","4 out of 10","0 out of 9","4 out of 10","3 out of 10","3 out of 9","3 out of 10","1 out of 10","0 out of 9","1 out of 10","7 out of 10","5 out of 9","7 out of 10","5 out of 10","0 out of 9","5 out of 10","30","20"
"490075","DANVILLE REGIONAL MEDICAL CENTER","142 SOUTH MAIN STREET","DANVILLE","VA","24541","DANVILLE CITY","0 out of 10","3 out of 9","3 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","3 out of 9","3 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","2 out of 10","0 out of 9","2 out of 10","0 out of 10","4 out of 9","4 out of 10","0 out of 10","1 out of 9","1 out of 10","13","14"
"490077","MARTHA JEFFERSON HOSPITAL","500 MARTHA JEFFERSON DRIVE","CHARLOTTESVILLE","VA","22911","ALBEMARLE","7 out of 10","3 out of 9","7 out of 10","7 out of 10","0 out of 9","7 out of 10","3 out of 10","1 out of 9","3 out of 10","5 out of 10","0 out of 9","5 out of 10","9 out of 10","7 out of 9","9 out of 10","5 out of 10","5 out of 9","5 out of 10","5 out of 10","2 out of 9","5 out of 10","8 out of 10","7 out of 9","8 out of 10","49","20"
"490079","MEMORIAL HOSPITAL OF MARTINSVILLE & HENRY COUNTY","320 HOSPITAL DRIVE","MARTINSVILLE","VA","24115","HENRY","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","1 out of 9","1 out of 10","1 out of 10","2 out of 9","2 out of 10","1 out of 10","0 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","4","14"
"490084","RIVERSIDE TAPPAHANNOCK HOSPITAL","618 HOSPITAL ROAD","TAPPAHANNOCK","VA","22560","ESSEX","4 out of 10","3 out of 9","4 out of 10","1 out of 10","1 out of 9","1 out of 10","5 out of 10","5 out of 9","5 out of 10","0 out of 10","0 out of 9","0 out of 10","3 out of 10","1 out of 9","3 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","15","14"
"490088","BEDFORD MEMORIAL HOSPITAL","1613 OAKWOOD STREET","BEDFORD","VA","24523","BEDFORD CITY","5 out of 10","0 out of 9","5 out of 10","4 out of 10","0 out of 9","4 out of 10","5 out of 10","0 out of 9","5 out of 10","2 out of 10","0 out of 9","2 out of 10","3 out of 10","3 out of 9","3 out of 10","2 out of 10","0 out of 9","2 out of 10","1 out of 10","2 out of 9","2 out of 10","1 out of 10","2 out of 9","2 out of 10","25","20"
"390068","HEART OF LANCASTER REGIONAL MEDICAL CENTER","1500 HIGHLANDS DRIVE","LITITZ","PA","17543","LANCASTER","0 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","3 out of 10","1 out of 9","3 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","1 out of 10","0 out of 9","1 out of 10","1 out of 10","2 out of 9","2 out of 10","3 out of 10","3 out of 9","3 out of 10","12","17"
"390070","LOWER BUCKS HOSPITAL","501 BATH ROAD","BRISTOL","PA","19007","BUCKS","1 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","3 out of 10","3 out of 9","3 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","5","13"
"390071","LOCK HAVEN HOSPITAL","24 CREE DRIVE","LOCK HAVEN","PA","17745","CLINTON","3 out of 10","4 out of 9","4 out of 10","3 out of 10","4 out of 9","4 out of 10","4 out of 10","1 out of 9","4 out of 10","2 out of 10","2 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","4 out of 10","5 out of 9","5 out of 10","0 out of 10","0 out of 9","0 out of 10","19","15"
"390072","BERWICK HOSPITAL CENTER","701 EAST 16TH STREET","BERWICK","PA","18603","COLUMBIA","2 out of 10","0 out of 9","2 out of 10","4 out of 10","0 out of 9","4 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","1 out of 10","0 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","9","15"
"390073","ALTOONA REGIONAL HEALTH SYSTEM","620 HOWARD AVENUE","ALTOONA","PA","16601","BLAIR","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","2 out of 10","0 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","2","14"
"390076","BRANDYWINE HOSPITAL","201 REECEVILLE ROAD","COATESVILLE","PA","19320","CHESTER","3 out of 10","5 out of 9","5 out of 10","0 out of 10","2 out of 9","2 out of 10","3 out of 10","6 out of 9","6 out of 10","2 out of 10","4 out of 9","4 out of 10","2 out of 10","5 out of 9","5 out of 10","0 out of 10","4 out of 9","4 out of 10","0 out of 10","0 out of 9","0 out of 10","1 out of 10","4 out of 9","4 out of 10","30","18"
"390079","ROBERT PACKER HOSPITAL","ONE GUTHRIE SQUARE","SAYRE","PA","18840","BRADFORD","4 out of 10","0 out of 9","4 out of 10","0 out of 10","0 out of 9","0 out of 10","2 out of 10","0 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","3 out of 10","0 out of 9","3 out of 10","0 out of 10","0 out of 9","0 out of 10","2 out of 10","0 out of 9","2 out of 10","1 out of 10","0 out of 9","1 out of 10","12","15"
"390080","JEANES HOSPITAL","7600 CENTRAL AVE","PHILADELPHIA","PA","19111","PHILADELPHIA","3 out of 10","4 out of 9","4 out of 10","0 out of 10","0 out of 9","0 out of 10","1 out of 10","2 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","2 out of 10","0 out of 9","2 out of 10","9","17"
