Provider Number,Hospital Name,Address,City,State, ZIP Code,County Name,HF-1 Performance Rate,HF-1 Achievement Points,HF-1 Improvement Points,HF-1 Measure Score,HF Condition/Procedure Score
"460023","AMERICAN FORK HOSPITAL","170 NORTH 1100 EAST","AMERICAN FORK","UT","84003","UTAH","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"460030","ASHLEY VALLEY MEDICAL CENTER","150 WEST 100 NORTH","VERNAL","UT","84078","UINTAH","0.9412","4 out of 10","0 out of 9","4 out of 10","4"
"460041","DAVIS HOSPITAL AND MEDICAL CENTER","1600 WEST ANTELOPE DRIVE","LAYTON","UT","84041","DAVIS","0.8889","0 out of 10","4 out of 9","4 out of 10","4"
"460042","LAKEVIEW HOSPITAL","630 EAST MEDICAL DRIVE","BOUNTIFUL","UT","84010","DAVIS","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"460043","OREM COMMUNITY HOSPITAL","331 NORTH 400 WEST","OREM","UT","84057","UTAH","N/A","N/A","N/A","N/A","N/A"
"460044","ALTA VIEW HOSPITAL","9660 SOUTH 1300 EAST","SANDY","UT","84094","SALT LAKE","0.9545","5 out of 10","8 out of 9","8 out of 10","8"
"460047","ST MARKS HOSPITAL","1200 EAST 3900 SOUTH","SALT LAKE CITY","UT","84124","SALT LAKE","0.9890","8 out of 10","3 out of 9","8 out of 10","8"
"460049","THE ORTHOPEDIC SPECIALTY HOSPITAL","5848 SOUTH 300 EAST","MURRAY","UT","84107","SALT LAKE","N/A","N/A","N/A","N/A","N/A"
"460051","JORDAN VALLEY MEDICAL CENTER","3580 WEST 9000 SOUTH","WEST JORDAN","UT","84088","SALT LAKE","0.9595","6 out of 10","8 out of 9","8 out of 10","8"
"460052","TIMPANOGOS REGIONAL HOSPITAL","750 WEST 800 NORTH","OREM","UT","84057","UTAH","N/A","N/A","N/A","N/A","N/A"
"460054","CACHE VALLEY SPECIALITY HOSPITAL","2380 NORTH 400 EAST","NORTH LOGAN","UT","84341","CACHE","N/A","N/A","N/A","N/A","N/A"
"460057","PARK CITY MEDICAL CENTER","900 ROUND VALLEY DRIVE","PARK CITY","UT","84060","SUMMIT","N/A","N/A","N/A","N/A","N/A"
"460058","RIVERTON HOSPITAL","3741 WEST 12600 SOUTH","RIVERTON","UT","84065","SALT LAKE","N/A","N/A","N/A","N/A","N/A"
"470001","CENTRAL VERMONT MEDICAL CENTER","BOX 547","BARRE","VT","05641","WASHINGTON","0.9333","3 out of 10","7 out of 9","7 out of 10","7"
"470003","FLETCHER ALLEN HOSPITAL OF VERMONT","111 COLCHESTER AVE","BURLINGTON","VT","05401","CHITTENDEN","0.9487","4 out of 10","5 out of 9","5 out of 10","5"
"470005","RUTLAND REGIONAL MEDICAL CENTER","160 ALLEN ST","RUTLAND","VT","05701","RUTLAND","0.8182","0 out of 10","0 out of 9","0 out of 10","0"
"470011","BRATTLEBORO MEMORIAL HOSPITAL","17 BELMONT AVE","BRATTLEBORO","VT","05301","WINDHAM","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"470012","SOUTHWESTERN VERMONT MEDICAL CENTER","100 HOSPITAL DRIVE","BENNINGTON","VT","05201","BENNINGTON","0.8500","0 out of 10","0 out of 9","0 out of 10","0"
"470024","NORTHWESTERN MEDICAL CENTER INC","133 FAIRFIELD STREET","SAINT ALBANS","VT","05478","FRANKLIN","0.8929","0 out of 10","5 out of 9","5 out of 10","5"
"490001","NORTON COMMUNITY HOSPITAL","100  15TH ST NW","NORTON","VA","24273","NORTON CITY","0.9818","8 out of 10","6 out of 9","8 out of 10","8"
"490004","ROCKINGHAM MEMORIAL HOSPITAL","2010 HEALTH CAMPUS DRIVE","HARRISONBURG","VA","22801","HARRISONBURG CITY","0.9901","9 out of 10","8 out of 9","9 out of 10","9"
"490005","WINCHESTER MEDICAL CENTER INC","220 CAMPUS BLVD SUITE 210","WINCHESTER","VA","22601","WINCHESTER CITY","0.9111","1 out of 10","2 out of 9","2 out of 10","2"
"490007","SENTARA NORFOLK GENERAL HOSPITAL","600 GRESHAM DR","NORFOLK","VA","23507","NORFOLK CITY","0.9919","9 out of 10","8 out of 9","9 out of 10","9"
"490009","UNIVERSITY OF VIRGINIA MEDICAL CENTER","JEFFERSON PARK AVE","CHARLOTTESVILLE","VA","22908","CHARLOTTESVILLE CITY","0.9829","8 out of 10","9 out of 9","9 out of 10","9"
"490011","BON SECOURS - DEPAUL MEDICAL CENTER","150 KINGSLEY LANE","NORFOLK","VA","23505","NORFOLK CITY","0.8657","0 out of 10","0 out of 9","0 out of 10","0"
"490013","HALIFAX REGIONAL HOSPITAL","2204 WILBORN AVENUE","HALIFAX","VA","24558","HALIFAX","0.9315","3 out of 10","1 out of 9","3 out of 10","3"
"490017","BON SECOURS MARYVIEW MEDICAL CENTER","3636 HIGH STREET","PORTSMOUTH","VA","23707","PORTSMOUTH CITY","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"490018","AUGUSTA HEALTH","78 MEDICAL CENTER DRIVE","FISHERSVILLE","VA","22939","AUGUSTA","0.8866","0 out of 10","0 out of 9","0 out of 10","0"
"490019","CULPEPER REGIONAL HOSPITAL","501 SUNSET LANE","CULPEPER","VA","22701","CULPEPER","0.8659","0 out of 10","3 out of 9","3 out of 10","3"
"490020","JOHN RANDOLPH MEDICAL CENTER","411 WEST RANDOLPH ROAD","HOPEWELL","VA","23860","HOPEWELL CITY","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"490021","CENTRA  HEALTH, INC","1920 ATHERHOLT ROAD","LYNCHBURG","VA","24501","LYNCHBURG CITY","0.8094","0 out of 10","0 out of 9","0 out of 10","0"
"490022","MARY WASHINGTON HOSPITAL, INC","1001 SAM PERRY BOULEVARD","FREDERICKSBURG","VA","22401","FREDERICKSBURG CITY","0.9278","2 out of 10","3 out of 9","3 out of 10","3"
"490023","THE FAUQUIER HOSPITAL, INC","500 HOSPITAL DRIVE","WARRENTON","VA","20186","FAUQUIER","0.9500","5 out of 10","3 out of 9","5 out of 10","5"
"490024","CARILION ROANOKE MEMORIAL CENTER","1906 BELLEVIEW AVENUE, SE","ROANOKE","VA","24014","ROANOKE CITY","0.9976","9 out of 10","9 out of 9","9 out of 10","9"
"490027","MOUNTAIN VIEW REGIONAL MEDICAL CENTER","310 THIRD STREET NE","NORTON","VA","24273","NORTON CITY","0.9787","7 out of 10","0 out of 9","7 out of 10","7"
"490032","MEDICAL COLLEGE OF VIRGINIA HOSPITALS","1250 EAST MARSHALL STREET - BOX 980510","RICHMOND","VA","23298","RICHMOND CITY","0.9982","9 out of 10","9 out of 9","9 out of 10","9"
"490033","WARREN MEMORIAL HOSPITAL","1000 NORTH SHENANDOAH AVE","FRONT ROYAL","VA","22630","WARREN","0.8537","0 out of 10","0 out of 9","0 out of 10","0"
"490037","RIVERSIDE SHORE MEMORIAL HOSPITAL","9507 HOSPITAL AVENUE","NASSAWADOX","VA","23413","NORTHAMPTON","0.8846","0 out of 10","0 out of 9","0 out of 10","0"
"490038","SMYTH COUNTY COMMUNITY HOSPITAL","245 MEDICAL PARK DRIVE","MARION","VA","24354","SMYTH","0.7838","0 out of 10","0 out of 9","0 out of 10","0"
"490040","INOVA ALEXANDRIA HOSPITAL","4320 SEMINARY RD","ALEXANDRIA","VA","22304","ALEXANDRIA CITY","0.9006","0 out of 10","7 out of 9","7 out of 10","7"
"490041","MARY IMMACULATE HOSPITAL","2 BERNARDINE DRIVE","NEWPORT NEWS","VA","23602","NEWPORT NEWS CITY","0.8800","0 out of 10","0 out of 9","0 out of 10","0"
"490042","CARILION NEW RIVER VALLEY MEDICAL CENTER","2900 LAMB CIRCLE","CHRISTIANSBURG","VA","24073","MONTGOMERY","0.9636","6 out of 10","7 out of 9","7 out of 10","7"
"490043","INOVA LOUDOUN HOSPITAL","44045 RIVERSIDE PARKWAY","LEESBURG","VA","20176","LOUDOUN","0.9868","8 out of 10","7 out of 9","8 out of 10","8"
"490044","SENTARA OBICI HOSPITAL","2800 GODWIN BOULEVARD","SUFFOLK","VA","23439","SUFFOLK CITY","0.9505","5 out of 10","6 out of 9","6 out of 10","6"
"490045","PRINCE WILLIAM HOSPITAL","8700 SUDLEY RD","MANASSAS","VA","20110","MANASSAS CITY","0.8942","0 out of 10","5 out of 9","5 out of 10","5"
"490046","SENTARA LEIGH HOSPITAL","830 KEMPSVILLE ROAD","NORFOLK","VA","23502","NORFOLK CITY","0.9879","8 out of 10","1 out of 9","8 out of 10","8"
"490048","LEWISGALE MEDICAL CENTER","1900 ELECTRIC ROAD","SALEM","VA","24153","SALEM CITY","0.9556","5 out of 10","0 out of 9","5 out of 10","5"
"490050","VIRGINIA HOSPITAL CENTER - ARLINGTON","1701 NORTH GEORGE MASON DRIVE","ARLINGTON","VA","22205","ARLINGTON","0.8901","0 out of 10","5 out of 9","5 out of 10","5"
"490052","RIVERSIDE REGIONAL MEDICAL CENTER","500 J CLYDE MORRIS BLVD","NEWPORT NEWS","VA","23601","NEWPORT NEWS CITY","0.9747","7 out of 10","5 out of 9","7 out of 10","7"
"490053","JOHNSTON MEMORIAL HOSPITAL","16000 JOHNSTON MEMORIAL DRIVE","ABINGDON","VA","24211","WASHINGTON","0.9703","7 out of 10","8 out of 9","8 out of 10","8"
"490057","SENTARA VIRGINIA BEACH GENERAL HOSPITAL","1060 FIRST COLONIAL ROAD","VIRGINIA BEACH","VA","23454","VIRGINIA BEACH CITY","0.9873","8 out of 10","8 out of 9","8 out of 10","8"
"490059","BON SECOURS - ST MARYS HOSPITAL OF RICHMOND","5801 BREMO RD","RICHMOND","VA","23226","HENRICO","0.9948","9 out of 10","3 out of 9","9 out of 10","9"
"490060","CLINCH VALLEY MEDICAL CENTER","2949 WEST FRONT STREET","RICHLANDS","VA","24641","TAZEWELL","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"490063","INOVA FAIRFAX HOSPITAL","3300 GALLOWS RD","FALLS CHURCH","VA","22042","FAIRFAX","0.9209","2 out of 10","3 out of 9","3 out of 10","3"
"490066","SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER","100 SENTARA CIRCLE","WILLIAMSBURG","VA","23188","JAMES CITY CO.","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"490067","SOUTHSIDE REGIONAL MEDICAL CENTER","200 MEDICAL PARK BOULEVARD","PETERSBURG","VA","23805","PETERSBURG CITY","0.9849","8 out of 10","5 out of 9","8 out of 10","8"
"490069","BON SECOURS - MEMORIAL REGIONAL MEDICAL","8260 ATLEE ROAD","MECHANICSVILLE","VA","23116","HANOVER","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"490075","DANVILLE REGIONAL MEDICAL CENTER","142 SOUTH MAIN STREET","DANVILLE","VA","24541","DANVILLE CITY","0.9212","2 out of 10","6 out of 9","6 out of 10","6"
"490077","MARTHA JEFFERSON HOSPITAL","500 MARTHA JEFFERSON DRIVE","CHARLOTTESVILLE","VA","22911","ALBEMARLE","0.7898","0 out of 10","1 out of 9","1 out of 10","1"
"490079","MEMORIAL HOSPITAL OF MARTINSVILLE & HENRY COUNTY","320 HOSPITAL DRIVE","MARTINSVILLE","VA","24115","HENRY","0.9280","2 out of 10","7 out of 9","7 out of 10","7"
"490084","RIVERSIDE TAPPAHANNOCK HOSPITAL","618 HOSPITAL ROAD","TAPPAHANNOCK","VA","22560","ESSEX","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"490088","BEDFORD MEMORIAL HOSPITAL","1613 OAKWOOD STREET","BEDFORD","VA","24523","BEDFORD CITY","0.9524","5 out of 10","0 out of 9","5 out of 10","5"
"490089","CARILION FRANKLIN MEMORIAL HOSPITAL","180 FLOYD AVENUE","ROCKY MOUNT","VA","24151","FRANKLIN","0.9608","6 out of 10","6 out of 9","6 out of 10","6"
"490090","SOUTHSIDE COMMUNITY HOSPITAL, INC","800 OAK STREET","FARMVILLE","VA","23901","PRINCE EDWARD","0.7374","0 out of 10","2 out of 9","2 out of 10","2"
"490092","SOUTHAMPTON MEMORIAL HOSPITAL","100 FAIRVIEW DRIVE","FRANKLIN","VA","23851","FRANKLIN CITY","0.9512","5 out of 10","6 out of 9","6 out of 10","6"
"490093","SENTARA CAREPLEX HOSPITAL","3000 COLISEUM DRIVE","HAMPTON","VA","23666","HAMPTON CITY","0.9718","7 out of 10","2 out of 9","7 out of 10","7"
"490097","SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER","727 NORTH MAIN STREET","EMPORIA","VA","23847","EMPORIA CITY","0.9608","6 out of 10","1 out of 9","6 out of 10","6"
"490098","COMMUNITY MEMORIAL HEALTHCENTER, INC","125 BUENA VISTA CIRCLE","SOUTH HILL","VA","23970","MECKLENBURG","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"490101","INOVA FAIROAKS HOSPITAL","3600 JOSEPH SIEWICK DRIVE","FAIRFAX","VA","22033","FAIRFAX","0.9147","1 out of 10","2 out of 9","2 out of 10","2"
"490107","RESTON HOSPITAL CENTER","1850 TOWN CENTER PARKWAY","RESTON","VA","20190","FAIRFAX","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"490110","LEWISGALE HOSPITAL MONTGOMERY","3700 SOUTH MAIN STREET","BLACKSBURG","VA","24060","MONTGOMERY","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"490111","WYTHE COUNTY COMMUNITY HOSPITAL","600 WEST RIDGE ROAD","WYTHEVILLE","VA","24382","WYTHE","0.9259","2 out of 10","1 out of 9","2 out of 10","2"
"490112","CJW MEDICAL CENTER","1401 JOHNSTON WILLIS DRIVE","RICHMOND","VA","23235","CHESTERFIELD","0.9696","7 out of 10","0 out of 9","7 out of 10","7"
"490113","SENTARA POTOMAC HOSPITAL","2300 OPITZ BOULEVARD","WOODBRIDGE","VA","22191","PRINCE WILLIAM","0.9550","5 out of 10","7 out of 9","7 out of 10","7"
"490114","WELLMONT LONESOME PINE HOSPITAL","1990 HOLTON AVENUE EAST","BIG STONE GAP","VA","24219","WISE","0.9500","5 out of 10","8 out of 9","8 out of 10","8"
"490115","TWIN COUNTY REGIONAL HOSPITAL","200 HOSPITAL DRIVE","GALAX","VA","24333","GALAX CITY","0.9245","2 out of 10","0 out of 9","2 out of 10","2"
"490116","LEWISGALE HOSPITAL PULASKI","2400 LEE HIGHWAY","PULASKI","VA","24301","PULASKI","0.9677","6 out of 10","0 out of 9","6 out of 10","6"
"490118","HENRICO DOCTORS' HOSPITAL","1602 SKIPWITH ROAD","RICHMOND","VA","23229","HENRICO","0.9720","7 out of 10","5 out of 9","7 out of 10","7"
"490119","SENTARA PRINCESS ANNE HOSPITAL","2025 GLENN MITCHELL DRIVE","VIRGINIA BEACH","VA","23456","VIRGINIA BEACH CITY","0.9882","8 out of 10","4 out of 9","8 out of 10","8"
"490120","CHESAPEAKE REGIONAL MEDICAL CENTER","736 BATTLEFIELD BLVD NORTH","CHESAPEAKE","VA","23320","CHESAPEAKE CITY","0.9119","1 out of 10","0 out of 9","1 out of 10","1"
"490122","INOVA MOUNT VERNON HOSPITAL","2501 PARKERS LANE","ALEXANDRIA","VA","22306","FAIRFAX","0.7629","0 out of 10","0 out of 9","0 out of 10","0"
"490123","RAPPAHANNOCK GENERAL HOSPITAL","101 HARRIS ROAD","KILMARNOCK","VA","22482","LANCASTER","0.9545","5 out of 10","0 out of 9","5 out of 10","5"
"490126","LEWISGALE HOSPITAL ALLEGHANY","ONE ARH LANE - PO BOX 7","LOW MOOR","VA","24457","ALLEGHANY","0.9868","8 out of 10","0 out of 9","8 out of 10","8"
"490130","RIVERSIDE WALTER REED HOSPITAL","7519 HOSPITAL ROAD","GLOUCESTER","VA","23061","GLOUCESTER","0.9529","5 out of 10","2 out of 9","5 out of 10","5"
"490136","BON SECOURS - ST FRANCIS MEDICAL CENTER","13700 STFRANCIS BLVD SUITE 100","MIDLOTHIAN","VA","23114","CHESTERFIELD","0.9652","6 out of 10","0 out of 9","6 out of 10","6"
"490140","STAFFORD HOSPITAL, LLC","101 HOSPITAL CENTER BOULEVARD, SUITE 307","STAFFORD","VA","22554","STAFFORD","0.9054","0 out of 10","4 out of 9","4 out of 10","4"
"490141","SPOTSYLVANIA REGIONAL MEDICAL CENTER","4600 SPOTSYLVANIA PARKWAY","FREDERICKSBURG","VA","22408","SPOTSYLVANIA","1.0000","10 out of 10","N/A","10 out of 10","10"
"500001","NORTHWEST HOSPITAL","1550 NORTH 115TH STREET","SEATTLE","WA","98133","KING","0.9538","5 out of 10","0 out of 9","5 out of 10","5"
"500002","PROVIDENCE ST MARY MEDICAL CENTER","401 W POPLAR ST","WALLA WALLA","WA","99362","WALLA WALLA","0.9583","5 out of 10","0 out of 9","5 out of 10","5"
"500003","SKAGIT VALLEY HOSPITAL","1415 KINCAID STREET","MOUNT VERNON","WA","98274","SKAGIT","0.9375","3 out of 10","5 out of 9","5 out of 10","5"
"500005","VIRGINIA MASON MEDICAL CENTER","1100 NINTH AVENUE (PO BOX 900)","SEATTLE","WA","98111","KING","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"500007","ISLAND HOSPITAL","1211  24TH STREET","ANACORTES","WA","98221","SKAGIT","0.9310","3 out of 10","4 out of 9","4 out of 10","4"
"500008","UNIVERSITY OF WASHINGTON MEDICAL CTR","1959 NE PACIFIC ST","SEATTLE","WA","98195","KING","0.8973","0 out of 10","2 out of 9","2 out of 10","2"
"500011","HIGHLINE MEDICAL CENTER","16251 SYLVESTER ROAD SW","BURIEN","WA","98166","KING","0.9032","0 out of 10","0 out of 9","0 out of 10","0"
"500012","YAKIMA REGIONAL MEDICAL AND CARDIAC CENTER","110 SOUTH NINTH AVE","YAKIMA","WA","98902","YAKIMA","0.9520","5 out of 10","2 out of 9","5 out of 10","5"
"500014","PROVIDENCE REGIONAL MEDICAL CENTER EVERETT","1321 COLBY AVENUE","EVERETT","WA","98201","SNOHOMISH","0.9264","2 out of 10","3 out of 9","3 out of 10","3"
"500015","MULTICARE AUBURN MEDICAL CENTER","202 NORTH DIVISION STREET PLAZA ONE","AUBURN","WA","98001","KING","0.7679","0 out of 10","2 out of 9","2 out of 10","2"
"500016","CENTRAL WASHINGTON HOSPITAL","1201 SOUTH MILLER STREET","WENATCHEE","WA","98807","CHELAN","0.8087","0 out of 10","3 out of 9","3 out of 10","3"
"500019","PROVIDENCE CENTRALIA HOSPITAL","914 S SCHEUBER ROAD","CENTRALIA","WA","98531","LEWIS","0.9018","0 out of 10","0 out of 9","0 out of 10","0"
"500021","SAINT CLARE HOSPITAL","11315 BRIDGEPORT WAY S W","LAKEWOOD","WA","98499","PIERCE","0.7317","0 out of 10","0 out of 9","0 out of 10","0"
"500024","PROVIDENCE ST PETER HOSPITAL","413 LILLY ROAD NE","OLYMPIA","WA","98506","THURSTON","0.8195","0 out of 10","2 out of 9","2 out of 10","2"
"500025","SWEDISH MEDICAL CENTER/CHERRY HILL","500 17TH AVENUE","SEATTLE","WA","98122","KING","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"500026","SWEDISH EDMONDS HOSPITAL","21601 76TH AVENUE WEST","EDMONDS","WA","98026","SNOHOMISH","0.8736","0 out of 10","4 out of 9","4 out of 10","4"
"500027","SWEDISH MEDICAL CENTER","747 BROADWAY","SEATTLE","WA","98122","KING","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"500030","PEACEHEALTH ST JOSEPH MEDICAL CENTER","2901 SQUALICUM PARKWAY","BELLINGHAM","WA","98225","WHATCOM","0.8634","0 out of 10","4 out of 9","4 out of 10","4"
"500031","GRAYS HARBOR COMMUNITY HOSPITAL","915 ANDERSON DRIVE","ABERDEEN","WA","98520","GRAYS HARBOR","0.9154","1 out of 10","8 out of 9","8 out of 10","8"
"500033","SAMARITAN HOSPITAL","801 EAST WHEELER ROAD","MOSES LAKE","WA","98837","GRANT","0.8947","0 out of 10","7 out of 9","7 out of 10","7"
"500036","YAKIMA VALLEY MEMORIAL HOSPITAL","2811 TIETON DRIVE","YAKIMA","WA","98902","YAKIMA","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"500037","TOPPENISH COMMUNITY HOSPITAL","502 W FOURTH AVE","TOPPENISH","WA","98948","YAKIMA","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"500039","HARRISON MEDICAL CENTER","2520 CHERRY AVENUE","BREMERTON","WA","98310","KITSAP","0.8994","0 out of 10","6 out of 9","6 out of 10","6"
"500041","PEACHEALTH ST JOHN MEDICAL CENTER","1615 DELAWARE STREET","LONGVIEW","WA","98632","COWLITZ","0.9104","1 out of 10","1 out of 9","1 out of 10","1"
"500044","DEACONESS HOSPITAL","W 800 FIFTH AVENUE","SPOKANE","WA","99210","SPOKANE","0.8367","0 out of 10","1 out of 9","1 out of 10","1"
"500049","WALLA WALLA GENERAL HOSPITAL","1025 S SECOND AVE","WALLA WALLA","WA","99362","WALLA WALLA","0.8065","0 out of 10","0 out of 9","0 out of 10","0"
"500050","PEACEHEALTH SOUTHWEST MEDICAL CENTER","400 NE MOTHER JOSEPH PLACE","VANCOUVER","WA","98668","CLARK","0.9753","7 out of 10","7 out of 9","7 out of 10","7"
"500051","OVERLAKE HOSPITAL MEDICAL CENTER","1035-116TH AVE NE","BELLEVUE","WA","98004","KING","0.9673","6 out of 10","6 out of 9","6 out of 10","6"
"500053","KENNEWICK GENERAL HOSPITAL","900 SOUTH AUBURN STREET","KENNEWICK","WA","99336","BENTON","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"500054","PROVIDENCE SACRED HEART MEDICAL CENTER","101 WEST 8TH AVENUE","SPOKANE","WA","99204","SPOKANE","0.8953","0 out of 10","4 out of 9","4 out of 10","4"
"500058","KADLEC REGIONAL MEDICAL CENTER","888 SWIFT BLVD","RICHLAND","WA","99352","BENTON","0.9270","2 out of 10","7 out of 9","7 out of 10","7"
"500060","CASCADE VALLEY HOSPITAL","330 S STILLAGUAMISH AVE","ARLINGTON","WA","98223","SNOHOMISH","0.8636","0 out of 10","0 out of 9","0 out of 10","0"
"500064","HARBORVIEW MEDICAL CENTER","325 9TH AVENUE","SEATTLE","WA","98104","KING","0.9831","8 out of 10","9 out of 9","9 out of 10","9"
"500072","OLYMPIC MEDICAL CENTER","939 CAROLINE ST","PORT ANGELES","WA","98362","CLALLAM","0.9016","0 out of 10","4 out of 9","4 out of 10","4"
"500077","PROVIDENCE HOLY FAMILY HOSPITAL","5633 NORTH LIDGERWOOD","SPOKANE","WA","99208","SPOKANE","0.8990","0 out of 10","0 out of 9","0 out of 10","0"
"500079","MULTICARE GOOD SAMARITAN HOSPITAL","401 15TH AVENUE SE","PUYALLUP","WA","98372","PIERCE","0.9154","1 out of 10","6 out of 9","6 out of 10","6"
"500084","VALLEY GENERAL HOSPITAL","14701 179TH SE","MONROE","WA","98272","SNOHOMISH","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"500088","VALLEY MEDICAL CENTER","400 S 43RD ST","RENTON","WA","98055","KING","0.8963","0 out of 10","0 out of 9","0 out of 10","0"
"500108","ST JOSEPH MEDICAL CENTER","1717 SOUTH J STREET","TACOMA","WA","98405","PIERCE","0.6585","0 out of 10","0 out of 9","0 out of 10","0"
"500119","VALLEY HOSPITAL","12606 EAST MISSION AVENUE","SPOKANE","WA","99216","SPOKANE","0.7872","0 out of 10","2 out of 9","2 out of 10","2"
"500124","EVERGREEN HOSPITAL MEDICAL CENTER","12040 NE 128TH STREET","KIRKLAND","WA","98034","KING","0.9344","3 out of 10","5 out of 9","5 out of 10","5"
"500129","TACOMA GENERAL ALLENMORE HOSPITAL","315 S MLK JR WAY","TACOMA","WA","98415","PIERCE","0.9065","0 out of 10","7 out of 9","7 out of 10","7"
"500139","CAPITAL MEDICAL CENTER","3900 CAPITAL MALL DR SW","OLYMPIA","WA","98502","THURSTON","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"500141","ST FRANCIS COMMUNITY HOSPITAL","34515 9TH AVENUE SOUTH","FEDERAL WAY","WA","98003","KING","0.7152","0 out of 10","1 out of 9","1 out of 10","1"
"500148","WENATCHEE VALLEY HOSPITAL","820 NORTH CHELAN STREET","WENATCHEE","WA","98801","CHELAN","N/A","N/A","N/A","N/A","N/A"
"500150","LEGACY SALMON CREEK MEDICAL CENTER","2211 NE 139TH STREET","VANCOUVER","WA","98686","CLARK","0.9504","5 out of 10","6 out of 9","6 out of 10","6"
"500151","ST ANTHONY HOSPITAL","11567 CANTERWOOD BOULEVARD NW","GIG HARBOR","WA","98332","PIERCE","0.9167","1 out of 10","7 out of 9","7 out of 10","7"
"500152","SWEDISH ISSAQUAH","751 NE BLAKELY DR","ISSAQUAH","WA","98029","KING","1.0000","10 out of 10","N/A","10 out of 10","10"
"510001","WEST VIRGINIA UNIVERSITY HOSPITALS","MEDICAL CENTER DRIVE","MORGANTOWN","WV","26506","MONONGALIA","0.9952","9 out of 10","8 out of 9","9 out of 10","9"
"510002","GREENBRIER VALLEY MEDICAL CENTER","202 MAPLEWOOD AVENUE  PO BOX 497","RONCEVERTE","WV","24970","GREENBRIER","0.9778","7 out of 10","7 out of 9","7 out of 10","7"
"510006","UNITED HOSPITAL CENTER","327 MEDICAL PARK DRIVE","BRIDGEPORT","WV","26330","HARRISON","0.9774","7 out of 10","5 out of 9","7 out of 10","7"
"510007","ST MARY'S MEDICAL CENTER","2900 1ST AVENUE","HUNTINGTON","WV","25701","CABELL","0.9667","6 out of 10","6 out of 9","6 out of 10","6"
"510008","CITY HOSPITAL","2500 HOSPITAL DRIVE","MARTINSBURG","WV","25401","BERKELEY","0.9848","8 out of 10","9 out of 9","9 out of 10","9"
"510012","PLEASANT VALLEY HOSPITAL","2520 VALLEY DRIVE","POINT PLEASANT","WV","25550","MASON","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"510013","REYNOLDS MEMORIAL HOSPITAL","800 WHEELING AVE","GLEN DALE","WV","26038","MARSHALL","0.8776","0 out of 10","0 out of 9","0 out of 10","0"
"510018","JACKSON GENERAL HOSPITAL","122 PINNELL ST","RIPLEY","WV","25271","JACKSON","0.8286","0 out of 10","1 out of 9","1 out of 10","1"
"510022","CHARLESTON AREA MEDICAL CENTER","501 MORRIS STREET","CHARLESTON","WV","25301","KANAWHA","0.8338","0 out of 10","4 out of 9","4 out of 10","4"
