"ID","Provider Number","Hospital Name","Address","City","County Name","State","ZIP Code","AMI-7a Performance Rate","AMI-7a Achievement Points","AMI-7a Improvement Points","AMI-7a Measure Score","AMI-8a Performance Rate","AMI-8a Achievement Points","AMI Condition/Procedure Score","AMI-8a Improvement Points","AMI-8a Measure Score"
2451,"440132","HENRY COUNTY MEDICAL CENTER","301 TYSON AV","PARIS","HENRY","TN","38242","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2452,"440133","BAPTIST HOSPITAL","2000 CHURCH ST","NASHVILLE","DAVIDSON","TN","37236","N/A","N/A","N/A","N/A","0.9524","4 out of 10","4","0 out of 9","4 out of 10"
2453,"440137","HERITAGE MEDICAL CENTER","2835 HWY 231 N","SHELBYVILLE","BEDFORD","TN","37160","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2454,"440144","HARTON REGIONAL MEDICAL CENTER","1801 N JACKSON ST BOX 460","TULLAHOMA","COFFEE","TN","37388","N/A","N/A","N/A","N/A","0.9167","0 out of 10","0","N/A","0 out of 10"
2455,"440148","STONES RIVER HOSPITAL AND DEKALB COMMUNITY HOSP","520 W MAIN ST","SMITHVILLE","DE KALB","TN","37166","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2456,"440150","SUMMIT MEDICAL CENTER","5655 FRIST BLVD","HERMITAGE","DAVIDSON","TN","37076","N/A","N/A","N/A","N/A","0.9697","6 out of 10","6","0 out of 9","6 out of 10"
2457,"440151","RIVER PARK HOSPITAL","1559 SPARTA STREET","MC MINNVILLE","WARREN","TN","37110","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2458,"440152","REGIONAL MEDICAL CENTER AT MEMPHIS","877 JEFFERSON AVENUE","MEMPHIS","SHELBY","TN","38103","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2459,"440153","TENNOVA HEALTHCARE-NEWPORT MEDICAL CENTER","435 2ND ST","NEWPORT","COCKE","TN","37821","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2460,"440156","PARKRIDGE MEDICAL CENTER","2333 MCCALLIE AVE","CHATTANOOGA","HAMILTON","TN","37404","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
2461,"440159","DELTA MEDICAL CENTER","3000 GETWELL RD","MEMPHIS","SHELBY","TN","38118","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2462,"440161","CENTENNIAL MEDICAL CENTER","2300 PATTERSON STREET","NASHVILLE","DAVIDSON","TN","37203","N/A","N/A","N/A","N/A","0.9375","3 out of 10","3","0 out of 9","3 out of 10"
2463,"440173","PARKWEST MEDICAL CENTER","9352 PARK WEST BLVD","KNOXVILLE","KNOX","TN","37923","N/A","N/A","N/A","N/A","0.9574","5 out of 10","5","5 out of 9","5 out of 10"
2464,"440175","CROCKETT HOSPITAL","HWY 43 S BOX 847","LAWRENCEBURG","LAWRENCE","TN","38464","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2465,"440176","INDIAN PATH MEDICAL CENTER","2000 BROOKSIDE DR","KINGSPORT","SULLIVAN","TN","37660","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2466,"440180","JELLICO COMMUNITY HOSPITAL","188 HOSPITAL LANE","JELLICO","CAMPBELL","TN","37762","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2467,"440182","MCKENZIE REGIONAL HOSPITAL","161 HOSPITAL DRIVE","MC KENZIE","CARROLL","TN","38201","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2468,"440183","ST FRANCIS HOSPITAL","5959 PARK AVE","MEMPHIS","SHELBY","TN","38119","N/A","N/A","N/A","N/A","0.9677","6 out of 10","7","7 out of 9","7 out of 10"
2469,"440184","FRANKLIN WOODS COMMUNITY HOSPITAL","401 PRINCETON RD","JOHNSON CITY","WASHINGTON","TN","37601","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2470,"440185","SKYRIDGE MEDICAL CENTER","2305 CHAMBLISS AVE NW","CLEVELAND","BRADLEY","TN","37311","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2471,"440187","LIVINGSTON REGIONAL HOSPITAL","315 OAK ST BOX 550","LIVINGSTON","OVERTON","TN","38570","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2472,"440189","REGIONAL HOSPITAL OF JACKSON","367 HOSPITAL BLVD","JACKSON","MADISON","TN","38305","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2473,"440192","WHITE COUNTY COMMUNITY HOSPITAL","401 SEWELL DR","SPARTA","WHITE","TN","38583","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2474,"440193","UNIVERSITY MEDICAL CENTER","1411 BADDOUR PARKWAY","LEBANON","WILSON","TN","37087","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2475,"440194","HENDERSONVILLE MEDICAL CENTER","355 NEW SHACKLE ISLAND RD","HENDERSONVILLE","SUMNER","TN","37075","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","N/A","10 out of 10"
2476,"440197","SOUTHERN HILLS MEDICAL CTR","391 WALLACE RD","NASHVILLE","DAVIDSON","TN","37211","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
2477,"440227","STONECREST MEDICAL CENTER","200 STONECREST BOULEVARD","SMYRNA","RUTHERFORD","TN","37167","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2478,"440228","SAINT FRANCIS BARTLETT MEDICAL CENTER","2986 KATE BOND RD","BARTLETT","SHELBY","TN","38133","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2479,"450002","PROVIDENCE MEMORIAL HOSPITAL","2001 N OREGON ST","EL PASO","EL PASO","TX","79902","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2480,"450005","MEMORIAL HERMANN BAPTIST ORANGE HOSPITAL","608 STRICKLAND DRIVE","ORANGE","ORANGE","TX","77630","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2481,"450007","PETERSON REGIONAL MEDICAL CENTER","551 HILL COUNTRY DRIVE","KERRVILLE","KERR","TX","78028","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2482,"450010","UNITED REGIONAL HEALTH CARE SYSTEM","1600 11TH STREET","WICHITA FALLS","WICHITA","TX","76301","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2483,"450011","ST JOSEPH REGIONAL HEALTH CENTER","2801 FRANCISCAN DR","BRYAN","BRAZOS","TX","77802","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2484,"450015","PARKLAND HEALTH AND HOSPITAL SYSTEM","5201 HARRY HINES BLVD","DALLAS","DALLAS","TX","75235","N/A","N/A","N/A","N/A","0.9167","0 out of 10","7","7 out of 9","7 out of 10"
2485,"450018","UNIVERSITY OF TEXAS MEDICAL BRANCH GAL","301 UNIVERSITY BOULEVARD","GALVESTON","GALVESTON","TX","77555","N/A","N/A","N/A","N/A","0.9643","6 out of 10","8","8 out of 9","8 out of 10"
2486,"450021","BAYLOR UNIVERSITY MEDICAL CENTER","3500 GASTON AVE","DALLAS","DALLAS","TX","75246","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2487,"450023","CITIZENS MEDICAL CENTER","2701 HOSPITAL DRIVE","VICTORIA","VICTORIA","TX","77901","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
2488,"450024","UNIVERSITY MEDICAL CENTER OF EL PASO","4815 ALAMEDA AVE","EL PASO","EL PASO","TX","79905","N/A","N/A","N/A","N/A","0.9333","2 out of 10","8","8 out of 9","8 out of 10"
2489,"450028","VHS BROWNSVILLE HOSPITAL COMPANY, LLC","1040 W JEFFERSON ST","BROWNSVILLE","CAMERON","TX","78520","N/A","N/A","N/A","N/A","0.9000","0 out of 10","7","7 out of 9","7 out of 10"
2490,"450029","LAREDO MEDICAL CENTER","1700 EAST SAUNDERS","LAREDO","WEBB","TX","78044","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2491,"450032","GOOD SHEPHERD MEDICAL CENTER MARSHALL","811 S WASHINGTON","MARSHALL","HARRISON","TX","75670","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2492,"450033","VHS HARLINGEN HOSPITAL COMPANY LLC","2101 PEASE ST","HARLINGEN","CAMERON","TX","78550","N/A","N/A","N/A","N/A","0.9048","0 out of 10","7","7 out of 9","7 out of 10"
2493,"450034","CHRISTUS HOSPITAL","2830 CALDER AVENUE","BEAUMONT","JEFFERSON","TX","77702","N/A","N/A","N/A","N/A","0.9118","0 out of 10","4","4 out of 9","4 out of 10"
2494,"450035","ST JOSEPH MEDICAL CENTER","1401 ST. JOSEPH PARKWAY","HOUSTON","HARRIS","TX","77002","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2495,"450037","GOOD SHEPHERD MEDICAL CENTER","700 EAST MARSHALL AVENUE","LONGVIEW","GREGG","TX","75601","N/A","N/A","N/A","N/A","0.9783","7 out of 10","7","6 out of 9","7 out of 10"
2496,"450039","JPS HEALTH NETWORK","1500 S MAIN ST","FORT WORTH","TARRANT","TX","76104","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2497,"450040","COVENANT MEDICAL CENTER","3615 19TH STREET","LUBBOCK","LUBBOCK","TX","79410","N/A","N/A","N/A","N/A","0.9333","2 out of 10","4","4 out of 9","4 out of 10"
2498,"450042","PROVIDENCE HEALTH CENTER","6901 MEDICAL PARKWAY","WACO","MCLENNAN","TX","76712","N/A","N/A","N/A","N/A","0.8367","0 out of 10","5","5 out of 9","5 out of 10"
2499,"450044","UT SOUTHWESTERN UNIVERSITY HOSPITAL","5909 HARRY HINES BLVD","DALLAS","DALLAS","TX","75390","N/A","N/A","N/A","N/A","0.8667","0 out of 10","0","N/A","0 out of 10"
2500,"450046","CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI","600 ELIZABETH STREET","CORPUS CHRISTI","NUECES","TX","78404","N/A","N/A","N/A","N/A","0.9333","2 out of 10","2","2 out of 9","2 out of 10"
2501,"450051","METHODIST DALLAS MEDICAL CENTER","1441 NORTH BECKLEY AVENUE","DALLAS","DALLAS","TX","75203","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2502,"450054","SCOTT & WHITE MEMORIAL HOSPITAL","2401 31ST ST","TEMPLE","BELL","TX","76508","N/A","N/A","N/A","N/A","0.9412","3 out of 10","3","0 out of 9","3 out of 10"
2503,"450055","ROLLING PLAINS MEMORIAL HOSPITAL","200 E ARIZONA","SWEETWATER","NOLAN","TX","79556","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2504,"450056","SETON MEDICAL CENTER AUSTIN","1201 W 38TH ST","AUSTIN","TRAVIS","TX","78705","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
2505,"450058","BAPTIST MEDICAL CENTER","111 DALLAS STREET","SAN ANTONIO","BEXAR","TX","78205","N/A","N/A","N/A","N/A","0.9495","4 out of 10","5","5 out of 9","5 out of 10"
2506,"450064","TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL","800 W RANDOL MILL RD","ARLINGTON","TARRANT","TX","76012","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2507,"450068","MEMORIAL HERMANN TEXAS MEDICAL CENTER","6411 FANNIN","HOUSTON","HARRIS","TX","77030","N/A","N/A","N/A","N/A","0.9091","0 out of 10","0","0 out of 9","0 out of 10"
2508,"450072","BRAZOSPORT REGIONAL HEALTH SYSTEM","100 MEDICAL DRIVE","LAKE JACKSON","BRAZORIA","TX","77566","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2509,"450079","BAYLOR MEDICAL CENTER AT IRVING","1901 N MACARTHUR BLVD","IRVING","DALLAS","TX","75061","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
2510,"450080","TITUS REGIONAL MEDICAL CENTER","2001 N JEFFERSON","MOUNT PLEASANT","TITUS","TX","75455","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2511,"450082","CHRISTUS SPOHN HOSPITAL BEEVILLE","1500 E HOUSTON HWY","BEEVILLE","BEE","TX","78102","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2512,"450083","EAST TEXAS MEDICAL CENTER","1000 SOUTH BECKHAM STREET","TYLER","SMITH","TX","75701","N/A","N/A","N/A","N/A","0.9000","0 out of 10","0","N/A","0 out of 10"
2513,"450087","NORTH HILLS HOSPITAL","4401 BOOTH CALLOWAY ROAD","NORTH RICHLAND HILLS","TARRANT","TX","76180","N/A","N/A","N/A","N/A","0.9714","6 out of 10","6","0 out of 9","6 out of 10"
2514,"450090","NORTH TEXAS MEDICAL CENTER","1900 HOSPITAL BLVD","GAINESVILLE","COOKE","TX","76240","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2515,"450092","FORT DUNCAN MEDICAL CENTER","3333 N FOSTER MALDONADO BLVD","EAGLE PASS","MAVERICK","TX","78852","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2516,"450097","BAYSHORE MEDICAL CENTER","4000 SPENCER HWY","PASADENA","HARRIS","TX","77504","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
2517,"450099","PAMPA REGIONAL MEDICAL CENTER","1 MEDICAL PLAZA","PAMPA","GRAY","TX","79065","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2518,"450101","HILLCREST BAPTIST MEDICAL CENTER","100 HILLCREST MEDICAL BLVD","WACO","MCLENNAN","TX","76712","N/A","N/A","N/A","N/A","0.9474","4 out of 10","4","4 out of 9","4 out of 10"
2519,"450102","MOTHER FRANCES HOSPITAL","800 EAST DAWSON","TYLER","SMITH","TX","75701","N/A","N/A","N/A","N/A","0.9630","5 out of 10","5","5 out of 9","5 out of 10"
2520,"450104","GUADALUPE REGIONAL MEDICAL CENTER","1215 E COURT ST","SEGUIN","GUADALUPE","TX","78155","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2521,"450107","LAS PALMAS MEDICAL CENTER","1801 NORTH OREGON STREET","EL PASO","EL PASO","TX","79902","N/A","N/A","N/A","N/A","0.9730","7 out of 10","7","0 out of 9","7 out of 10"
2522,"450108","CONNALLY MEMORIAL MEDICAL CENTER","499 10TH STREET","FLORESVILLE","WILSON","TX","78114","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2523,"450119","SOUTH TEXAS HEALTH SYSTEM","1102 W TRENTON ROAD","EDINBURG","HIDALGO","TX","78539","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2524,"450124","UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE","601 E 15TH STREET","AUSTIN","TRAVIS","TX","78701","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2525,"450128","KNAPP MEDICAL CENTER","1401 EAST EIGHT STREET","WESLACO","HIDALGO","TX","78596","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2526,"450130","NIX HEALTH CARE SYSTEM","414 NAVARRO, SUITE 600","SAN ANTONIO","BEXAR","TX","78205","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2527,"450132","MEDICAL CENTER HOSPITAL","500 W 4TH STREET","ODESSA","ECTOR","TX","79761","N/A","N/A","N/A","N/A","0.8800","0 out of 10","0","0 out of 9","0 out of 10"
2528,"450133","MIDLAND MEMORIAL HOSPITAL","2200 WEST ILLINOIS AVE","MIDLAND","MIDLAND","TX","79701","N/A","N/A","N/A","N/A","0.9762","7 out of 10","7","7 out of 9","7 out of 10"
2529,"450135","TEXAS HEALTH HARRIS METHODIST FORT WORTH","1301 PENNSYLVANIA AVENUE","FORT WORTH","TARRANT","TX","76104","N/A","N/A","N/A","N/A","0.9846","8 out of 10","8","6 out of 9","8 out of 10"
2530,"450137","BAYLOR ALL SAINTS MEDICAL CENTER AT FW","1400 EIGHTH AVE","FORT WORTH","TARRANT","TX","76104","N/A","N/A","N/A","N/A","0.8235","0 out of 10","0","0 out of 9","0 out of 10"
2531,"450147","DETAR HOSPITAL NAVARRO","506 E SAN ANTONIO ST","VICTORIA","VICTORIA","TX","77902","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","N/A","10 out of 10"
2532,"450148","TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE","201 WALLS DRIVE","CLEBURNE","JOHNSON","TX","76033","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2533,"450152","METROPLEX HOSPITAL","2201 S CLEAR CREEK ROAD","KILLEEN","BELL","TX","76542","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","N/A","10 out of 10"
2534,"450154","VAL VERDE REGIONAL MEDICAL CENTER","801 BEDELL AVE","DEL RIO","VAL VERDE","TX","78840","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2535,"450155","HEREFORD REGIONAL MEDICAL CENTER","801 EAST THIRD","HEREFORD","DEAF SMITH","TX","79045","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2536,"450162","GRACE MEDICAL CENTER","2412 50TH ST","LUBBOCK","LUBBOCK","TX","79412","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2537,"450163","CHRISTUS SPOHN HOSPITAL KLEBERG","1311 EAST GENERAL CAVAZOS BLVD","KINGSVILLE","KLEBERG","TX","78363","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2538,"450165","SOUTH TEXAS REGIONAL MEDICAL CENTER","1905 HWY 97 EAST","JOURDANTON","ATASCOSA","TX","78026","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2539,"450176","MISSION REGIONAL MEDICAL CENTER","900 SOUTH BRYAN ROAD","MISSION","HIDALGO","TX","78572","N/A","N/A","N/A","N/A","0.2941","0 out of 10","0","0 out of 9","0 out of 10"
2540,"450177","UVALDE MEMORIAL HOSPITAL","1025 GARNER FIELD ROAD","UVALDE","UVALDE","TX","78801","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2541,"450184","MEMORIAL HERMANN HOSPITAL SYSTEM","1635  NORTH LOOP WEST","HOUSTON","HARRIS","TX","77008","N/A","N/A","N/A","N/A","0.9320","2 out of 10","2","0 out of 9","2 out of 10"
2542,"450187","SCOTT & WHITE HOSPITAL BRENHAM","700 MEDICAL PARKWAY","BRENHAM","WASHINGTON","TX","77833","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2543,"450192","HILL REGIONAL HOSPITAL","101 CIRCLE DRIVE","HILLSBORO","HILL","TX","76645","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2544,"450193","ST LUKES EPISCOPAL HOSPITAL","6720 BERTNER","HOUSTON","HARRIS","TX","77030","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2545,"450194","EAST TEXAS MEDICAL CENTER JACKSONVILLE","501 S RAGSDALE","JACKSONVILLE","CHEROKEE","TX","75766","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2546,"450196","PARIS REGIONAL MEDICAL CENTER","820 CLARKSVILLE ST","PARIS","LAMAR","TX","75460","N/A","N/A","N/A","N/A","0.9167","0 out of 10","4","4 out of 9","4 out of 10"
2547,"450200","WADLEY REGIONAL MEDICAL CENTER","1000 PINE STREET","TEXARKANA","BOWIE","TX","75501","N/A","N/A","N/A","N/A","0.6667","0 out of 10","5","5 out of 9","5 out of 10"
2548,"450203","WEATHERFORD REGIONAL MEDICAL CENTER","713 E ANDERSON ST","WEATHERFORD","PARKER","TX","76086","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2549,"450209","NORTHWEST TEXAS HOSPITAL","1501 COULTER ROAD","AMARILLO","POTTER","TX","79106","N/A","N/A","N/A","N/A","0.7619","0 out of 10","0","0 out of 9","0 out of 10"
2550,"450211","MEMORIAL MEDICAL CENTER OF EAST TEXAS","1201 WEST FRANK STREET","LUFKIN","ANGELINA","TX","75901","N/A","N/A","N/A","N/A","0.9524","4 out of 10","7","7 out of 9","7 out of 10"
2551,"450213","UNIVERSITY HEALTH SYSTEM","4502 MEDICAL DR","SAN ANTONIO","BEXAR","TX","78229","N/A","N/A","N/A","N/A","0.8889","0 out of 10","0","0 out of 9","0 out of 10"
2552,"450214","GULF COAST MEDICAL CENTER","10141 US 59 NORTH","WHARTON","WHARTON","TX","77488","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2553,"450219","SCOTT & WHITE HOSPITAL-LLANO","200 W OLLIE","LLANO","LLANO","TX","78643","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2554,"450221","MOORE COUNTY HOSPITAL DISTRICT","224 E SECOND STREET","DUMAS","MOORE","TX","79029","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2555,"450222","CONROE REGIONAL MEDICAL CENTER","504 MEDICAL CENTER BLVD","CONROE","MONTGOMERY","TX","77304","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
2556,"450229","HENDRICK MEDICAL CENTER","1900 PINE","ABILENE","TAYLOR","TX","79601","N/A","N/A","N/A","N/A","0.9268","1 out of 10","5","5 out of 9","5 out of 10"
2557,"450231","BAPTIST ST ANTHONYS HEALTH SYSTEM-BAPTIST CAMPUS","1600 WALLACE BLVD","AMARILLO","POTTER","TX","79106","N/A","N/A","N/A","N/A","0.9429","3 out of 10","6","6 out of 9","6 out of 10"
2558,"450236","HOPKINS COUNTY MEMORIAL HOSPITAL","115 AIRPORT RD","SULPHUR SPRINGS","HOPKINS","TX","75482","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2559,"450237","CHRISTUS SANTA ROSA HOSPITAL","333 N SANTA ROSA STREET","SAN ANTONIO","BEXAR","TX","78207","N/A","N/A","N/A","N/A","0.9762","7 out of 10","9","9 out of 9","9 out of 10"
2560,"450271","WISE REGIONAL HEALTH SYSTEM","609 MEDICAL CENTER DRIVE","DECATUR","WISE","TX","76234","N/A","N/A","N/A","N/A","0.7222","0 out of 10","0","0 out of 9","0 out of 10"
2561,"450272","CENTRAL TEXAS MEDICAL CENTER","1301 WONDER WORLD DRIVE","SAN MARCOS","HAYS","TX","78666","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2562,"450280","BAYLOR MEDICAL CENTER AT GARLAND","2300 MARIE CURIE DRIVE","GARLAND","DALLAS","TX","75042","N/A","N/A","N/A","N/A","0.9737","7 out of 10","7","0 out of 9","7 out of 10"
2563,"450289","HARRIS HEALTH SYSTEM","2525 HOLLY HALL","HOUSTON","HARRIS","TX","77054","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2564,"450292","TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN","850 ED HALL","KAUFMAN","KAUFMAN","TX","75142","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2565,"450296","CLEVELAND REGIONAL MEDICAL CTR","300 E CROCKETT","CLEVELAND","LIBERTY","TX","77327","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2566,"450299","COLLEGE STATION MEDICAL CENTER","1604 ROCK PRAIRIE ROAD","COLLEGE STATION","BRAZOS","TX","77842","N/A","N/A","N/A","N/A","0.9412","3 out of 10","3","N/A","3 out of 10"
2567,"450324","TEXOMA MEDICAL CENTER","5016 S US HIGHWAY 75","DENISON","GRAYSON","TX","75020","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","N/A","10 out of 10"
2568,"450330","OAKBEND MEDICAL CENTER","1705 JACKSON ST","RICHMOND","FORT BEND","TX","77469","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2569,"450340","SAN ANGELO COMMUNITY MEDICAL CENTER","3501 KNICKERBOCKER ROAD","SAN ANGELO","TOM GREEN","TX","76904","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
2570,"450346","MEMORIAL HERMANN BAPTIST BEAUMONT HOSPITAL","3080 COLLEGE STREET","BEAUMONT","JEFFERSON","TX","77701","N/A","N/A","N/A","N/A","0.9091","0 out of 10","5","5 out of 9","5 out of 10"
2571,"450347","HUNTSVILLE MEMORIAL HOSPITAL","110 MEMORIAL HOSPITAL DRIVE","HUNTSVILLE","WALKER","TX","77340","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2572,"450351","TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL","411 N BELKNAP ST","STEPHENVILLE","ERATH","TX","76401","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2573,"450352","HUNT REGIONAL MEDICAL CENTER","4215 JOE RAMSEY BLVD","GREENVILLE","HUNT","TX","75401","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2574,"450358","METHODIST HOSPITAL,THE","6565 FANNIN","HOUSTON","HARRIS","TX","77030","N/A","N/A","N/A","N/A","0.9697","6 out of 10","6","0 out of 9","6 out of 10"
2575,"450369","CHILDRESS REGIONAL MEDICAL CENTER","HWY 83 NORTH","CHILDRESS","CHILDRESS","TX","79201","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2576,"450370","COLUMBUS COMMUNITY HOSPITAL","110 SHULT DR","COLUMBUS","COLORADO","TX","78934","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2577,"450372","BAYLOR MEDICAL CENTER AT WAXAHACHIE","1405 W JEFFERSON ST","WAXAHACHIE","ELLIS","TX","75165","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2578,"450379","DALLAS MEDICAL CENTER","7 MEDICAL PARKWAY","DALLAS","DALLAS","TX","75234","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2579,"450388","METHODIST HOSPITAL","7700 FLOYD CURL DR","SAN ANTONIO","BEXAR","TX","78229","N/A","N/A","N/A","N/A","0.9823","8 out of 10","8","8 out of 9","8 out of 10"
2580,"450389","EAST TEXAS MEDICAL CENTER ATHENS","2000 SOUTH PALESTINE","ATHENS","HENDERSON","TX","75751","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2581,"450395","MEMORIAL MEDICAL CENTER LIVINGSTON","1717 HWY 59 BYPASS","LIVINGSTON","POLK","TX","77351","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2582,"450403","MEDICAL CENTER OF MCKINNEY","4500 MEDICAL CENTER DRIVE","MCKINNEY","COLLIN","TX","75069","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2583,"450411","EASTLAND MEMORIAL HOSPITAL","304 S DAUGHERTY","EASTLAND","EASTLAND","TX","76448","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
