"ID","Provider Number","Hospital Name","Address","City","County Name","State","ZIP Code","HF-1 Performance Rate","HF-1 Achievement Points","HF Condition/Procedure Score","HF-1 Improvement Points","HF-1 Measure Score"
2388,"420015","BAPTIST EASLEY HOSPITAL","200 FLEETWOOD DRIVE","EASLEY","PICKENS","SC","29640","0.9916","9 out of 10","9","8 out of 9","9 out of 10"
2389,"420018","PALMETTO HEALTH RICHLAND","5 RICHLAND MEDICAL PARK","COLUMBIA","RICHLAND","SC","29203","0.9102","1 out of 10","1","0 out of 9","1 out of 10"
2390,"420019","CHESTER REGIONAL MEDICAL CENTER","1 MEDICAL PARK DRIVE","CHESTER","CHESTER","SC","29706","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2391,"420020","GEORGETOWN MEMORIAL HOSPITAL","606 BLACK RIVER RD DRAWER 1718","GEORGETOWN","GEORGETOWN","SC","29440","0.8000","0 out of 10","0","0 out of 9","0 out of 10"
2392,"420023","ST FRANCIS-DOWNTOWN","ONE ST FRANCIS DR","GREENVILLE","GREENVILLE","SC","29601","0.9758","7 out of 10","8","8 out of 9","8 out of 10"
2393,"420026","SISTERS OF CHARITY PROVIDENCE HOSPITALS","2435 FOREST DR","COLUMBIA","RICHLAND","SC","29204","0.8971","0 out of 10","5","5 out of 9","5 out of 10"
2394,"420027","ANMED HEALTH","800 N FANT ST","ANDERSON","ANDERSON","SC","29621","0.9810","8 out of 10","8","6 out of 9","8 out of 10"
2395,"420030","COLLETON MEDICAL CENTER","501 ROBERTSON BOULEVARD","WALTERBORO","COLLETON","SC","29488","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2396,"420033","GREER MEMORIAL HOSPITAL","830 SOUTH BUNCOMBE ROAD","GREER","GREENVILLE","SC","29650","0.9655","6 out of 10","6","0 out of 9","6 out of 10"
2397,"420036","SPRINGS MEMORIAL HOSPITAL","800 W MEETING ST","LANCASTER","LANCASTER","SC","29720","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
2398,"420037","HILLCREST MEMORIAL HOSPITAL","729 SOUTH EAST MAIN STREET","SIMPSONVILLE","GREENVILLE","SC","29681","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2399,"420038","LAURENS COUNTY HEALTHCARE SYSTEM","US HWY 76 PO DRAWER 976","CLINTON","LAURENS","SC","29325","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2400,"420039","WALLACE THOMSON HOSPITAL","322 W SOUTH ST PO BOX 789","UNION","UNION","SC","29379","0.8235","0 out of 10","0","0 out of 9","0 out of 10"
2401,"420043","UPSTATE CAROLINA MEDICAL CENTER","1530 N LIMESTONE ST","GAFFNEY","CHEROKEE","SC","29340","0.9104","1 out of 10","1","1 out of 9","1 out of 10"
2402,"420048","KERSHAW HEALTH","HAILE AND ROBERTS STREETS, BOX 7003","CAMDEN","KERSHAW","SC","29020","0.8258","0 out of 10","0","0 out of 9","0 out of 10"
2403,"420049","CONWAY MEDICAL CENTER","300 SINGLETON RIDGE ROAD","CONWAY","HORRY","SC","29526","0.8692","0 out of 10","0","0 out of 9","0 out of 10"
2404,"420051","MCLEOD REGIONAL MEDICAL CENTER-PEE DEE","555 E CHEVES ST BOX 8700","FLORENCE","FLORENCE","SC","29506","0.9449","4 out of 10","6","6 out of 9","6 out of 10"
2405,"420054","MARLBORO PARK HOSPITAL","1138 CHERAW HIGHWAY","BENNETTSVILLE","MARLBORO","SC","29512","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2406,"420055","CAROLINA HOSPITAL SYSTEM MARION","2829 E HWY 76","MULLINS","MARION","SC","29574","0.8916","0 out of 10","0","0 out of 9","0 out of 10"
2407,"420062","CHESTERFIELD GENERAL HOSPITAL","711 CHESTERFIELD HIGHWAY","CHERAW","CHESTERFIELD","SC","29520","0.9737","7 out of 10","7","6 out of 9","7 out of 10"
2408,"420065","BON SECOURS-ST FRANCIS XAVIER HOSPITAL","2095 HENRY TECKLENBURG DRIVE","CHARLESTON","CHARLESTON","SC","29414","0.9750","7 out of 10","8","8 out of 9","8 out of 10"
2409,"420066","LAKE CITY COMMUNITY HOSPITAL","258 N RON MCNAIR BLVD","LAKE CITY","FLORENCE","SC","29560","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
2410,"420067","BEAUFORT COUNTY MEMORIAL HOSPITAL","955 RIBAUT RD","BEAUFORT","BEAUFORT","SC","29902","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
2411,"420068","TRMC OF ORANGEBURG & CALHOUN","3000 ST MATTHEWS RD BOX 1806","ORANGEBURG","ORANGEBURG","SC","29115","0.8822","0 out of 10","5","5 out of 9","5 out of 10"
2412,"420069","CLARENDON MEMORIAL HOSPITAL","10 HOSPITAL ST BOX 550","MANNING","CLARENDON","SC","29102","0.9706","7 out of 10","7","0 out of 9","7 out of 10"
2413,"420070","TUOMEY HEALTHCARE SYSTEM","129 N WASHINGTON ST","SUMTER","SUMTER","SC","29150","0.8033","0 out of 10","2","2 out of 9","2 out of 10"
2414,"420071","SELF REGIONAL HEALTHCARE","1325 SPRING STREET","GREENWOOD","GREENWOOD","SC","29646","0.8394","0 out of 10","2","2 out of 9","2 out of 10"
2415,"420072","HAMPTON REGIONAL MEDICAL CENTER","595 WEST CAROLINA AVENUE","VARNVILLE","HAMPTON","SC","29944","0.9565","5 out of 10","9","9 out of 9","9 out of 10"
2416,"420073","LEXINGTON MEDICAL CENTER","2720 SUNSET BLVD","WEST COLUMBIA","LEXINGTON","SC","29169","0.9351","3 out of 10","3","1 out of 9","3 out of 10"
2417,"420078","GREENVILLE MEMORIAL HOSPITAL","701 GROVE RD","GREENVILLE","GREENVILLE","SC","29605","0.9807","8 out of 10","8","7 out of 9","8 out of 10"
2418,"420079","TRIDENT MEDICAL CENTER","9330 MEDICAL PLAZA DR","CHARLESTON","CHARLESTON","SC","29406","0.9941","9 out of 10","9","8 out of 9","9 out of 10"
2419,"420080","HILTON HEAD REGIONAL MEDICAL CENTER","25 HOSPITAL CENTER BLVD","HILTON HEAD ISLAND","BEAUFORT","SC","29925","0.9867","8 out of 10","8","6 out of 9","8 out of 10"
2420,"420082","AIKEN REGIONAL MEDICAL CENTER","302 UNIVERSITY PARKWAY","AIKEN","AIKEN","SC","29801","0.9620","6 out of 10","6","2 out of 9","6 out of 10"
2421,"420083","MARY BLACK MEMORIAL HOSPITAL","1700 SKYLYN DR BOX 3217","SPARTANBURG","SPARTANBURG","SC","29307","0.8041","0 out of 10","2","2 out of 9","2 out of 10"
2422,"420085","GRAND STRAND REGIONAL MEDICAL CENTER","809 82ND PARKWAY","MYRTLE BEACH","HORRY","SC","29572","0.9760","7 out of 10","7","0 out of 9","7 out of 10"
2423,"420086","PALMETTO HEALTH BAPTIST","TAYLOR AT MARION ST","COLUMBIA","RICHLAND","SC","29220","0.9630","6 out of 10","6","5 out of 9","6 out of 10"
2424,"420087","ROPER HOSPITAL","316 CALHOUN ST","CHARLESTON","CHARLESTON","SC","29401","0.9901","9 out of 10","9","8 out of 9","9 out of 10"
2425,"420089","EAST COOPER MEDICAL CENTER","2000 HOSPITAL DR","MOUNT PLEASANT","CHARLESTON","SC","29464","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2426,"420091","CAROLINAS HOSPITAL SYSTEM","805 PAMPLICO HWY BOX 100550","FLORENCE","FLORENCE","SC","29505","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2427,"420098","WACCAMAW COMMUNITY HOSPITAL","4070 HIGHWAY 17 BYPASS","MURRELLS INLET","GEORGETOWN","SC","29576","0.8300","0 out of 10","0","0 out of 9","0 out of 10"
2428,"420101","COASTAL CAROLINA HOSPITAL","1000 MEDICAL CENTER DRIVE","HARDEEVILLE","JASPER","SC","29927","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2429,"420102","PATEWOOD MEMORIAL HOSPITAL","175 PATEWOOD DRIVE","GREENVILLE","GREENVILLE","SC","29615","N/A","N/A","N/A","N/A","N/A"
2430,"420103","VILLAGE HOSPITAL","250 WESTMORELAND ROAD","GREER","GREENVILLE","SC","29651","0.9048","0 out of 10","3","3 out of 9","3 out of 10"
2431,"420104","MOUNT PLEASANT HOSPITAL","3500 HIGHWAY 17 NORTH","MOUNT PLEASANT","CHARLESTON","SC","29466","1.0000","10 out of 10","10","N/A","10 out of 10"
2432,"430005","PRAIRIE LAKES HOSPITAL","401 9TH AVENUE NW  PO BOX 1210","WATERTOWN","CODINGTON","SD","57201","0.8966","0 out of 10","5","5 out of 9","5 out of 10"
2433,"430008","BROOKINGS HOSPITAL","300 22ND AVE","BROOKINGS","BROOKINGS","SD","57006","0.8750","0 out of 10","7","7 out of 9","7 out of 10"
2434,"430012","AVERA SACRED HEART HOSPITAL","501 SUMMIT","YANKTON","YANKTON","SD","57078","0.9778","7 out of 10","7","0 out of 9","7 out of 10"
2435,"430013","AVERA QUEEN OF PEACE","525 N FOSTER","MITCHELL","DAVISON","SD","57301","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
2436,"430014","AVERA ST LUKES","305 S STATE ST","ABERDEEN","BROWN","SD","57401","0.9855","8 out of 10","8","7 out of 9","8 out of 10"
2437,"430015","ST MARY'S HOSPITAL","801 E SIOUX","PIERRE","HUGHES","SD","57501","0.9286","3 out of 10","3","0 out of 9","3 out of 10"
2438,"430016","AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER","1325 S CLIFF AVE  PO BOX 5045","SIOUX FALLS","MINNEHAHA","SD","57117","0.9795","7 out of 10","8","8 out of 9","8 out of 10"
2439,"430027","SANFORD USD MEDICAL CENTER","1305 W 18TH ST  PO BOX 5039","SIOUX FALLS","MINNEHAHA","SD","57117","0.8580","0 out of 10","1","1 out of 9","1 out of 10"
2440,"430048","SPEARFISH REGIONAL HOSPITAL","1440 N MAIN ST","SPEARFISH","LAWRENCE","SD","57783","0.8235","0 out of 10","5","5 out of 9","5 out of 10"
2441,"430077","RAPID CITY REGIONAL HOSPITAL","353 FAIRMONT BLVD  PO BOX 6000","RAPID CITY","PENNINGTON","SD","57701","0.8713","0 out of 10","0","0 out of 9","0 out of 10"
2442,"430089","SIOUXLAND SURGERY CENTER LP","600 SIOUX POINT ROAD","DAKOTA DUNES","UNION","SD","57049","N/A","N/A","N/A","N/A","N/A"
2443,"430090","SIOUX FALLS SPECIALTY HOSPITAL","910 EAST 20TH STREET","SIOUX FALLS","MINNEHAHA","SD","57105","N/A","N/A","N/A","N/A","N/A"
2444,"430091","BLACK HILLS SURGICAL HOSPITAL LLP","216 ANAMARIA DR","RAPID CITY","PENNINGTON","SD","57703","N/A","N/A","N/A","N/A","N/A"
2445,"430092","DAKOTA PLAINS SURGICAL CENTER LLP","701 8TH AVENUE NW SUITE C","ABERDEEN","BROWN","SD","57401","N/A","N/A","N/A","N/A","N/A"
2446,"430095","AVERA HEART HOSPITAL OF SOUTH DAKOTA LLC","4500 W 69TH ST","SIOUX FALLS","MINNEHAHA","SD","57108","0.9892","8 out of 10","8","0 out of 9","8 out of 10"
2447,"440001","UNICOI COUNTY MEMORIAL HOSPITAL","GREENWAY CIRCLE","ERWIN","UNICOI","TN","37650","0.7000","0 out of 10","4","4 out of 9","4 out of 10"
2448,"440002","JACKSON-MADISON COUNTY GENERAL HOSPITAL","620 SKYLINE DRIVE","JACKSON","MADISON","TN","38301","0.9042","0 out of 10","7","7 out of 9","7 out of 10"
2449,"440003","SUMNER REGIONAL MEDICAL CENTER","555 HARTSVILLE PIKE","GALLATIN","SUMNER","TN","37066","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2450,"440131","BAPTIST MEMORIAL HOSPITAL TIPTON","1995 HIGHWAY 51 S","COVINGTON","TIPTON","TN","38019","0.8462","0 out of 10","2","2 out of 9","2 out of 10"
2451,"440132","HENRY COUNTY MEDICAL CENTER","301 TYSON AV","PARIS","HENRY","TN","38242","0.8571","0 out of 10","3","3 out of 9","3 out of 10"
2452,"440133","BAPTIST HOSPITAL","2000 CHURCH ST","NASHVILLE","DAVIDSON","TN","37236","0.9344","3 out of 10","5","5 out of 9","5 out of 10"
2453,"440137","HERITAGE MEDICAL CENTER","2835 HWY 231 N","SHELBYVILLE","BEDFORD","TN","37160","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2454,"440144","HARTON REGIONAL MEDICAL CENTER","1801 N JACKSON ST BOX 460","TULLAHOMA","COFFEE","TN","37388","0.9241","2 out of 10","2","0 out of 9","2 out of 10"
2455,"440148","STONES RIVER HOSPITAL AND DEKALB COMMUNITY HOSP","520 W MAIN ST","SMITHVILLE","DE KALB","TN","37166","0.7391","0 out of 10","4","4 out of 9","4 out of 10"
2456,"440150","SUMMIT MEDICAL CENTER","5655 FRIST BLVD","HERMITAGE","DAVIDSON","TN","37076","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
2457,"440151","RIVER PARK HOSPITAL","1559 SPARTA STREET","MC MINNVILLE","WARREN","TN","37110","0.8194","0 out of 10","0","0 out of 9","0 out of 10"
2458,"440152","REGIONAL MEDICAL CENTER AT MEMPHIS","877 JEFFERSON AVENUE","MEMPHIS","SHELBY","TN","38103","0.8203","0 out of 10","0","0 out of 9","0 out of 10"
2459,"440153","TENNOVA HEALTHCARE-NEWPORT MEDICAL CENTER","435 2ND ST","NEWPORT","COCKE","TN","37821","0.8936","0 out of 10","7","7 out of 9","7 out of 10"
2460,"440156","PARKRIDGE MEDICAL CENTER","2333 MCCALLIE AVE","CHATTANOOGA","HAMILTON","TN","37404","0.9337","3 out of 10","3","0 out of 9","3 out of 10"
2461,"440159","DELTA MEDICAL CENTER","3000 GETWELL RD","MEMPHIS","SHELBY","TN","38118","0.9160","1 out of 10","1","0 out of 9","1 out of 10"
2462,"440161","CENTENNIAL MEDICAL CENTER","2300 PATTERSON STREET","NASHVILLE","DAVIDSON","TN","37203","0.9494","5 out of 10","5","2 out of 9","5 out of 10"
2463,"440173","PARKWEST MEDICAL CENTER","9352 PARK WEST BLVD","KNOXVILLE","KNOX","TN","37923","0.9597","6 out of 10","6","4 out of 9","6 out of 10"
2464,"440175","CROCKETT HOSPITAL","HWY 43 S BOX 847","LAWRENCEBURG","LAWRENCE","TN","38464","0.9302","3 out of 10","3","0 out of 9","3 out of 10"
2465,"440176","INDIAN PATH MEDICAL CENTER","2000 BROOKSIDE DR","KINGSPORT","SULLIVAN","TN","37660","0.8243","0 out of 10","0","0 out of 9","0 out of 10"
2466,"440180","JELLICO COMMUNITY HOSPITAL","188 HOSPITAL LANE","JELLICO","CAMPBELL","TN","37762","0.9474","4 out of 10","4","0 out of 9","4 out of 10"
2467,"440182","MCKENZIE REGIONAL HOSPITAL","161 HOSPITAL DRIVE","MC KENZIE","CARROLL","TN","38201","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
2468,"440183","ST FRANCIS HOSPITAL","5959 PARK AVE","MEMPHIS","SHELBY","TN","38119","0.9488","5 out of 10","5","0 out of 9","5 out of 10"
2469,"440184","FRANKLIN WOODS COMMUNITY HOSPITAL","401 PRINCETON RD","JOHNSON CITY","WASHINGTON","TN","37601","0.8750","0 out of 10","3","3 out of 9","3 out of 10"
2470,"440185","SKYRIDGE MEDICAL CENTER","2305 CHAMBLISS AVE NW","CLEVELAND","BRADLEY","TN","37311","0.9638","6 out of 10","6","6 out of 9","6 out of 10"
2471,"440187","LIVINGSTON REGIONAL HOSPITAL","315 OAK ST BOX 550","LIVINGSTON","OVERTON","TN","38570","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
2472,"440189","REGIONAL HOSPITAL OF JACKSON","367 HOSPITAL BLVD","JACKSON","MADISON","TN","38305","0.9804","8 out of 10","8","7 out of 9","8 out of 10"
2473,"440192","WHITE COUNTY COMMUNITY HOSPITAL","401 SEWELL DR","SPARTA","WHITE","TN","38583","0.9583","5 out of 10","5","0 out of 9","5 out of 10"
2474,"440193","UNIVERSITY MEDICAL CENTER","1411 BADDOUR PARKWAY","LEBANON","WILSON","TN","37087","0.9524","5 out of 10","6","6 out of 9","6 out of 10"
2475,"440194","HENDERSONVILLE MEDICAL CENTER","355 NEW SHACKLE ISLAND RD","HENDERSONVILLE","SUMNER","TN","37075","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2476,"440197","SOUTHERN HILLS MEDICAL CTR","391 WALLACE RD","NASHVILLE","DAVIDSON","TN","37211","0.8507","0 out of 10","0","0 out of 9","0 out of 10"
2477,"440227","STONECREST MEDICAL CENTER","200 STONECREST BOULEVARD","SMYRNA","RUTHERFORD","TN","37167","0.9400","4 out of 10","4","0 out of 9","4 out of 10"
2478,"440228","SAINT FRANCIS BARTLETT MEDICAL CENTER","2986 KATE BOND RD","BARTLETT","SHELBY","TN","38133","0.9818","8 out of 10","8","0 out of 9","8 out of 10"
2479,"450002","PROVIDENCE MEMORIAL HOSPITAL","2001 N OREGON ST","EL PASO","EL PASO","TX","79902","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2480,"450005","MEMORIAL HERMANN BAPTIST ORANGE HOSPITAL","608 STRICKLAND DRIVE","ORANGE","ORANGE","TX","77630","0.9773","7 out of 10","7","0 out of 9","7 out of 10"
2481,"450007","PETERSON REGIONAL MEDICAL CENTER","551 HILL COUNTRY DRIVE","KERRVILLE","KERR","TX","78028","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2482,"450010","UNITED REGIONAL HEALTH CARE SYSTEM","1600 11TH STREET","WICHITA FALLS","WICHITA","TX","76301","0.7915","0 out of 10","0","0 out of 9","0 out of 10"
2483,"450011","ST JOSEPH REGIONAL HEALTH CENTER","2801 FRANCISCAN DR","BRYAN","BRAZOS","TX","77802","0.9307","3 out of 10","3","0 out of 9","3 out of 10"
2484,"450015","PARKLAND HEALTH AND HOSPITAL SYSTEM","5201 HARRY HINES BLVD","DALLAS","DALLAS","TX","75235","0.9495","5 out of 10","5","1 out of 9","5 out of 10"
2485,"450018","UNIVERSITY OF TEXAS MEDICAL BRANCH GAL","301 UNIVERSITY BOULEVARD","GALVESTON","GALVESTON","TX","77555","0.9804","8 out of 10","9","9 out of 9","9 out of 10"
2486,"450021","BAYLOR UNIVERSITY MEDICAL CENTER","3500 GASTON AVE","DALLAS","DALLAS","TX","75246","0.9339","3 out of 10","3","0 out of 9","3 out of 10"
2487,"450023","CITIZENS MEDICAL CENTER","2701 HOSPITAL DRIVE","VICTORIA","VICTORIA","TX","77901","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
2488,"450024","UNIVERSITY MEDICAL CENTER OF EL PASO","4815 ALAMEDA AVE","EL PASO","EL PASO","TX","79905","0.9444","4 out of 10","4","0 out of 9","4 out of 10"
2489,"450028","VHS BROWNSVILLE HOSPITAL COMPANY, LLC","1040 W JEFFERSON ST","BROWNSVILLE","CAMERON","TX","78520","0.9645","6 out of 10","6","0 out of 9","6 out of 10"
2490,"450029","LAREDO MEDICAL CENTER","1700 EAST SAUNDERS","LAREDO","WEBB","TX","78044","0.9964","9 out of 10","9","9 out of 9","9 out of 10"
2491,"450032","GOOD SHEPHERD MEDICAL CENTER MARSHALL","811 S WASHINGTON","MARSHALL","HARRISON","TX","75670","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2492,"450033","VHS HARLINGEN HOSPITAL COMPANY LLC","2101 PEASE ST","HARLINGEN","CAMERON","TX","78550","0.9964","9 out of 10","9","0 out of 9","9 out of 10"
2493,"450034","CHRISTUS HOSPITAL","2830 CALDER AVENUE","BEAUMONT","JEFFERSON","TX","77702","0.9953","9 out of 10","9","9 out of 9","9 out of 10"
2494,"450035","ST JOSEPH MEDICAL CENTER","1401 ST. JOSEPH PARKWAY","HOUSTON","HARRIS","TX","77002","0.8974","0 out of 10","6","6 out of 9","6 out of 10"
2495,"450037","GOOD SHEPHERD MEDICAL CENTER","700 EAST MARSHALL AVENUE","LONGVIEW","GREGG","TX","75601","0.9126","1 out of 10","7","7 out of 9","7 out of 10"
2496,"450039","JPS HEALTH NETWORK","1500 S MAIN ST","FORT WORTH","TARRANT","TX","76104","0.9707","7 out of 10","7","4 out of 9","7 out of 10"
2497,"450040","COVENANT MEDICAL CENTER","3615 19TH STREET","LUBBOCK","LUBBOCK","TX","79410","0.8599","0 out of 10","0","0 out of 9","0 out of 10"
2498,"450042","PROVIDENCE HEALTH CENTER","6901 MEDICAL PARKWAY","WACO","MCLENNAN","TX","76712","0.8755","0 out of 10","3","3 out of 9","3 out of 10"
2499,"450044","UT SOUTHWESTERN UNIVERSITY HOSPITAL","5909 HARRY HINES BLVD","DALLAS","DALLAS","TX","75390","0.9055","0 out of 10","0","0 out of 9","0 out of 10"
2500,"450046","CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI","600 ELIZABETH STREET","CORPUS CHRISTI","NUECES","TX","78404","0.9898","9 out of 10","9","9 out of 9","9 out of 10"
2501,"450051","METHODIST DALLAS MEDICAL CENTER","1441 NORTH BECKLEY AVENUE","DALLAS","DALLAS","TX","75203","0.9245","2 out of 10","2","0 out of 9","2 out of 10"
2502,"450054","SCOTT & WHITE MEMORIAL HOSPITAL","2401 31ST ST","TEMPLE","BELL","TX","76508","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2503,"450055","ROLLING PLAINS MEMORIAL HOSPITAL","200 E ARIZONA","SWEETWATER","NOLAN","TX","79556","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2504,"450056","SETON MEDICAL CENTER AUSTIN","1201 W 38TH ST","AUSTIN","TRAVIS","TX","78705","0.9943","9 out of 10","9","9 out of 9","9 out of 10"
2505,"450058","BAPTIST MEDICAL CENTER","111 DALLAS STREET","SAN ANTONIO","BEXAR","TX","78205","0.9119","1 out of 10","5","5 out of 9","5 out of 10"
2506,"450064","TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL","800 W RANDOL MILL RD","ARLINGTON","TARRANT","TX","76012","0.9653","6 out of 10","6","3 out of 9","6 out of 10"
2507,"450068","MEMORIAL HERMANN TEXAS MEDICAL CENTER","6411 FANNIN","HOUSTON","HARRIS","TX","77030","0.9109","1 out of 10","1","0 out of 9","1 out of 10"
2508,"450072","BRAZOSPORT REGIONAL HEALTH SYSTEM","100 MEDICAL DRIVE","LAKE JACKSON","BRAZORIA","TX","77566","0.9187","2 out of 10","2","2 out of 9","2 out of 10"
2509,"450079","BAYLOR MEDICAL CENTER AT IRVING","1901 N MACARTHUR BLVD","IRVING","DALLAS","TX","75061","0.9934","9 out of 10","9","3 out of 9","9 out of 10"
2510,"450080","TITUS REGIONAL MEDICAL CENTER","2001 N JEFFERSON","MOUNT PLEASANT","TITUS","TX","75455","0.6341","0 out of 10","0","0 out of 9","0 out of 10"
2511,"450082","CHRISTUS SPOHN HOSPITAL BEEVILLE","1500 E HOUSTON HWY","BEEVILLE","BEE","TX","78102","0.9048","0 out of 10","0","0 out of 9","0 out of 10"
2512,"450083","EAST TEXAS MEDICAL CENTER","1000 SOUTH BECKHAM STREET","TYLER","SMITH","TX","75701","0.8476","0 out of 10","7","7 out of 9","7 out of 10"
2513,"450087","NORTH HILLS HOSPITAL","4401 BOOTH CALLOWAY ROAD","NORTH RICHLAND HILLS","TARRANT","TX","76180","0.9506","5 out of 10","7","7 out of 9","7 out of 10"
2514,"450090","NORTH TEXAS MEDICAL CENTER","1900 HOSPITAL BLVD","GAINESVILLE","COOKE","TX","76240","0.8947","0 out of 10","0","0 out of 9","0 out of 10"
2515,"450092","FORT DUNCAN MEDICAL CENTER","3333 N FOSTER MALDONADO BLVD","EAGLE PASS","MAVERICK","TX","78852","0.9897","8 out of 10","8","0 out of 9","8 out of 10"
2516,"450097","BAYSHORE MEDICAL CENTER","4000 SPENCER HWY","PASADENA","HARRIS","TX","77504","0.9510","5 out of 10","5","0 out of 9","5 out of 10"
2517,"450099","PAMPA REGIONAL MEDICAL CENTER","1 MEDICAL PLAZA","PAMPA","GRAY","TX","79065","0.9615","6 out of 10","8","8 out of 9","8 out of 10"
2518,"450101","HILLCREST BAPTIST MEDICAL CENTER","100 HILLCREST MEDICAL BLVD","WACO","MCLENNAN","TX","76712","0.9196","2 out of 10","2","0 out of 9","2 out of 10"
2519,"450102","MOTHER FRANCES HOSPITAL","800 EAST DAWSON","TYLER","SMITH","TX","75701","0.9657","6 out of 10","7","7 out of 9","7 out of 10"
2520,"450104","GUADALUPE REGIONAL MEDICAL CENTER","1215 E COURT ST","SEGUIN","GUADALUPE","TX","78155","0.9853","8 out of 10","8","0 out of 9","8 out of 10"
2521,"450107","LAS PALMAS MEDICAL CENTER","1801 NORTH OREGON STREET","EL PASO","EL PASO","TX","79902","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2522,"450108","CONNALLY MEMORIAL MEDICAL CENTER","499 10TH STREET","FLORESVILLE","WILSON","TX","78114","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2523,"450119","SOUTH TEXAS HEALTH SYSTEM","1102 W TRENTON ROAD","EDINBURG","HIDALGO","TX","78539","0.9289","3 out of 10","5","5 out of 9","5 out of 10"
2524,"450124","UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE","601 E 15TH STREET","AUSTIN","TRAVIS","TX","78701","0.9930","9 out of 10","9","9 out of 9","9 out of 10"
2525,"450128","KNAPP MEDICAL CENTER","1401 EAST EIGHT STREET","WESLACO","HIDALGO","TX","78596","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2526,"450130","NIX HEALTH CARE SYSTEM","414 NAVARRO, SUITE 600","SAN ANTONIO","BEXAR","TX","78205","0.9184","2 out of 10","7","7 out of 9","7 out of 10"
2527,"450132","MEDICAL CENTER HOSPITAL","500 W 4TH STREET","ODESSA","ECTOR","TX","79761","0.9583","5 out of 10","5","0 out of 9","5 out of 10"
