"ID","Provider Number","Hospital Name","Address","City","County Name","State","ZIP Code","Communication with Nurses Achievement Points","Communication with Nurses Improvement Points","Communication with Nurses Dimension Score","Communication with Doctors Achievement Points","Communication with Doctors Improvement Points","Communication with Doctors Dimension Score","Responsiveness of Hospital Staff Achievement Points","Responsiveness of Hospital Staff Improvement Points","Responsiveness of Hospital Staff Dimension Score","Pain Management Achievement Points","Pain Management Improvement Points","Pain Management Dimension Score","Communication about Medicines Achievement Points","Communication about Medicines Improvement Points","Communication about Medicines Dimension Score","Cleanliness and Quietness of Hospital Environment Achievement Po","Cleanliness and Quietness of Hospital Environment Improvement Po","Cleanliness and Quietness of Hospital Environment Dimension Scor","Discharge Information Achievement Points","Discharge Information Improvement Points","Discharge Information Dimension Score","Overall Rating of Hospital Achievement Points","Overall Rating of Hospital Improvement Points","Overall Rating of Hospital Dimension Score","HCAHPS Base Score","HCAHPS Consistency Score"
2421,"490114","WELLMONT LONESOME PINE HOSPITAL","1990 HOLTON AVENUE EAST","BIG STONE GAP","WISE","VA","24219","5 out of 10","4 out of 9","5 out of 10","5 out of 10","6 out of 9","6 out of 10","4 out of 10","5 out of 9","5 out of 10","4 out of 10","6 out of 9","6 out of 10","5 out of 10","6 out of 9","6 out of 10","5 out of 10","3 out of 9","5 out of 10","3 out of 10","7 out of 9","7 out of 10","1 out of 10","3 out of 9","3 out of 10","43","20"
2422,"490115","TWIN COUNTY REGIONAL HOSPITAL","200 HOSPITAL DRIVE","GALAX","GALAX CITY","VA","24333","4 out of 10","0 out of 9","4 out of 10","8 out of 10","7 out of 9","8 out of 10","6 out of 10","0 out of 9","6 out of 10","7 out of 10","5 out of 9","7 out of 10","6 out of 10","6 out of 9","6 out of 10","6 out of 10","0 out of 9","6 out of 10","5 out of 10","6 out of 9","6 out of 10","4 out of 10","3 out of 9","4 out of 10","47","20"
2423,"490116","LEWISGALE HOSPITAL PULASKI","2400 LEE HIGHWAY","PULASKI","PULASKI","VA","24301","4 out of 10","0 out of 9","4 out of 10","10 out of 10","9 out of 9","10 out of 10","2 out of 10","0 out of 9","2 out of 10","6 out of 10","0 out of 9","6 out of 10","5 out of 10","0 out of 9","5 out of 10","2 out of 10","0 out of 9","2 out of 10","4 out of 10","0 out of 9","4 out of 10","5 out of 10","2 out of 9","5 out of 10","38","20"
2424,"490118","HENRICO DOCTORS' HOSPITAL","1602 SKIPWITH ROAD","RICHMOND","HENRICO","VA","23229","4 out of 10","3 out of 9","4 out of 10","6 out of 10","3 out of 9","6 out of 10","4 out of 10","2 out of 9","4 out of 10","6 out of 10","0 out of 9","6 out of 10","3 out of 10","3 out of 9","3 out of 10","3 out of 10","1 out of 9","3 out of 10","5 out of 10","4 out of 9","5 out of 10","4 out of 10","0 out of 9","4 out of 10","35","20"
2425,"490119","SENTARA PRINCESS ANNE HOSPITAL","2025 GLENN MITCHELL DRIVE","VIRGINIA BEACH","VIRGINIA BEACH CITY","VA","23456","5 out of 10","6 out of 9","6 out of 10","2 out of 10","3 out of 9","3 out of 10","1 out of 10","3 out of 9","3 out of 10","3 out of 10","2 out of 9","3 out of 10","3 out of 10","1 out of 9","3 out of 10","4 out of 10","5 out of 9","5 out of 10","9 out of 10","8 out of 9","9 out of 10","7 out of 10","8 out of 9","8 out of 10","40","20"
2426,"490120","CHESAPEAKE REGIONAL MEDICAL CENTER","736 BATTLEFIELD BLVD NORTH","CHESAPEAKE","CHESAPEAKE CITY","VA","23320","1 out of 10","4 out of 9","4 out of 10","2 out of 10","3 out of 9","3 out of 10","1 out of 10","2 out of 9","2 out of 10","2 out of 10","2 out of 9","2 out of 10","2 out of 10","3 out of 9","3 out of 10","0 out of 10","0 out of 9","0 out of 10","7 out of 10","7 out of 9","7 out of 10","2 out of 10","3 out of 9","3 out of 10","24","16"
2427,"390102","UPMC ST MARGARET","815 FREEPORT ROAD","PITTSBURGH","ALLEGHENY","PA","15215","2 out of 10","2 out of 9","2 out of 10","1 out of 10","2 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","1 out of 10","2 out of 9","2 out of 10","1 out of 10","2 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","6 out of 10","1 out of 9","6 out of 10","2 out of 10","0 out of 9","2 out of 10","16","12"
2428,"390104","KANE COMMUNITY HOSPITAL","4372 ROUTE 6","KANE","MCKEAN","PA","16735","7 out of 10","5 out of 9","7 out of 10","9 out of 10","8 out of 9","9 out of 10","5 out of 10","3 out of 9","5 out of 10","4 out of 10","4 out of 9","4 out of 10","10 out of 10","9 out of 9","10 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","3 out of 10","3 out of 9","3 out of 10","38","18"
2429,"390107","UPMC PASSAVANT","9100 BABCOCK BOULEVARD","PITTSBURGH","ALLEGHENY","PA","15237","0 out of 10","2 out of 9","2 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","1 out of 9","1 out of 10","4 out of 10","0 out of 9","4 out of 10","0 out of 10","2 out of 9","2 out of 10","13","12"
2430,"390108","MONTGOMERY HOSPITAL","POWELL & FORNANCE STREETS","NORRISTOWN","MONTGOMERY","PA","19401","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","1 out of 10","2 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","2","11"
2431,"390110","CONEMAUGH VALLEY MEMORIAL HOSPITAL","1086 FRANKLIN STREET","JOHNSTOWN","CAMBRIA","PA","15905","3 out of 10","0 out of 9","3 out of 10","0 out of 10","0 out of 9","0 out of 10","1 out of 10","0 out of 9","1 out of 10","1 out of 10","0 out of 9","1 out of 10","2 out of 10","0 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","3 out of 10","0 out of 9","3 out of 10","0 out of 10","0 out of 9","0 out of 10","10","16"
2432,"390111","HOSPITAL OF UNIV OF PENNSYLVANIA","34TH & SPRUCE STS","PHILADELPHIA","PHILADELPHIA","PA","19104","3 out of 10","3 out of 9","3 out of 10","1 out of 10","0 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","2 out of 10","0 out of 9","2 out of 10","6 out of 10","3 out of 9","6 out of 10","0 out of 10","1 out of 9","1 out of 10","7 out of 10","4 out of 9","7 out of 10","4 out of 10","1 out of 9","4 out of 10","24","11"
2433,"390112","WINDBER HOSPITAL","600 SOMERSET AVENUE","WINDBER","SOMERSET","PA","15963","5 out of 10","0 out of 9","5 out of 10","5 out of 10","0 out of 9","5 out of 10","6 out of 10","0 out of 9","6 out of 10","1 out of 10","0 out of 9","1 out of 10","5 out of 10","0 out of 9","5 out of 10","2 out of 10","0 out of 9","2 out of 10","4 out of 10","0 out of 9","4 out of 10","5 out of 10","0 out of 9","5 out of 10","33","20"
2434,"390113","MEADVILLE MEDICAL CENTER","751 LIBERTY STREET","MEADVILLE","CRAWFORD","PA","16335","8 out of 10","7 out of 9","8 out of 10","5 out of 10","2 out of 9","5 out of 10","6 out of 10","3 out of 9","6 out of 10","8 out of 10","2 out of 9","8 out of 10","5 out of 10","4 out of 9","5 out of 10","2 out of 10","0 out of 9","2 out of 10","7 out of 10","7 out of 9","7 out of 10","3 out of 10","1 out of 9","3 out of 10","44","20"
2435,"390114","MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM","300 HALKET STREET","PITTSBURGH","ALLEGHENY","PA","15213","0 out of 10","3 out of 9","3 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","3 out of 9","3 out of 10","1 out of 10","3 out of 9","3 out of 10","0 out of 10","2 out of 9","2 out of 10","4 out of 10","5 out of 9","5 out of 10","0 out of 10","1 out of 9","1 out of 10","20","17"
2436,"390115","ARIA HEALTH","10800 KNIGHTS ROAD","PHILADELPHIA","PHILADELPHIA","PA","19114","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","2 out of 10","0 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","2","14"
2437,"390116","MERCY SUBURBAN HOSPITAL","2701 DEKALB PIKE","NORRISTOWN","MONTGOMERY","PA","19401","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0","9"
2438,"390117","UPMC BEDFORD","10455 LINCOLN HIGHWAY","EVERETT","BEDFORD","PA","15537","4 out of 10","4 out of 9","4 out of 10","3 out of 10","4 out of 9","4 out of 10","7 out of 10","6 out of 9","7 out of 10","1 out of 10","3 out of 9","3 out of 10","4 out of 10","4 out of 9","4 out of 10","4 out of 10","3 out of 9","4 out of 10","5 out of 10","2 out of 9","5 out of 10","0 out of 10","0 out of 9","0 out of 10","31","17"
2439,"390118","BRADFORD REGIONAL MEDICAL CENTER","116 INTERSTATE PARKWAY","BRADFORD","MCKEAN","PA","16701","1 out of 10","1 out of 9","1 out of 10","2 out of 10","3 out of 9","3 out of 10","6 out of 10","1 out of 9","6 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","3 out of 9","3 out of 10","0 out of 10","3 out of 9","3 out of 10","0 out of 10","4 out of 9","4 out of 10","0 out of 10","0 out of 9","0 out of 10","20","14"
2440,"390119","MOSES TAYLOR HOSPITAL","700 QUINCY AVENUE","SCRANTON","LACKAWANNA","PA","18510","4 out of 10","1 out of 9","4 out of 10","1 out of 10","0 out of 9","1 out of 10","2 out of 10","3 out of 9","3 out of 10","4 out of 10","2 out of 9","4 out of 10","5 out of 10","3 out of 9","5 out of 10","1 out of 10","0 out of 9","1 out of 10","1 out of 10","1 out of 9","1 out of 10","3 out of 10","3 out of 9","3 out of 10","22","20"
2441,"390122","TITUSVILLE HOSPITAL","406 WEST OAK STREET","TITUSVILLE","CRAWFORD","PA","16354","6 out of 10","2 out of 9","6 out of 10","5 out of 10","0 out of 9","5 out of 10","6 out of 10","0 out of 9","6 out of 10","0 out of 10","0 out of 9","0 out of 10","1 out of 10","0 out of 9","1 out of 10","5 out of 10","0 out of 9","5 out of 10","2 out of 10","0 out of 9","2 out of 10","6 out of 10","2 out of 9","6 out of 10","31","16"
2442,"390123","POTTSTOWN MEMORIAL MEDICAL CENTER","1600 EAST HIGH STREET AND ARMAND HAMMER BLVD","POTTSTOWN","MONTGOMERY","PA","19464","0 out of 10","3 out of 9","3 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","2 out of 9","2 out of 10","2 out of 10","0 out of 9","2 out of 10","0 out of 10","2 out of 9","2 out of 10","16","15"
2443,"390125","WAYNE MEMORIAL HOSPITAL","601 PARK STREET","HONESDALE","WAYNE","PA","18431","5 out of 10","4 out of 9","5 out of 10","4 out of 10","4 out of 9","4 out of 10","4 out of 10","0 out of 9","4 out of 10","1 out of 10","0 out of 9","1 out of 10","5 out of 10","5 out of 9","5 out of 10","2 out of 10","3 out of 9","3 out of 10","7 out of 10","5 out of 9","7 out of 10","2 out of 10","3 out of 9","3 out of 10","32","20"
2444,"390127","PHOENIXVILLE HOSPITAL","140 NUTT ROAD","PHOENIXVILLE","CHESTER","PA","19460","4 out of 10","5 out of 9","5 out of 10","0 out of 10","3 out of 9","3 out of 10","2 out of 10","5 out of 9","5 out of 10","3 out of 10","4 out of 9","4 out of 10","5 out of 10","6 out of 9","6 out of 10","3 out of 10","4 out of 9","4 out of 10","8 out of 10","8 out of 9","8 out of 10","6 out of 10","6 out of 9","6 out of 10","41","19"
2445,"450064","TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL","800 W RANDOL MILL RD","ARLINGTON","TARRANT","TX","76012","0 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","2 out of 9","2 out of 10","3 out of 10","3 out of 9","3 out of 10","2 out of 10","4 out of 9","4 out of 10","1 out of 10","2 out of 9","2 out of 10","16","17"
2446,"450068","MEMORIAL HERMANN TEXAS MEDICAL CENTER","6411 FANNIN","HOUSTON","HARRIS","TX","77030","0 out of 10","1 out of 9","1 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","2 out of 9","2 out of 10","2 out of 10","0 out of 9","2 out of 10","3 out of 10","3 out of 9","3 out of 10","3 out of 10","2 out of 9","3 out of 10","15","17"
2447,"450072","BRAZOSPORT REGIONAL HEALTH SYSTEM","100 MEDICAL DRIVE","LAKE JACKSON","BRAZORIA","TX","77566","6 out of 10","7 out of 9","7 out of 10","3 out of 10","0 out of 9","3 out of 10","5 out of 10","4 out of 9","5 out of 10","4 out of 10","4 out of 9","4 out of 10","5 out of 10","6 out of 9","6 out of 10","2 out of 10","3 out of 9","3 out of 10","0 out of 10","4 out of 9","4 out of 10","0 out of 10","2 out of 9","2 out of 10","34","17"
2448,"450079","BAYLOR MEDICAL CENTER AT IRVING","1901 N MACARTHUR BLVD","IRVING","DALLAS","TX","75061","1 out of 10","0 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","1 out of 10","0 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","5 out of 10","2 out of 9","5 out of 10","3 out of 10","0 out of 9","3 out of 10","4 out of 10","3 out of 9","4 out of 10","5 out of 10","3 out of 9","5 out of 10","19","19"
2449,"450080","TITUS REGIONAL MEDICAL CENTER","2001 N JEFFERSON","MOUNT PLEASANT","TITUS","TX","75455","1 out of 10","1 out of 9","1 out of 10","3 out of 10","1 out of 9","3 out of 10","3 out of 10","3 out of 9","3 out of 10","0 out of 10","0 out of 9","0 out of 10","3 out of 10","3 out of 9","3 out of 10","5 out of 10","3 out of 9","5 out of 10","0 out of 10","3 out of 9","3 out of 10","0 out of 10","1 out of 9","1 out of 10","19","17"
2450,"450082","CHRISTUS SPOHN HOSPITAL BEEVILLE","1500 E HOUSTON HWY","BEEVILLE","BEE","TX","78102","6 out of 10","4 out of 9","6 out of 10","5 out of 10","0 out of 9","5 out of 10","4 out of 10","2 out of 9","4 out of 10","6 out of 10","3 out of 9","6 out of 10","10 out of 10","9 out of 9","10 out of 10","5 out of 10","0 out of 9","5 out of 10","3 out of 10","5 out of 9","5 out of 10","0 out of 10","2 out of 9","2 out of 10","43","19"
2451,"450083","EAST TEXAS MEDICAL CENTER","1000 SOUTH BECKHAM STREET","TYLER","SMITH","TX","75701","0 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","1 out of 10","1 out of 9","1 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","2 out of 9","2 out of 10","1 out of 10","1 out of 9","1 out of 10","7","17"
2452,"450087","NORTH HILLS HOSPITAL","4401 BOOTH CALLOWAY ROAD","NORTH RICHLAND HILLS","TARRANT","TX","76180","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","2 out of 10","1 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","3 out of 10","0 out of 9","3 out of 10","0 out of 10","0 out of 9","0 out of 10","1 out of 10","0 out of 9","1 out of 10","6","17"
2453,"450090","NORTH TEXAS MEDICAL CENTER","1900 HOSPITAL BLVD","GAINESVILLE","COOKE","TX","76240","2 out of 10","0 out of 9","2 out of 10","2 out of 10","2 out of 9","2 out of 10","4 out of 10","3 out of 9","4 out of 10","7 out of 10","7 out of 9","7 out of 10","0 out of 10","0 out of 9","0 out of 10","2 out of 10","0 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","17","15"
2454,"450092","FORT DUNCAN MEDICAL CENTER","3333 N FOSTER MALDONADO BLVD","EAGLE PASS","MAVERICK","TX","78852","0 out of 10","2 out of 9","2 out of 10","1 out of 10","0 out of 9","1 out of 10","0 out of 10","1 out of 9","1 out of 10","1 out of 10","0 out of 9","1 out of 10","3 out of 10","1 out of 9","3 out of 10","3 out of 10","0 out of 9","3 out of 10","2 out of 10","1 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","13","15"
2455,"450097","BAYSHORE MEDICAL CENTER","4000 SPENCER HWY","PASADENA","HARRIS","TX","77504","0 out of 10","0 out of 9","0 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","1 out of 10","2 out of 9","2 out of 10","2 out of 10","0 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","5","17"
2456,"450099","PAMPA REGIONAL MEDICAL CENTER","1 MEDICAL PLAZA","PAMPA","GRAY","TX","79065","4 out of 10","2 out of 9","4 out of 10","4 out of 10","0 out of 9","4 out of 10","9 out of 10","9 out of 9","9 out of 10","5 out of 10","2 out of 9","5 out of 10","4 out of 10","3 out of 9","4 out of 10","3 out of 10","1 out of 9","3 out of 10","1 out of 10","0 out of 9","1 out of 10","3 out of 10","2 out of 9","3 out of 10","33","20"
2457,"450101","HILLCREST BAPTIST MEDICAL CENTER","100 HILLCREST MEDICAL BLVD","WACO","MCLENNAN","TX","76712","0 out of 10","2 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","1 out of 9","1 out of 10","1 out of 10","2 out of 9","2 out of 10","3 out of 10","0 out of 9","3 out of 10","1 out of 10","0 out of 9","1 out of 10","3 out of 10","2 out of 9","3 out of 10","14","17"
2458,"450102","MOTHER FRANCES HOSPITAL","800 EAST DAWSON","TYLER","SMITH","TX","75701","4 out of 10","4 out of 9","4 out of 10","4 out of 10","3 out of 9","4 out of 10","1 out of 10","0 out of 9","1 out of 10","3 out of 10","1 out of 9","3 out of 10","3 out of 10","1 out of 9","3 out of 10","1 out of 10","1 out of 9","1 out of 10","0 out of 10","1 out of 9","1 out of 10","5 out of 10","2 out of 9","5 out of 10","22","19"
2459,"450104","GUADALUPE REGIONAL MEDICAL CENTER","1215 E COURT ST","SEGUIN","GUADALUPE","TX","78155","2 out of 10","2 out of 9","2 out of 10","3 out of 10","4 out of 9","4 out of 10","0 out of 10","0 out of 9","0 out of 10","6 out of 10","6 out of 9","6 out of 10","4 out of 10","4 out of 9","4 out of 10","7 out of 10","5 out of 9","7 out of 10","2 out of 10","4 out of 9","4 out of 10","4 out of 10","4 out of 9","4 out of 10","31","19"
2460,"450107","LAS PALMAS MEDICAL CENTER","1801 NORTH OREGON STREET","EL PASO","EL PASO","TX","79902","2 out of 10","3 out of 9","3 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","2 out of 10","1 out of 9","2 out of 10","3 out of 10","2 out of 9","3 out of 10","3 out of 10","1 out of 9","3 out of 10","4 out of 10","3 out of 9","4 out of 10","2 out of 10","1 out of 9","2 out of 10","17","18"
2461,"450108","CONNALLY MEMORIAL MEDICAL CENTER","499 10TH STREET","FLORESVILLE","WILSON","TX","78114","7 out of 10","7 out of 9","7 out of 10","5 out of 10","7 out of 9","7 out of 10","5 out of 10","5 out of 9","5 out of 10","3 out of 10","5 out of 9","5 out of 10","10 out of 10","9 out of 9","10 out of 10","8 out of 10","7 out of 9","8 out of 10","10 out of 10","9 out of 9","10 out of 10","2 out of 10","4 out of 9","4 out of 10","56","20"
2462,"450119","SOUTH TEXAS HEALTH SYSTEM","1102 W TRENTON ROAD","EDINBURG","HIDALGO","TX","78539","0 out of 10","3 out of 9","3 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","2 out of 9","2 out of 10","2 out of 10","2 out of 9","2 out of 10","0 out of 10","1 out of 9","1 out of 10","1 out of 10","2 out of 9","2 out of 10","15","18"
2463,"490122","INOVA MOUNT VERNON HOSPITAL","2501 PARKERS LANE","ALEXANDRIA","FAIRFAX","VA","22306","0 out of 10","0 out of 9","0 out of 10","2 out of 10","0 out of 9","2 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","8 out of 10","8 out of 9","8 out of 10","1 out of 10","1 out of 9","1 out of 10","12","17"
2464,"490123","RAPPAHANNOCK GENERAL HOSPITAL","101 HARRIS ROAD","KILMARNOCK","LANCASTER","VA","22482","9 out of 10","5 out of 9","9 out of 10","5 out of 10","0 out of 9","5 out of 10","7 out of 10","0 out of 9","7 out of 10","5 out of 10","3 out of 9","5 out of 10","6 out of 10","4 out of 9","6 out of 10","3 out of 10","3 out of 9","3 out of 10","5 out of 10","6 out of 9","6 out of 10","1 out of 10","0 out of 9","1 out of 10","42","20"
2465,"490126","LEWISGALE HOSPITAL ALLEGHANY","ONE ARH LANE - PO BOX 7","LOW MOOR","ALLEGHANY","VA","24457","3 out of 10","0 out of 9","3 out of 10","3 out of 10","0 out of 9","3 out of 10","2 out of 10","1 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","4 out of 10","1 out of 9","4 out of 10","1 out of 10","0 out of 9","1 out of 10","6 out of 10","4 out of 9","6 out of 10","0 out of 10","0 out of 9","0 out of 10","19","18"
2466,"490130","RIVERSIDE WALTER REED HOSPITAL","7519 HOSPITAL ROAD","GLOUCESTER","GLOUCESTER","VA","23061","3 out of 10","2 out of 9","3 out of 10","3 out of 10","0 out of 9","3 out of 10","6 out of 10","5 out of 9","6 out of 10","5 out of 10","5 out of 9","5 out of 10","5 out of 10","7 out of 9","7 out of 10","3 out of 10","2 out of 9","3 out of 10","6 out of 10","6 out of 9","6 out of 10","0 out of 10","1 out of 9","1 out of 10","34","18"
2467,"490136","BON SECOURS - ST FRANCIS MEDICAL CENTER","13700 STFRANCIS BLVD SUITE 100","MIDLOTHIAN","CHESTERFIELD","VA","23114","3 out of 10","2 out of 9","3 out of 10","1 out of 10","2 out of 9","2 out of 10","0 out of 10","2 out of 9","2 out of 10","4 out of 10","4 out of 9","4 out of 10","0 out of 10","0 out of 9","0 out of 10","4 out of 10","0 out of 9","4 out of 10","7 out of 10","4 out of 9","7 out of 10","5 out of 10","0 out of 9","5 out of 10","27","19"
