"Provider Number","Hospital Name","Address1","Address2","Address3","City","State","ZIP Code","County Name","Phone Number","Hospital Type","Hospital Owner","Accreditation","Emergency Service"
"380090","BAY AREA HOSPITAL","1775 THOMPSON ROAD",,,"COOS BAY                      ","OR","97420","COOS","5412698111","Acute Care Hospitals","Government - Hospital District or Authority","Yes","Yes"
"380091","KAISER SUNNYSIDE MEDICAL CENTER","10180 SE SUNNYSIDE ROAD",,,"CLACKAMAS                     ","OR","97015","CLACKAMAS","5036522880","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"381301","COTTAGE GROVE COMMUNITY HOSPITAL","1515  VILLAGE DRIVE",,,"COTTAGE GROVE                 ","OR","97424","LANE","5419420511","Critical Access Hospitals","Voluntary non-profit - Other","No","Yes"
"381302","SAMARITAN NORTH LINCOLN HOSPITAL","3043 NE 28TH STREET",,,"LINCOLN CITY                  ","OR","97367","LINCOLN","5419943661","Critical Access Hospitals","Voluntary non-profit - Private","Yes","Yes"
"381303","PROVIDENCE SEASIDE HOSPITAL","725 S WAHANNA ROAD",,,"SEASIDE                       ","OR","97138","CLATSOP","5037177000","Critical Access Hospitals","Voluntary non-profit - Church","Yes","Yes"
"381304","SOUTHERN COOS HOSPITAL AND HEALTH CENTER","900 11TH STREET SE",,,"BANDON                        ","OR","97411","COOS","5413472426","Critical Access Hospitals","Government - Hospital District or Authority","No","Yes"
"381305","BLUE MOUNTAIN HOSPITAL DISTRICT","170 FORD ROAD",,,"JOHN DAY                      ","OR","97845","GRANT","5415751311","Critical Access Hospitals","Government - Hospital District or Authority","No","Yes"
"381309","LAKE DISTRICT HOSPITAL","700 S J STREET",,,"LAKEVIEW                      ","OR","97630","LAKE","5419472114","Critical Access Hospitals","Government - Hospital District or Authority","No","Yes"
"381313","PIONEER MEMORIAL HOSPITAL","1204 NORTH ELM STREET",,,"PRINEVILLE                    ","OR","97754","CROOK","5414476254","Critical Access Hospitals","Voluntary non-profit - Other","No","Yes"
"381314","SAMARITAN PACIFIC COMMUNITY HOSPITAL","930 SW ABBEY STREET",,,"NEWPORT                       ","OR","97365","LINCOLN","5412652244","Critical Access Hospitals","Voluntary non-profit - Private","Yes","Yes"
"381315","ST ELIZABETH HEALTH SERVICES INC","3325 POCAHONTAS ROAD",,,"BAKER CITY                    ","OR","97814","BAKER","5415236461","Critical Access Hospitals","Voluntary non-profit - Church","Yes","Yes"
"381316","PEACE HARBOR HOSPITAL","400 9TH STREET",,,"FLORENCE                      ","OR","97439","LANE","5419972803","Critical Access Hospitals","Voluntary non-profit - Church","Yes","Yes"
"381317","TILLAMOOK COUNTY GENERAL HOSPITAL","1000 THIRD STREET",,,"TILLAMOOK                     ","OR","97141","TILLAMOOK","5038152260","Critical Access Hospitals","Voluntary non-profit - Church","Yes","Yes"
"381318","PROVIDENCE HOOD RIVER MEMORIAL HOSPITAL","811 13TH STREET, P O BOX 149",,,"HOOD RIVER                    ","OR","97031","HOOD RIVER","5413863911","Critical Access Hospitals","Voluntary non-profit - Other","No","Yes"
"381320","COLUMBIA MEMORIAL HOSPITAL","2111 EXCHANGE STREET",,,"ASTORIA                       ","OR","97103","CLATSOP","5033387505","Critical Access Hospitals","Proprietary","No","Yes"
"381321","GRANDE RONDE HOSPITAL","900 SUNSET DRIVE",,,"LA GRANDE                     ","OR","97850","UNION","5419638421","Critical Access Hospitals","Voluntary non-profit - Private","No","Yes"
"381323","SAMARITAN LEBANON COMMUNITY HOSPITAL","515 N SANTIAM HIGHWAY",,,"LEBANON                       ","OR","97355","LINN","5412582101","Critical Access Hospitals","Voluntary non-profit - Church","No","Yes"
"381324","MOUNTAIN VIEW HOSPITAL DISTRICT","470 NE A STREET",,,"MADRAS                        ","OR","97741","JEFFERSON","5414753882","Critical Access Hospitals","Government - Hospital District or Authority","No","Yes"
"390001","COMMUNITY MEDICAL CENTER","1822 MULBERRY ST",,,"SCRANTON                      ","PA","18510","LACKAWANNA","5709697000","Acute Care Hospitals","Voluntary non-profit - Private","No","Yes"
"390002","UPMC MCKEESPORT","1500 FIFTH AVENUE",,,"MC KEESPORT                   ","PA","15132","ALLEGHENY","4126642000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"390003","BLOOMSBURG HOSPITAL","549 EAST FAIR STREET",,,"BLOOMSBURG                    ","PA","17815","COLUMBIA","5703872100","Acute Care Hospitals","Government - Hospital District or Authority","No","Yes"
"390004","HOLY SPIRIT HOSPITAL","503 NORTH 21ST STREET",,,"CAMP HILL                     ","PA","17011","CUMBERLAND","7177632100","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"390006","GEISINGER MEDICAL CENTER","100 NORTH ACADEMY AVENUE",,,"DANVILLE                      ","PA","17822","MONTOUR","5702716211","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"390008","ELLWOOD CITY HOSPITAL","724 PERSHING STREET",,,"ELLWOOD CITY                  ","PA","16117","LAWRENCE","7247520081","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"390009","SAINT VINCENT HEALTH CENTER","232 WEST 25TH STREET",,,"ERIE                          ","PA","16544","ERIE","8144525000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","No"
"390010","MERCY JEANNETTE HOSPITAL","600 JEFFERSON AVENUE",,,"JEANNETTE                     ","PA","15644","WESTMORELAND","4125279120","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"390012","CENTRAL MONTGOMERY MEDICAL CENTER","100 MEDICAL CAMPUS DRIVE",,,"LANSDALE                      ","PA","19446","MONTGOMERY","2153682100","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"390013","EVANGELICAL COMMUNITY HOSPITAL","ONE HOSPITAL DRIVE",,,"LEWISBURG                     ","PA","17837","UNION","5705222200","Acute Care Hospitals","Voluntary non-profit - Other","No","Yes"
"390016","JAMESON MEMORIAL HOSPITAL","1211 WILMINGTON AVENUE",,,"NEW CASTLE                    ","PA","16105","LAWRENCE","7246589001","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"390019","PALMERTON HOSPITAL","135 LAFAYETTE AVENUE",,,"PALMERTON                     ","PA","18071","CARBON","6108263141","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"390023","TEMPLE EAST INC","2301 E. ALLEGHENY AVENUE",,,"PHILADELPHIA                  ","PA","19134","PHILADELPHIA","2152912000","Acute Care Hospitals","Proprietary","Yes","Yes"
"390026","CHESTNUT HILL HOSPITAL","8835 GERMANTOWN AVE",,,"PHILADELPHIA                  ","PA","19118","PHILADELPHIA","2152488200","Acute Care Hospitals","Proprietary","Yes","Yes"
"390027","TEMPLE UNIVERSITY HOSPITAL","3401 N BROAD ST  400 CARNELL HALL",,,"PHILADELPHIA                  ","PA","19140","PHILADELPHIA","2157074162","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"390028","MERCY HOSPITAL OF PITTSBURGH","1400 LOCUST STREET",,,"PITTSBURGH                    ","PA","15219","ALLEGHENY","4122328111","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"390030","POTTSVILLE HOSPITAL & WARNE CLINIC","420 SOUTH JACKSON STREET",,,"POTTSVILLE                    ","PA","17901","SCHUYLKILL","5706215000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"390031","GOOD SAMARITAN REGIONAL MEDICAL CENTER","700 EAST NORWEGIAN STREET",,,"POTTSVILLE                    ","PA","17901","SCHUYLKILL","5706214000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"390032","ALLE KISKI MEDICAL CENTER","1301 CARLISLE ST",,,"NATRONA                       ","PA","15065","ALLEGHENY","4122245100","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"390035","ST LUKES QUAKERTOWN HOSPITAL","11TH ST & PARK AVE",,,"QUAKERTOWN                    ","PA","18951","BUCKS","2155361842","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"390036","MEDICAL CENTER  BEAVER, THE","1000 DUTCH RIDGE ROAD",,,"BEAVER                        ","PA","15009","BEAVER","4127287000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"390037","SEWICKLEY VALLEY HOSPITAL","720 BLACKBURN ROAD",,,"SEWICKLEY                     ","PA","15143","ALLEGHENY","4127416600","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"390039","SOMERSET HOSPITAL CENTER FOR HEALTH","225 SOUTH CENTER AVENUE",,,"SOMERSET                      ","PA","15501","SOMERSET","8144435000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"390041","UNIONTOWN HOSPITAL","500 WEST BERKELEY STREET",,,"UNIONTOWN                     ","PA","15401","FAYETTE","7244305000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"390042","WASHINGTON HOSPITAL, THE","155 WILSON AVENUE",,,"WASHINGTON                    ","PA","15301","WASHINGTON","7242257000","Acute Care Hospitals","Government - Local","Yes","Yes"
"390043","SOLDIERS AND SAILORS MEMORIAL HOSPITAL","32-36 CENTRAL AVENUE",,,"WELLSBORO                     ","PA","16901","TIOGA","5707241631","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"390044","READING HOSPITAL MEDICAL CENTER","6TH AVE AND SPRUCE ST",,,"READING                       ","PA","19603","BERKS","6109888000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"390045","WILLIAMSPORT HOSPITAL & MEDICAL CENTER","777 RURAL AVE",,,"WILLIAMSPORT                  ","PA","17701","LYCOMING","5703211000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"390046","YORK HOSPITAL","1001 SOUTH GEORGE STREET",,,"YORK                          ","PA","17405","YORK","7178512345","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"390048","LEWISTOWN HOSPITAL","400 HIGHLAND AVENUE",,,"LEWISTOWN                     ","PA","17044","MIFFLIN","7172485411","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"390049","ST LUKES HOSPITAL OF BETHLEHEM","801 OSTRUM ST",,,"BETHLEHEM                     ","PA","18015","NORTHAMPTON","2156914200","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"390050","ALLEGHENY GENERAL HOSPITAL","320 EAST NORTH AVENUE",,,"PITTSBURGH                    ","PA","15212","ALLEGHENY","4123593131","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"390052","CLEARFIELD HOSPITAL","809 TURNPIKE AVE",,,"CLEARFIELD                    ","PA","16830","BRADFORD","8147655341","Acute Care Hospitals","Voluntary non-profit - Other","No","Yes"
"390056","J C BLAIR MEMORIAL HOSPITAL","1225 WARM SPRINGS AVE",,,"HUNTINGDON                    ","PA","16652","HUNTINGDON","8146432290","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"390057","GRAND VIEW HOSPITAL","700 LAWN AVENUE",,,"SELLERSVILLE                  ","PA","18960","BUCKS","2154534615","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"390058","CARLISLE REGIONAL MEDICAL CENTER","45 SPRINT STREET",,,"CARLISLE                      ","PA","17013","CUMBERLAND","7172491212","Acute Care Hospitals","Proprietary","Yes","Yes"
"390061","LANCASTER REGIONAL MEDICAL CENTER","250 COLLEGE AVENUE",,,"LANCASTER                     ","PA","17604","LANCASTER","7172918123","Acute Care Hospitals","Proprietary","Yes","Yes"
"390062","NASON HOSPITAL","105 NASON DRIVE",,,"ROARING SPRING                ","PA","16673","BLAIR","8142242141","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"390063","HAMOT MEDICAL CENTER","201 STATE STREET",,,"ERIE                          ","PA","16550","ERIE","8148776000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"390065","GETTYSBURG HOSPITAL","147 GETTYS STREET",,,"GETTYSBURG                    ","PA","17325","ADAMS","7173342121","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"390066","GOOD SAMARITAN HOSPITAL","FOURTH AND WALNUT STREETS",,,"LEBANON                       ","PA","17042","LEBANON","7172707500","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"390067","PINNACLE HEALTH HOSPITALS","409 SOUTH SECOND STREET",,,"HARRISBURG                    ","PA","17105","DAUPHIN","7177825181","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"390068","HEART OF LANCASTER REGIONAL MEDICAL CENTER","1500 HIGHLANDS DRIVE",,,"LITITZ                        ","PA","17543","LANCASTER","7176255000","Acute Care Hospitals","Proprietary","Yes","Yes"
"390070","TEMPLE LOWER BUCKS HOSPITAL","501 BATH ROAD",,,"BRISTOL                       ","PA","19007","BUCKS","2157859200","Acute Care Hospitals","Voluntary non-profit - Private","Yes","No"
"390071","LOCK HAVEN HOSPITAL","24 CREE DRIVE",,,"LOCK HAVEN                    ","PA","17745","CLINTON","5708935000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","No"
"390072","BERWICK HOSPITAL CENTER","701 EAST 16TH ST",,,"BERWICK                       ","PA","18603","COLUMBIA","5707595000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"390073","ALTOONA REGIONAL HEALTH SYSTEM","620 HOWARD AVENUE",,,"ALTOONA                       ","PA","16601","BLAIR","8149462011","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"390076","BRANDYWINE HOSPITAL","201 REESEVILLE ROAD",,,"COATESVILLE                   ","PA","19320","CHESTER","2153838005","Acute Care Hospitals","Proprietary","Yes","Yes"
"390079","ROBERT PACKER HOSPITAL","ONE GUTHRIE SQUARE",,,"SAYRE                         ","PA","18840","BRADFORD","5708886666","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"390080","JEANES HOSPITAL","7600 CENTRAL AVE",,,"PHILADELPHIA                  ","PA","19111","PHILADELPHIA","2157282000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"390081","DELAWARE COUNTY MEMORIAL HOSPITAL","501 NORTH LANSDOWNE AVE",,,"DREXEL HILL                   ","PA","19026","DELAWARE","2152848100","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"390084","SUNBURY COMMUNITY HOSPITAL","350 NORTH 11TH STREET",,,"SUNBURY                       ","PA","17801","NORTHUMBERLAND","5702863333","Acute Care Hospitals","Voluntary non-profit - Other","No","Yes"
"390086","DUBOIS REGIONAL MEDICAL CENTER","100 HOSPITAL AVENUE",,,"DUBOIS                        ","PA","15801","CLEARFIELD","8143712200","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"390090","WESTERN PENNSYLVANIA HOSPITAL","4800 FRIENDSHIP AVE",,,"PITTSBURGH                    ","PA","15224","ALLEGHENY","4125785000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"390091","UPMC NORTHWEST","100 FAIRFIELD DRIVE",,,"SENECA                        ","PA","16346","VENANGO","8146767600","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"390093","CLARION HOSPITAL","ONE HOSPITAL DRIVE",,,"CLARION                       ","PA","16214","CLARION","8142269500","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"390095","MARIAN COMMUNITY HOSPITAL","100 LINCOLN AVENUE",,,"CARBONDALE                    ","PA","18407","LACKAWANNA","7172822100","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"390096","ST JOSEPH MEDICAL CENTER","TWELFTH AND WALNUT STREETS",,,"READING                       ","PA","19603","BERKS","6103762100","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"390097","HOLY REDEEMER HOSPITAL AND MEDICAL CENTER","1648 HUNTINGDON PIKE",,,"MEADOWBROOK                   ","PA","19046","MONTGOMERY","2159473000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"390100","LANCASTER GENERAL HOSPITAL","555 NORTH DUKE STREET",,,"LANCASTER                     ","PA","17604","LANCASTER","7172995511","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"390101","MEMORIAL HOSPITAL YORK","325 SOUTH BELMONT STREET",,,"YORK                          ","PA","17403","YORK","7178438623","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"390102","UPMC ST MARGARET","815 FREEPORT ROAD",,,"PITTSBURGH                    ","PA","15215","ALLEGHENY","4127844000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"390104","KANE COMMUNITY HOSPITAL","4372 ROUTE 6",,,"KANE                          ","PA","16735","MCKEAN","8148378585","Acute Care Hospitals","Voluntary non-profit - Other","No","Yes"
"390107","UPMC PASSAVANT","9100 BABCOCK BOULEVARD",,,"PITTSBURGH                    ","PA","15237","ALLEGHENY","4123676700","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"390108","MONTGOMERY HOSPITAL","POWELL & FORNANCE STREETS",,,"NORRISTOWN                    ","PA","19401","MONTGOMERY","6102702000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"390110","CONEMAUGH VALLEY MEMORIAL HOSPITAL","1086 FRANKLIN STREET",,,"JOHNSTOWN                     ","PA","15905","CAMBRIA","8145339000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"390111","HOSPITAL OF UNIV OF PENNSYLVANIA","34TH & SPRUCE STS",,,"PHILADELPHIA                  ","PA","19104","PHILADELPHIA","2156623227","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"390112","WINDBER HOSPITAL","600 SOMERSET AVENUE",,,"WINDBER                       ","PA","15963","SOMERSET","8144676611","Acute Care Hospitals","Government - State","Yes","Yes"
"390113","MEADVILLE MEDICAL CENTER","751 LIBERTY STREET",,,"MEADVILLE                     ","PA","16335","CRAWFORD","8143335000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"390114","MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM","300 HALKET STREET",,,"PITTSBURGH                    ","PA","15213","ALLEGHENY","4126414010","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"390115","FRANKFORD HOSPITAL","RED LION  KNIGHTS RDS",,,"PHILADELPHIA                  ","PA","19114","PHILADELPHIA","2159344000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"390116","MERCY SUBURBAN HOSPITAL","2701 DEKALB PIKE",,,"NORRISTOWN                    ","PA","19401","MONTGOMERY","2152782000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"390117","UPMC BEDFORD","10455 LINCOLN HIGHWAY",,,"EVERETT                       ","PA","15537","BEDFORD","8146236161","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
