"Provider Number","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County Name","Phone Number","Percent of Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","Number of Patients 1","Footnote 1","Percent of Pneumonia Patients Whose Initial ER Blood Culture Was Performed Prior To Administration Of First Dose Of Antibiotics","Number of Patients 2","Footnote 2","Percent of Pneumonia Patients Given Smoking Cessation Advice/Counseling","Number of Patients 3","Footnote 3","Percent of Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","Number of Patients 4","Footnote 4","Percent of Pneumonia Patients Assessed and Given Influenza Vaccination","Number of Patients 5","Footnote 5","Percent of Pneumonia Patients Assessed and Given Pneumococcal Vaccination","Number of Patients 6","Footnote 6"
"171383","WILLIAM NEWTON HOSPITAL","1300 EAST FIFTH AVENUE","","","WINFIELD","KS","67156","COWLEY","6202212300","94","49","","86","42","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","88","33","","94","16","","96","57",""
"110091","ROCKDALE MEDICAL CENTER","1412 MILSTEAD AVENUE, NE","","","CONYERS","GA","30012","ROCKDALE","7709183000","97","159","The hospital indicated that the data submitted for this measure were based on a sample of cases","96","190","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","60","The hospital indicated that the data submitted for this measure were based on a sample of cases","94","93","The hospital indicated that the data submitted for this measure were based on a sample of cases","96","47","The hospital indicated that the data submitted for this measure were based on a sample of cases","96","120","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"330223","MASSENA MEMORIAL HOSPITAL","1 HOSPITAL DRIVE","","","MASSENA","NY","13662","SAINT LAWRENCE","3157641711","97","124","","94","126","","96","27","","96","75","","96","26","","100","88",""
"520009","ST ELIZABETH HSPTL","1506 S ONEIDA ST","","","APPLETON","WI","54915","OUTAGAMIE","9207382000","99","150","","100","139","","100","58","","97","119","","98","48","","98","164",""
"440032","WELLMONT HAWKINS COUNTY MEMORIAL HOSPITAL","851 LOCUST STREET","","","ROGERSVILLE","TN","37857","HAWKINS","4239217000","97","149","","94","144","","100","95","","94","93","","100","46","","95","139",""
"450596","LAKE GRANBURY MEDICAL CENTER","1310 PALUXY RD","","","GRANBURY","TX","76048","HOOD","8175732683","97","75","","93","82","","100","22","","88","41","","100","23","","96","68",""
"140167","IROQUOIS MEMORIAL HOSPITAL","200 FAIRMAN STREET","","","WATSEKA","IL","60970","IROQUOIS","8154325201","100","1","The hospital indicated that the data submitted for this measure were based on a sample of cases","85","53","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","16","The hospital indicated that the data submitted for this measure were based on a sample of cases","72","53","The hospital indicated that the data submitted for this measure were based on a sample of cases","94","16","The hospital indicated that the data submitted for this measure were based on a sample of cases","90","40","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"220036","ST ELIZABETH'S MEDICAL CENTER","736 CAMBRIDGE STREET","","","BRIGHTON","MA","02135","SUFFOLK","6177893000","100","138","","99","113","","100","40","","98","85","","98","46","","97","163",""
"370158","PURCELL MUNICIPAL HOSPITAL","1500 NORTH GREEN AVENUE","","","PURCELL","OK","73080","MCCLAIN","4055276524","94","103","","93","42","","67","30","","81","64","","62","16","","57","75",""
"06007F","GRAND JUNCTION VA MEDICAL CENTER","2121 N. AVENUE","","","GRAND JUNCTION                ","CO","81501","MESA","9702441329","98","42","","100","28","","100","14","The number of cases is too small to reliably tell how well a hospital is performing","93","28","","100","29","","100","42",""
"140080","RHC ST FRANCIS HOSPITAL","355 RIDGE AVE","","","EVANSTON","IL","60202","COOK","8473164000","96","360","","99","375","","100","47","","94","123","","90","82","","94","275",""
"230055","DICKINSON COUNTY MEMORIAL HOSPITAL","1721 S STEPHENSON AVE","","","IRON MOUNTAIN","MI","49801","DICKINSON","9067741313","99","112","","98","107","","100","40","","88","60","","94","35","","100","118",""
"310115","HACKETTSTOWN REGIONAL MEDICAL CENTER","651 WILLOW GROVE ST","","","HACKETTSTOWN","NJ","07840","WARREN","9088525100","99","121","","97","142","","96","25","","93","95","","100","48","","99","138",""
"330198","SOUTH NASSAU COMMUNITIES HOSPITAL","ONE HEALTHY WAY","","","OCEANSIDE","NY","11572","NASSAU","5166323000","96","376","","97","438","","99","71","","97","217","","92","135","","97","388",""
"350011","SANFORD MEDICAL CENTER FARGO","801 BROADWAY NORTH","","","FARGO","ND","58122","CASS","7012342000","97","256","","98","236","","100","147","","92","132","","97","117","","98","343",""
"450661","ODESSA REGIONAL HOSPITAL","520 E 6TH STREET","","","ODESSA","TX","79761","ECTOR","4325828340","96","92","","99","78","","100","34","","100","50","","92","25","","99","81",""
"450073","COGDELL MEMORIAL HOSPITAL","1700 COGDELL BLVD","","","SNYDER","TX","79549","SCURRY","3255747437","100","33","","100","34","","55","11","","89","27","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","94","31",""
"450877","EAST EL PASO PHYSICIANS MEDICAL CENTER, LLC","1416 GEORGE DIETER","","","EL PASO","TX","79936","EL PASO","9155984240","98","98","","97","60","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","95","105","","100","31","","100","86",""
"141350","ST FRANCIS HOSPITAL","1215 FRANCISCAN DR","","","LITCHFIELD","IL","62056","MONTGOMERY","2173242191","95","64","","96","90","","96","23","","80","50","","93","27","","87","103",""
"130049","KOOTENAI MEDICAL CENTER","2003 KOOTENAI HEALTH WAY","","","COEUR D'ALENE","ID","83814","KOOTENAI","2086662003","97","253","","96","252","","100","95","","91","175","","78","68","","90","239",""
"380082","PROVIDENCE MILWAUKIE HOSPITAL","10150 SE 32ND AVENUE","","","MILWAUKIE","OR","97222","CLACKAMAS","5035138336","98","108","","99","74","","100","35","","93","75","","93","27","","96","113",""
"451323","ROLLINS BROOK COMMUNITY HOSPITAL","608 NORTH KEY AVENUE","","","LAMPASAS","TX","76550","LAMPASAS","5125563682","69","13","","89","35","","100","13","","71","24","","92","13","","93","60",""
"511312","PRESTON MEMORIAL HOSPITAL","300 S PRICE STREET","","","KINGWOOD","WV","26537","PRESTON","3043291400","85","20","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","85","13","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","93","14","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","76","17","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure"
"520088","ST AGNES HSPTL","430 E DIVISON ST","","","FOND DU LAC","WI","54935","FOND DU LAC","9209292300","99","147","","99","150","","98","41","","96","90","","98","45","","99","151",""
"140176","CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL","3701 DOTY ROAD","","","WOODSTOCK","IL","60098","MCHENRY","8157885823","97","172","","99","166","","95","58","","98","103","","95","61","","92","152",""
"330214","NYU HOSPITALS CENTER","550 FIRST AVENUE","","","NEW YORK","NY","10016","NEW YORK","2122637300","99","137","The hospital indicated that the data submitted for this measure were based on a sample of cases","99","155","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","23","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","81","The hospital indicated that the data submitted for this measure were based on a sample of cases","98","46","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","134","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"490033","WARREN MEMORIAL HOSPITAL","1000 NORTH SHENANDOAH AVE","","","FRONT ROYAL","VA","22630","WARREN","7036360300","96","104","","99","112","","100","44","","86","73","","97","35","","96","80",""
"190201","WOMEN AND CHILDREN'S HOSPITAL AT LAKE CHARLES","4200 NELSON ROAD","","","LAKE CHARLES","LA","70605","CALCASIEU","3374746370","97","31","","100","30","","100","14","","100","26","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","100","15",""
"241312","COOK HOSPITAL","10 SE FIFTH ST","","","COOK","MN","55723","SAINT LOUIS","2186665945","85","13","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","56","16","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","73","11",""
"440059","COOKEVILLE REGIONAL MEDICAL CENTER","1 MEDICAL CENTER BOULEVARD","","","COOKEVILLE","TN","38501","PUTNAM","9316462000","96","391","","95","413","","97","266","","95","245","","90","166","","93","398",""
"500151","ST ANTHONY HOSPITAL","11567 CANTERWOOD BOULEVARD NW","","","GIG HARBOR","WA","98332","PIERCE","2535302050","97","173","","99","175","","100","54","","98","103","","98","41","","100","151",""
