"Provider Number","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County Name","Phone Number","Outpatients with low back pain who had an MRI without trying recommended treatments first such as physical therapy","Number of Patients 1","Footnote 1","Outpatients who had a follow-up mammogram or ultrasound within 45 days after a screening mammogram","Number of Patients 2","Footnote 2","Outpatient CT scans of the abdomen that were “combination” (double) scans","Number of Patients 3","Footnote 3","Outpatient CT scans of the chest that were “combination” (double) scans","Number of Patients 4","Footnote 4","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","Number of Patients 5","Footnote 5","Outpatients with brain CT scans who got a sinus CT scan at the same time","Number of Patients 6","Footnote 6"
"510007","ST MARY'S MEDICAL CENTER","2900 1ST AVENUE","","","HUNTINGTON","WV","25701","CABELL","3045261234","32.9","325","","13","996","","0.05","1412","","0","887","","5.5","381","","4.6","1643",""
"510008","CITY HOSPITAL","2500 HOSPITAL DRIVE","","","MARTINSBURG","WV","25401","BERKELEY","3042641000","39.6","134","","3.1","1156","","0.043","1082","","0.021","432","","9.7","421","","4","652",""
"510012","PLEASANT VALLEY HOSPITAL","2520 VALLEY DRIVE","","","POINT PLEASANT","WV","25550","MASON","3046754340","43.4","129","","9.4","373","","0.097","414","","0.044","182","","9.9","212","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"510013","REYNOLDS MEMORIAL HOSPITAL","800 WHEELING AVE","","","GLEN DALE","WV","26038","MARSHALL","3048433230","44.1","59","","11.8","238","","0.411","158","","0.011","95","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"510018","JACKSON GENERAL HOSPITAL","122 PINNELL ST","","","RIPLEY","WV","25271","JACKSON","3043722731","40.4","57","","3.9","387","","0.228","302","","0.289","152","","7.4","189","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"510022","CHARLESTON AREA MEDICAL CENTER","501 MORRIS STREET","","","CHARLESTON","WV","25301","KANAWHA","3043886203","47.1","278","","9.3","2570","","0.064","1569","","0.003","1498","","5.4","662","","1.8","1170",""
"510023","WEIRTON MEDICAL CENTER","601 COLLIERS WAY","","","WEIRTON","WV","26062","HANCOCK","3047976000","48.9","90","","11.4","572","","0.112","573","","0.024","293","","3.7","217","","2","455",""
"510024","MONONGALIA COUNTY GENERAL HOSPITAL","1200 JD ANDERSON DR","","","MORGANTOWN","WV","26505","MONONGALIA","3045981200","41","117","","7.8","1076","","0.556","863","","0","606","","6.1","280","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"510029","THOMAS MEMORIAL HOSPITAL","4605 MACCORKLE AVE SW","","","SOUTH CHARLESTON","WV","25309","KANAWHA","3047663600","40.9","303","","9.8","1179","","0.04","783","","0","733","","7.2","166","","4.7","742",""
"510030","DAVIS MEMORIAL HOSPITAL","PO BOX 1484","","","ELKINS","WV","26241","RANDOLPH","3046363300","31.8","85","","6.2","947","","0.25","605","","0.176","370","","5.3","398","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"510031","ST FRANCIS HOSPITAL","333 LAIDLEY ST","","","CHARLESTON","WV","25301","KANAWHA","3043476500","27.4","113","","8.3","1064","","0.011","285","","0.011","89","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","7.5","253",""
"510038","STONEWALL JACKSON MEM HOSP","230 HOSPITAL PLAZA","","","WESTON","WV","26452","LEWIS","3042698080","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","7.8","257","","0.51","206","","0.054","147","","5.7","175","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"510039","OHIO VALLEY MEDICAL CENTER","2000 EOFF STREET","","","WHEELING","WV","26003","OHIO","3042340123","45.1","51","","15.4","519","","0.598","381","","0","342","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"510046","PRINCETON COMMUNITY HOSPITAL","122 12TH STREET","","","PRINCETON","WV","24740","MERCER","3044877260","49.2","195","","5.1","1171","","0.707","1015","","0.02","660","","5.4","461","","2.4","1017",""
"510047","FAIRMONT GENERAL HOSPITAL","1325 LOCUST AVENUE","","","FAIRMONT","WV","26554","MARION","3043677100","40.9","137","","4.2","625","","0.579","734","","0.105","361","","5.6","498","","4.2","782",""
"510048","LOGAN REGIONAL MEDICAL CENTER","20 HOSPITAL DRIVE","","","LOGAN","WV","25601","LOGAN","3048311350","61.6","73","","14.2","584","","0.004","558","","0","487","","6.8","340","","5.3","788",""
"510050","WHEELING HOSPITAL","1 MEDICAL PARK","","","WHEELING","WV","26003","OHIO","3042433000","41.2","114","","9.2","1224","","0.109","827","","0.013","713","","8.8","114","","1.4","734",""
"510053","ST JOSEPH HOSPITAL","1 AMALIA DRIVE","","","BUCKHANNON","WV","26201","UPSHUR","3044722000","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","5.8","345","","0.625","208","","0.021","142","","8.8","114","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"510055","CABELL-HUNTINGTON HOSPITAL INC","1340 HAL GREER BOULEVARD","","","HUNTINGTON","WV","25701","CABELL","3045262000","40.7","209","","10.2","1897","","0.055","1010","","0.004","714","","4.2","213","","4.6","563",""
"510058","CAMDEN CLARK MEDICAL CENTER","800 GARFIELD AVE","","","PARKERSBURG","WV","26101","WOOD","3044242111","34.8","187","","6.2","2622","","0.563","1435","","0.032","665","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","0.1","1000",""
"510059","CHARLESTON SURGICAL HOSPITAL","1306 KANAWHA BL E","","","CHARLESTON","WV","25301","KANAWHA","3043434371","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure"
"510062","BECKLEY ARH HOSPITAL","306 STANAFORD ROAD","","","BECKLEY","WV","25801","RALEIGH","3042553456","40.6","106","","10","329","","0.491","375","","0.638","185","","4.1","172","","6.2","499",""
"510070","RALEIGH GENERAL HOSPITAL","1710 HARPER ROAD","","","BECKLEY","WV","25801","RALEIGH","3042564100","52.5","381","","12.5","144","","0.817","562","","0.64","525","","5.8","243","","2.7","731",""
"510071","BLUEFIELD REGIONAL MEDICAL CENTER","500 CHERRY ST","","","BLUEFIELD","WV","24701","MERCER","3043271100","47.3","91","","9.7","722","","0.478","609","","0.521","334","","5.2","286","","1.4","582",""
"510072","WETZEL COUNTY HOSPITAL","#3 EAST BENJAMIN DRIVE","","","NEW MARTINSVILLE","WV","26155","WETZEL","3044558000","50","48","","12.7","369","","0.062","194","","0.029","170","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","5.4","279",""
"510077","WILLIAMSON MEMORIAL HOSPITAL","859 ALDERSON STREET","","","WILLIAMSON","WV","25661","MINGO","3042352500","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","3.1","97","","0.065","246","","0.176","85","","4.5","110","","9.6","324",""
"510082","SUMMERSVILLE REGIONAL MEDICAL CENTER","400 FAIRVIEW HEIGHTS ROAD","","","SUMMERSVILLE","WV","26651","NICHOLAS","3048722891","45.2","93","","5.8","171","","0.047","494","","0.068","207","","4.1","121","","2.1","573",""
"510085","CAMC TEAYS VALLEY HOSPITAL","1400 HOSPITAL DRIVE","","","HURRICANE","WV","25526","PUTNAM","3047571700","40.8","71","","12.3","374","","0.017","409","","0.004","245","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"510086","WELCH COMMUNITY HOSPITAL","454 MCDOWELL STREET","","","WELCH","WV","24801","MCDOWELL","3044368461","Not Available","Not Available","No data are available from the hospital for this measure","27.3","66","","0.019","106","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","No data are available from the hospital for this measure","1.2","243",""
"511300","BROADDUS HOSPITAL ASSOCIATION, INC","MANSFIELD HILL P O BOX 930","","","PHILIPPI","WV","26416","BARBOUR","3044571760","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","3.2","157","","0.442","104","","0.638","58","","Not Available","Not Available","No data are available from the hospital for this measure","0.7","151",""
"511304","SISTERSVILLE GENERAL HOSPITAL","314 SOUTH WELLS STREET","","","SISTERSVILLE","WV","26175","TYLER","3046522611","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","8.9","90","","0.522","69","","0.043","47","","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"511306","ROANE GENERAL HOSPITAL","200 HOSPITAL DRIVE","","","SPENCER","WV","25276","ROANE","3049274444","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","11.1","243","","0.456","169","","0","77","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"511309","WAR MEMORIAL HOSPITAL INC","1 HEALTHY WAY","","","BERKELEY SPRINGS","WV","25411","MORGAN","3042581234","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","6.7","195","","0.165","139","","0.033","60","","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
