"Provider Number","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County Name","Phone Number","Percent of Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","Number of Patients 1","Footnote 1","Percent of Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","Number of Patients 2","Footnote 2","Percent of Heart Failure Patients Given Discharge Instructions","Number of Patients 3","Footnote 3","Percent of Heart Failure Patients Given Smoking Cessation Advice/Counseling","Number of Patients 4","Footnote 4"
"330405","HELEN HAYES HOSPITAL","51 NORTH ROUTE 9W","","","WEST HAVERSTRAW","NY","10993","ROCKLAND","8457864000","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure"
"201309","MAYO REGIONAL HOSPITAL","897 WEST MAIN STREET","","","DOVER FOXCROFT","ME","04426","PISCATAQUIS","2075644251","97","32","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","91","22","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing"
"271347","HOLY ROSARY HEALTHCARE","2600 WILSON ST","","","MILES CITY","MT","59301","CUSTER","4062332600","96","54","","100","23","","100","43","","100","13",""
"390026","CHESTNUT HILL HOSPITAL","8835 GERMANTOWN AVE","","","PHILADELPHIA","PA","19118","PHILADELPHIA","2152488200","99","283","","99","88","","100","182","","100","25",""
"380071","WILLAMETTE VALLEY MEDICAL CENTER","2700 SE STRATUS AVE.","","","MCMINNVILLE","OR","97128","YAMHILL","5034726131","100","159","","100","31","","97","129","","100","28",""
"110031","SPALDING REGIONAL MEDICAL CENTER","601 SOUTH 8TH STREET","","","GRIFFIN","GA","30223","SPALDING","7702282721","100","281","","100","101","","100","243","","100","84",""
"140228","SWEDISH AMERICAN HOSPITAL","1401 EAST STATE STREET","","","ROCKFORD","IL","61104","WINNEBAGO","8159684400","100","415","","99","113","","98","315","","100","79",""
"670061","SOUTH TEXAS SURGICAL HOSPITAL","6130 PARKWAY DRIVE","","","CORPUS CHRISTI","TX","78414","NUECES","3619932000","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure"
"310052","OCEAN MEDICAL CENTER","425 JACK MARTIN BLVD","","","BRICK","NJ","08724","OCEAN","7328402200","99","304","The hospital indicated that the data submitted for this measure were based on a sample of cases","94","64","The hospital indicated that the data submitted for this measure were based on a sample of cases","89","183","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","22","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"520098","UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY","600 HIGHLAND AVENUE","","","MADISON","WI","53792","DANE","6082638991","99","247","The hospital indicated that the data submitted for this measure were based on a sample of cases","90","89","The hospital indicated that the data submitted for this measure were based on a sample of cases","97","211","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","54","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"371324","HARPER COUNTY COMMUNITY HOSPITAL","1003 US HIGHWAY 64 NORTH","","","BUFFALO","OK","73834","HARPER","5807352555","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Not Available","0","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing"
"150021","PARKVIEW REGIONAL MEDICAL CENTER","11109 PARKVIEW PLAZA DRIVE","","","FORT WAYNE","IN","46805","ALLEN","2603734000","100","301","The hospital indicated that the data submitted for this measure were based on a sample of cases","91","86","The hospital indicated that the data submitted for this measure were based on a sample of cases","93","241","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","61","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"500084","VALLEY GENERAL HOSPITAL","14701 179TH SE","","","MONROE","WA","98272","SNOHOMISH","3607947497","100","47","","93","14","","94","36","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing"
"390107","UPMC PASSAVANT","9100 BABCOCK BOULEVARD","","","PITTSBURGH","PA","15237","ALLEGHENY","4123676700","100","520","","100","103","","95","351","","100","51",""
"241318","ELY BLOOMENSON COMMUNITY HOSPITAL","328 WEST CONAN STREET","","","ELY","MN","55731","SAINT LOUIS","2183653271","83","12","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing"
"230110","MEMORIAL MEDICAL CENTER OF WEST MICHIGAN","1 N ATKINSON DRIVE","","","LUDINGTON","MI","49431","MASON","2318432591","100","56","","93","15","","96","49","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing"
"310073","JERSEY SHORE UNIVERSITY MEDICAL CENTER","1945 RTE 33","","","NEPTUNE","NJ","07754","MONMOUTH","7327755500","100","332","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","103","The hospital indicated that the data submitted for this measure were based on a sample of cases","95","229","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","49","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"340071","BETSY JOHNSON REGIONAL  HOSPITAL","800 TILGHMAN DR","","","DUNN","NC","28334","HARNETT","9108927161","99","228","","98","55","","74","179","","100","61",""
"240059","REGINA MEDICAL CENTER","1175 NININGER ROAD","","","HASTINGS","MN","55033","DAKOTA","6514804100","100","44","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","96","28","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing"
"100030","HEALTH CENTRAL","10000 W COLONIAL DR","","","OCOEE","FL","34761","ORANGE","4072961820","99","374","","96","116","","100","299","","100","44",""
"331303","CATSKILL REGIONAL MEDICAL CENTER - G HERMANN SITE","8081 ROUTE 97","","","CALLICOON","NY","12723","SULLIVAN","8458875530","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Not Available","0","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure"
"161319","CENTRAL COMMUNITY HOSPITAL","901 DAVIDSON STREET NW","","","ELKADER","IA","52043","CLAYTON","5632457000","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Not Available","0","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure"
"260017","PHELPS COUNTY REGIONAL MEDICAL CENTER","1000 W 10TH ST","","","ROLLA","MO","65401","PHELPS","5734588899","97","161","","81","54","","90","107","","100","29",""
"380061","PROVIDENCE PORTLAND MEDICAL CENTER","4805 NE GLISAN STREET","","","PORTLAND","OR","97213","MULTNOMAH","5032151111","100","470","","98","140","","97","412","","100","105",""
"291311","DESERT VIEW REGIONAL MEDICAL CENTER","360 SOUTH LOLA LANE","","","PAHRUMP","NV","89048","NYE","7757517500","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure"
