"State","Diagnosis Related Group","Medicare Average Payment Minimum","Medicare Average Payment Maximum","Number Of Cases","Footnote"
"GA","Other kidney and urinary tract procedures w/o CC/MCC","","","48",""
"HI","Other kidney and urinary tract procedures w/o CC/MCC","","","*","An asterisk (*) appears in the table where data cannot be disclosed to protect personal health information due to the small number of Medicare patients (fewer than 11)"
"IA","Other kidney and urinary tract procedures w/o CC/MCC","","","*","An asterisk (*) appears in the table where data cannot be disclosed to protect personal health information due to the small number of Medicare patients (fewer than 11)"
"ID","Other kidney and urinary tract procedures w/o CC/MCC","","","*","An asterisk (*) appears in the table where data cannot be disclosed to protect personal health information due to the small number of Medicare patients (fewer than 11)"
"IL","Other kidney and urinary tract procedures w/o CC/MCC","","","95",""
"IN","Other kidney and urinary tract procedures w/o CC/MCC","","","41",""
"KS","Other kidney and urinary tract procedures w/o CC/MCC","","","*","An asterisk (*) appears in the table where data cannot be disclosed to protect personal health information due to the small number of Medicare patients (fewer than 11)"
"KY","Other kidney and urinary tract procedures w/o CC/MCC","","","28",""
"LA","Other kidney and urinary tract procedures w/o CC/MCC","","","31",""
"MA","Other kidney and urinary tract procedures w/o CC/MCC","","","47",""
"MD","Other kidney and urinary tract procedures w/o CC/MCC","","","32",""
"ME","Other kidney and urinary tract procedures w/o CC/MCC","","","*","An asterisk (*) appears in the table where data cannot be disclosed to protect personal health information due to the small number of Medicare patients (fewer than 11)"
"MI","Other kidney and urinary tract procedures w/o CC/MCC","","","83",""
"MN","Other kidney and urinary tract procedures w/o CC/MCC","","","20",""
"MO","Other kidney and urinary tract procedures w/o CC/MCC","","","30",""
"MS","Other kidney and urinary tract procedures w/o CC/MCC","","","27",""
"MT","Other kidney and urinary tract procedures w/o CC/MCC","","","*","An asterisk (*) appears in the table where data cannot be disclosed to protect personal health information due to the small number of Medicare patients (fewer than 11)"
"NC","Other kidney and urinary tract procedures w/o CC/MCC","","","46",""
"ND","Other kidney and urinary tract procedures w/o CC/MCC","","","*","An asterisk (*) appears in the table where data cannot be disclosed to protect personal health information due to the small number of Medicare patients (fewer than 11)"
"NE","Other kidney and urinary tract procedures w/o CC/MCC","","","*","An asterisk (*) appears in the table where data cannot be disclosed to protect personal health information due to the small number of Medicare patients (fewer than 11)"
"NH","Other kidney and urinary tract procedures w/o CC/MCC","","","*","An asterisk (*) appears in the table where data cannot be disclosed to protect personal health information due to the small number of Medicare patients (fewer than 11)"
"NJ","Other kidney and urinary tract procedures w/o CC/MCC","","","57",""
"NM","Other kidney and urinary tract procedures w/o CC/MCC","","","*","An asterisk (*) appears in the table where data cannot be disclosed to protect personal health information due to the small number of Medicare patients (fewer than 11)"
"NV","Other kidney and urinary tract procedures w/o CC/MCC","","","13",""
"NY","Other kidney and urinary tract procedures w/o CC/MCC","","","140",""
"OH","Other kidney and urinary tract procedures w/o CC/MCC","","","96",""
"OK","Other kidney and urinary tract procedures w/o CC/MCC","","","37",""
"OR","Other kidney and urinary tract procedures w/o CC/MCC","","","15",""
"PA","Other kidney and urinary tract procedures w/o CC/MCC","","","77",""
"PR","Other kidney and urinary tract procedures w/o CC/MCC","","","*","An asterisk (*) appears in the table where data cannot be disclosed to protect personal health information due to the small number of Medicare patients (fewer than 11)"
"RI","Other kidney and urinary tract procedures w/o CC/MCC","","","*","An asterisk (*) appears in the table where data cannot be disclosed to protect personal health information due to the small number of Medicare patients (fewer than 11)"
"SC","Other kidney and urinary tract procedures w/o CC/MCC","","","34",""
"SD","Other kidney and urinary tract procedures w/o CC/MCC","","","22",""
"TN","Other kidney and urinary tract procedures w/o CC/MCC","","","75",""
"TX","Other kidney and urinary tract procedures w/o CC/MCC","","","109",""
"UT","Other kidney and urinary tract procedures w/o CC/MCC","","","*","An asterisk (*) appears in the table where data cannot be disclosed to protect personal health information due to the small number of Medicare patients (fewer than 11)"
"VA","Other kidney and urinary tract procedures w/o CC/MCC","","","37",""
"WA","Other kidney and urinary tract procedures w/o CC/MCC","","","30",""
"WI","Other kidney and urinary tract procedures w/o CC/MCC","","","18",""
"WV","Other kidney and urinary tract procedures w/o CC/MCC","","","30",""
"AK","Other kidney and urinary tract procedures w MCC","","","15",""
"AL","Other kidney and urinary tract procedures w MCC","","","244",""
"AR","Other kidney and urinary tract procedures w MCC","","","163",""
"AZ","Other kidney and urinary tract procedures w MCC","","","128",""
"CA","Other kidney and urinary tract procedures w MCC","","","834",""
"CO","Other kidney and urinary tract procedures w MCC","","","80",""
"CT","Other kidney and urinary tract procedures w MCC","","","128",""
"DC","Other kidney and urinary tract procedures w MCC","","","65",""
"DE","Other kidney and urinary tract procedures w MCC","","","23",""
"FL","Other kidney and urinary tract procedures w MCC","","","1021",""
"GA","Other kidney and urinary tract procedures w MCC","","","385",""
"GU","Other kidney and urinary tract procedures w MCC","","","*","An asterisk (*) appears in the table where data cannot be disclosed to protect personal health information due to the small number of Medicare patients (fewer than 11)"
"HI","Other kidney and urinary tract procedures w MCC","","","23",""
"IA","Other kidney and urinary tract procedures w MCC","","","85",""
"ID","Other kidney and urinary tract procedures w MCC","","","19",""
"IL","Other kidney and urinary tract procedures w MCC","","","506",""
"IN","Other kidney and urinary tract procedures w MCC","","","247",""
"KS","Other kidney and urinary tract procedures w MCC","","","111",""
"KY","Other kidney and urinary tract procedures w MCC","","","211",""
"LA","Other kidney and urinary tract procedures w MCC","","","255",""
"MA","Other kidney and urinary tract procedures w MCC","","","215",""
"MD","Other kidney and urinary tract procedures w MCC","","","218",""
"ME","Other kidney and urinary tract procedures w MCC","","","24",""
"MI","Other kidney and urinary tract procedures w MCC","","","393",""
"MN","Other kidney and urinary tract procedures w MCC","","","108",""
"MO","Other kidney and urinary tract procedures w MCC","","","228",""
"MS","Other kidney and urinary tract procedures w MCC","","","163",""
"MT","Other kidney and urinary tract procedures w MCC","","","*","An asterisk (*) appears in the table where data cannot be disclosed to protect personal health information due to the small number of Medicare patients (fewer than 11)"
"NC","Other kidney and urinary tract procedures w MCC","","","394",""
"ND","Other kidney and urinary tract procedures w MCC","","","27",""
"NE","Other kidney and urinary tract procedures w MCC","","","43",""
"NH","Other kidney and urinary tract procedures w MCC","","","31",""
"NJ","Other kidney and urinary tract procedures w MCC","","","457",""
"NM","Other kidney and urinary tract procedures w MCC","","","63",""
"NV","Other kidney and urinary tract procedures w MCC","","","76",""
"NY","Other kidney and urinary tract procedures w MCC","","","755",""
"OH","Other kidney and urinary tract procedures w MCC","","","471",""
"OK","Other kidney and urinary tract procedures w MCC","","","131",""
"OR","Other kidney and urinary tract procedures w MCC","","","55",""
"PA","Other kidney and urinary tract procedures w MCC","","","500",""
"PR","Other kidney and urinary tract procedures w MCC","","","47",""
"RI","Other kidney and urinary tract procedures w MCC","","","16",""
"SC","Other kidney and urinary tract procedures w MCC","","","248",""
"SD","Other kidney and urinary tract procedures w MCC","","","33",""
"TN","Other kidney and urinary tract procedures w MCC","","","318",""
"TX","Other kidney and urinary tract procedures w MCC","","","1052",""
"UT","Other kidney and urinary tract procedures w MCC","","","35",""
"VA","Other kidney and urinary tract procedures w MCC","","","267",""
"VI","Other kidney and urinary tract procedures w MCC","","","*","An asterisk (*) appears in the table where data cannot be disclosed to protect personal health information due to the small number of Medicare patients (fewer than 11)"
"VT","Other kidney and urinary tract procedures w MCC","","","11",""
"WA","Other kidney and urinary tract procedures w MCC","","","123",""
"WI","Other kidney and urinary tract procedures w MCC","","","118",""
"WV","Other kidney and urinary tract procedures w MCC","","","99",""
"WY","Other kidney and urinary tract procedures w MCC","","","*","An asterisk (*) appears in the table where data cannot be disclosed to protect personal health information due to the small number of Medicare patients (fewer than 11)"
"AK","Other kidney and urinary tract procedures w CC","","","15",""
"AL","Other kidney and urinary tract procedures w CC","","","170",""
"AR","Other kidney and urinary tract procedures w CC","","","123",""
"AZ","Other kidney and urinary tract procedures w CC","","","130",""
"CA","Other kidney and urinary tract procedures w CC","","","541",""
"CO","Other kidney and urinary tract procedures w CC","","","82",""
"CT","Other kidney and urinary tract procedures w CC","","","112",""
"DC","Other kidney and urinary tract procedures w CC","","","33",""
"DE","Other kidney and urinary tract procedures w CC","","","30",""
"FL","Other kidney and urinary tract procedures w CC","","","686",""
"GA","Other kidney and urinary tract procedures w CC","","","274",""
"GU","Other kidney and urinary tract procedures w CC","","","*","An asterisk (*) appears in the table where data cannot be disclosed to protect personal health information due to the small number of Medicare patients (fewer than 11)"
"HI","Other kidney and urinary tract procedures w CC","","","21",""
"IA","Other kidney and urinary tract procedures w CC","","","57",""
"ID","Other kidney and urinary tract procedures w CC","","","15",""
"IL","Other kidney and urinary tract procedures w CC","","","320",""
"IN","Other kidney and urinary tract procedures w CC","","","194",""
"KS","Other kidney and urinary tract procedures w CC","","","73",""
"KY","Other kidney and urinary tract procedures w CC","","","145",""
"LA","Other kidney and urinary tract procedures w CC","","","162",""
"MA","Other kidney and urinary tract procedures w CC","","","178",""
"MD","Other kidney and urinary tract procedures w CC","","","173",""
"ME","Other kidney and urinary tract procedures w CC","","","23",""
"MI","Other kidney and urinary tract procedures w CC","","","267",""
"MN","Other kidney and urinary tract procedures w CC","","","96",""
"MO","Other kidney and urinary tract procedures w CC","","","227",""
"MP","Other kidney and urinary tract procedures w CC","","","*","An asterisk (*) appears in the table where data cannot be disclosed to protect personal health information due to the small number of Medicare patients (fewer than 11)"
"MS","Other kidney and urinary tract procedures w CC","","","135",""
"MT","Other kidney and urinary tract procedures w CC","","","15",""
