"State","Diagnosis Related Group","Denominator","Footnote","Measure Start Date","Measure End Date"
"WV","Other musculoskelet sys and conn tiss O.R. proc w MCC","20","","10/01/2012","09/30/2013"
"AK","Kidney and ureter procedures for neoplasm w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"AL","Kidney and ureter procedures for neoplasm w/o CC/MCC","152","","10/01/2012","09/30/2013"
"AR","Kidney and ureter procedures for neoplasm w/o CC/MCC","94","","10/01/2012","09/30/2013"
"AZ","Kidney and ureter procedures for neoplasm w/o CC/MCC","112","","10/01/2012","09/30/2013"
"CA","Kidney and ureter procedures for neoplasm w/o CC/MCC","492","","10/01/2012","09/30/2013"
"CO","Kidney and ureter procedures for neoplasm w/o CC/MCC","65","","10/01/2012","09/30/2013"
"CT","Kidney and ureter procedures for neoplasm w/o CC/MCC","80","","10/01/2012","09/30/2013"
"DC","Kidney and ureter procedures for neoplasm w/o CC/MCC","60","","10/01/2012","09/30/2013"
"DE","Kidney and ureter procedures for neoplasm w/o CC/MCC","31","","10/01/2012","09/30/2013"
"FL","Kidney and ureter procedures for neoplasm w/o CC/MCC","464","","10/01/2012","09/30/2013"
"GA","Kidney and ureter procedures for neoplasm w/o CC/MCC","211","","10/01/2012","09/30/2013"
"GU","Kidney and ureter procedures for neoplasm w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"HI","Kidney and ureter procedures for neoplasm w/o CC/MCC","14","","10/01/2012","09/30/2013"
"IA","Kidney and ureter procedures for neoplasm w/o CC/MCC","62","","10/01/2012","09/30/2013"
"ID","Kidney and ureter procedures for neoplasm w/o CC/MCC","35","","10/01/2012","09/30/2013"
"IL","Kidney and ureter procedures for neoplasm w/o CC/MCC","283","","10/01/2012","09/30/2013"
"IN","Kidney and ureter procedures for neoplasm w/o CC/MCC","175","","10/01/2012","09/30/2013"
"KS","Kidney and ureter procedures for neoplasm w/o CC/MCC","83","","10/01/2012","09/30/2013"
"KY","Kidney and ureter procedures for neoplasm w/o CC/MCC","127","","10/01/2012","09/30/2013"
"LA","Kidney and ureter procedures for neoplasm w/o CC/MCC","118","","10/01/2012","09/30/2013"
"MA","Kidney and ureter procedures for neoplasm w/o CC/MCC","221","","10/01/2012","09/30/2013"
"MD","Kidney and ureter procedures for neoplasm w/o CC/MCC","156","","10/01/2012","09/30/2013"
"ME","Kidney and ureter procedures for neoplasm w/o CC/MCC","47","","10/01/2012","09/30/2013"
"MI","Kidney and ureter procedures for neoplasm w/o CC/MCC","254","","10/01/2012","09/30/2013"
"MN","Kidney and ureter procedures for neoplasm w/o CC/MCC","97","","10/01/2012","09/30/2013"
"MO","Kidney and ureter procedures for neoplasm w/o CC/MCC","195","","10/01/2012","09/30/2013"
"MS","Kidney and ureter procedures for neoplasm w/o CC/MCC","89","","10/01/2012","09/30/2013"
"MT","Kidney and ureter procedures for neoplasm w/o CC/MCC","33","","10/01/2012","09/30/2013"
"NC","Kidney and ureter procedures for neoplasm w/o CC/MCC","256","","10/01/2012","09/30/2013"
"ND","Kidney and ureter procedures for neoplasm w/o CC/MCC","27","","10/01/2012","09/30/2013"
"NE","Kidney and ureter procedures for neoplasm w/o CC/MCC","41","","10/01/2012","09/30/2013"
"NH","Kidney and ureter procedures for neoplasm w/o CC/MCC","30","","10/01/2012","09/30/2013"
"NJ","Kidney and ureter procedures for neoplasm w/o CC/MCC","190","","10/01/2012","09/30/2013"
"NM","Kidney and ureter procedures for neoplasm w/o CC/MCC","31","","10/01/2012","09/30/2013"
"NV","Kidney and ureter procedures for neoplasm w/o CC/MCC","37","","10/01/2012","09/30/2013"
"NY","Kidney and ureter procedures for neoplasm w/o CC/MCC","486","","10/01/2012","09/30/2013"
"OH","Kidney and ureter procedures for neoplasm w/o CC/MCC","209","","10/01/2012","09/30/2013"
"OK","Kidney and ureter procedures for neoplasm w/o CC/MCC","109","","10/01/2012","09/30/2013"
"OR","Kidney and ureter procedures for neoplasm w/o CC/MCC","77","","10/01/2012","09/30/2013"
"PA","Kidney and ureter procedures for neoplasm w/o CC/MCC","285","","10/01/2012","09/30/2013"
"PR","Kidney and ureter procedures for neoplasm w/o CC/MCC","12","","10/01/2012","09/30/2013"
"RI","Kidney and ureter procedures for neoplasm w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"SC","Kidney and ureter procedures for neoplasm w/o CC/MCC","136","","10/01/2012","09/30/2013"
"SD","Kidney and ureter procedures for neoplasm w/o CC/MCC","25","","10/01/2012","09/30/2013"
"TN","Kidney and ureter procedures for neoplasm w/o CC/MCC","246","","10/01/2012","09/30/2013"
"TX","Kidney and ureter procedures for neoplasm w/o CC/MCC","601","","10/01/2012","09/30/2013"
"UT","Kidney and ureter procedures for neoplasm w/o CC/MCC","42","","10/01/2012","09/30/2013"
"VA","Kidney and ureter procedures for neoplasm w/o CC/MCC","211","","10/01/2012","09/30/2013"
"VI","Kidney and ureter procedures for neoplasm w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"VT","Kidney and ureter procedures for neoplasm w/o CC/MCC","12","","10/01/2012","09/30/2013"
"WA","Kidney and ureter procedures for neoplasm w/o CC/MCC","138","","10/01/2012","09/30/2013"
"WI","Kidney and ureter procedures for neoplasm w/o CC/MCC","133","","10/01/2012","09/30/2013"
"WV","Kidney and ureter procedures for neoplasm w/o CC/MCC","44","","10/01/2012","09/30/2013"
"WY","Kidney and ureter procedures for neoplasm w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"AK","Kidney and ureter procedures for neoplasm w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"AL","Kidney and ureter procedures for neoplasm w MCC","67","","10/01/2012","09/30/2013"
"AR","Kidney and ureter procedures for neoplasm w MCC","42","","10/01/2012","09/30/2013"
"AZ","Kidney and ureter procedures for neoplasm w MCC","61","","10/01/2012","09/30/2013"
"CA","Kidney and ureter procedures for neoplasm w MCC","245","","10/01/2012","09/30/2013"
"CO","Kidney and ureter procedures for neoplasm w MCC","27","","10/01/2012","09/30/2013"
"CT","Kidney and ureter procedures for neoplasm w MCC","36","","10/01/2012","09/30/2013"
"DC","Kidney and ureter procedures for neoplasm w MCC","18","","10/01/2012","09/30/2013"
"DE","Kidney and ureter procedures for neoplasm w MCC","14","","10/01/2012","09/30/2013"
"FL","Kidney and ureter procedures for neoplasm w MCC","253","","10/01/2012","09/30/2013"
"GA","Kidney and ureter procedures for neoplasm w MCC","95","","10/01/2012","09/30/2013"
"GU","Kidney and ureter procedures for neoplasm w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"HI","Kidney and ureter procedures for neoplasm w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"IA","Kidney and ureter procedures for neoplasm w MCC","27","","10/01/2012","09/30/2013"
"ID","Kidney and ureter procedures for neoplasm w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"IL","Kidney and ureter procedures for neoplasm w MCC","191","","10/01/2012","09/30/2013"
"IN","Kidney and ureter procedures for neoplasm w MCC","97","","10/01/2012","09/30/2013"
"KS","Kidney and ureter procedures for neoplasm w MCC","43","","10/01/2012","09/30/2013"
"KY","Kidney and ureter procedures for neoplasm w MCC","62","","10/01/2012","09/30/2013"
"LA","Kidney and ureter procedures for neoplasm w MCC","71","","10/01/2012","09/30/2013"
"MA","Kidney and ureter procedures for neoplasm w MCC","79","","10/01/2012","09/30/2013"
"MD","Kidney and ureter procedures for neoplasm w MCC","49","","10/01/2012","09/30/2013"
"ME","Kidney and ureter procedures for neoplasm w MCC","14","","10/01/2012","09/30/2013"
"MI","Kidney and ureter procedures for neoplasm w MCC","116","","10/01/2012","09/30/2013"
"MN","Kidney and ureter procedures for neoplasm w MCC","72","","10/01/2012","09/30/2013"
"MO","Kidney and ureter procedures for neoplasm w MCC","116","","10/01/2012","09/30/2013"
"MS","Kidney and ureter procedures for neoplasm w MCC","49","","10/01/2012","09/30/2013"
"MT","Kidney and ureter procedures for neoplasm w MCC","14","","10/01/2012","09/30/2013"
"NC","Kidney and ureter procedures for neoplasm w MCC","133","","10/01/2012","09/30/2013"
"ND","Kidney and ureter procedures for neoplasm w MCC","11","","10/01/2012","09/30/2013"
"NE","Kidney and ureter procedures for neoplasm w MCC","32","","10/01/2012","09/30/2013"
"NH","Kidney and ureter procedures for neoplasm w MCC","13","","10/01/2012","09/30/2013"
"NJ","Kidney and ureter procedures for neoplasm w MCC","92","","10/01/2012","09/30/2013"
"NM","Kidney and ureter procedures for neoplasm w MCC","14","","10/01/2012","09/30/2013"
"NV","Kidney and ureter procedures for neoplasm w MCC","29","","10/01/2012","09/30/2013"
"NY","Kidney and ureter procedures for neoplasm w MCC","222","","10/01/2012","09/30/2013"
"OH","Kidney and ureter procedures for neoplasm w MCC","147","","10/01/2012","09/30/2013"
"OK","Kidney and ureter procedures for neoplasm w MCC","33","","10/01/2012","09/30/2013"
"OR","Kidney and ureter procedures for neoplasm w MCC","39","","10/01/2012","09/30/2013"
"PA","Kidney and ureter procedures for neoplasm w MCC","163","","10/01/2012","09/30/2013"
"PR","Kidney and ureter procedures for neoplasm w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"RI","Kidney and ureter procedures for neoplasm w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"SC","Kidney and ureter procedures for neoplasm w MCC","63","","10/01/2012","09/30/2013"
"SD","Kidney and ureter procedures for neoplasm w MCC","12","","10/01/2012","09/30/2013"
"TN","Kidney and ureter procedures for neoplasm w MCC","102","","10/01/2012","09/30/2013"
"TX","Kidney and ureter procedures for neoplasm w MCC","266","","10/01/2012","09/30/2013"
"UT","Kidney and ureter procedures for neoplasm w MCC","11","","10/01/2012","09/30/2013"
"VA","Kidney and ureter procedures for neoplasm w MCC","99","","10/01/2012","09/30/2013"
"VT","Kidney and ureter procedures for neoplasm w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"WA","Kidney and ureter procedures for neoplasm w MCC","63","","10/01/2012","09/30/2013"
"WI","Kidney and ureter procedures for neoplasm w MCC","57","","10/01/2012","09/30/2013"
"WV","Kidney and ureter procedures for neoplasm w MCC","21","","10/01/2012","09/30/2013"
"WY","Kidney and ureter procedures for neoplasm w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"AK","Kidney and ureter procedures for neoplasm w CC","15","","10/01/2012","09/30/2013"
"AL","Kidney and ureter procedures for neoplasm w CC","130","","10/01/2012","09/30/2013"
"AR","Kidney and ureter procedures for neoplasm w CC","117","","10/01/2012","09/30/2013"
"AZ","Kidney and ureter procedures for neoplasm w CC","208","","10/01/2012","09/30/2013"
"CA","Kidney and ureter procedures for neoplasm w CC","574","","10/01/2012","09/30/2013"
"CO","Kidney and ureter procedures for neoplasm w CC","82","","10/01/2012","09/30/2013"
"CT","Kidney and ureter procedures for neoplasm w CC","102","","10/01/2012","09/30/2013"
"DC","Kidney and ureter procedures for neoplasm w CC","40","","10/01/2012","09/30/2013"
"DE","Kidney and ureter procedures for neoplasm w CC","29","","10/01/2012","09/30/2013"
"FL","Kidney and ureter procedures for neoplasm w CC","652","","10/01/2012","09/30/2013"
"GA","Kidney and ureter procedures for neoplasm w CC","184","","10/01/2012","09/30/2013"
"HI","Kidney and ureter procedures for neoplasm w CC","20","","10/01/2012","09/30/2013"
"IA","Kidney and ureter procedures for neoplasm w CC","90","","10/01/2012","09/30/2013"
"ID","Kidney and ureter procedures for neoplasm w CC","27","","10/01/2012","09/30/2013"
"IL","Kidney and ureter procedures for neoplasm w CC","438","","10/01/2012","09/30/2013"
"IN","Kidney and ureter procedures for neoplasm w CC","202","","10/01/2012","09/30/2013"
"KS","Kidney and ureter procedures for neoplasm w CC","107","","10/01/2012","09/30/2013"
"KY","Kidney and ureter procedures for neoplasm w CC","141","","10/01/2012","09/30/2013"
"LA","Kidney and ureter procedures for neoplasm w CC","125","","10/01/2012","09/30/2013"
"MA","Kidney and ureter procedures for neoplasm w CC","231","","10/01/2012","09/30/2013"
"MD","Kidney and ureter procedures for neoplasm w CC","135","","10/01/2012","09/30/2013"
"ME","Kidney and ureter procedures for neoplasm w CC","59","","10/01/2012","09/30/2013"
"MI","Kidney and ureter procedures for neoplasm w CC","270","","10/01/2012","09/30/2013"
"MN","Kidney and ureter procedures for neoplasm w CC","223","","10/01/2012","09/30/2013"
"MO","Kidney and ureter procedures for neoplasm w CC","240","","10/01/2012","09/30/2013"
"MS","Kidney and ureter procedures for neoplasm w CC","88","","10/01/2012","09/30/2013"
"MT","Kidney and ureter procedures for neoplasm w CC","25","","10/01/2012","09/30/2013"
"NC","Kidney and ureter procedures for neoplasm w CC","325","","10/01/2012","09/30/2013"
"ND","Kidney and ureter procedures for neoplasm w CC","22","","10/01/2012","09/30/2013"
"NE","Kidney and ureter procedures for neoplasm w CC","68","","10/01/2012","09/30/2013"
"NH","Kidney and ureter procedures for neoplasm w CC","47","","10/01/2012","09/30/2013"
"NJ","Kidney and ureter procedures for neoplasm w CC","233","","10/01/2012","09/30/2013"
"NM","Kidney and ureter procedures for neoplasm w CC","43","","10/01/2012","09/30/2013"
"NV","Kidney and ureter procedures for neoplasm w CC","63","","10/01/2012","09/30/2013"
"NY","Kidney and ureter procedures for neoplasm w CC","600","","10/01/2012","09/30/2013"
"OH","Kidney and ureter procedures for neoplasm w CC","313","","10/01/2012","09/30/2013"
