"Provider Number","Hospital Name","Condition","Measure Name","Category","Mortality Rate","Lower Mortality Estimate","Upper Mortality Estimate","Number of Patients","Footnote"
"450399","BROWNFIELD REGIONAL MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",11.1,7.8,15.6,15,
"450399","BROWNFIELD REGIONAL MEDICAL CENTER","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",12.2,7.6,18.9,22,
"450400","PARKVIEW REGIONAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",15.8,12.1,20.1,12,
"450400","PARKVIEW REGIONAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",11.2,8.1,15.2,71,
"450400","PARKVIEW REGIONAL HOSPITAL","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",11.4,8.4,15.2,142,
"450403","MEDICAL CENTER OF MCKINNEY","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",14.6,11.2,19.1,76,
"450403","MEDICAL CENTER OF MCKINNEY","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",10.1,7.4,13.6,142,
"450403","MEDICAL CENTER OF MCKINNEY","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",10.7,8,14.3,156,
"450411","EASTLAND MEMORIAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",15.7,12.7,19,3,
"450411","EASTLAND MEMORIAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",10.7,7.4,15.3,39,
"450411","EASTLAND MEMORIAL HOSPITAL","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",9.5,6.4,13.7,73,
"450419","HARRIS METHODIST NORTHWEST","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",15.3,11.6,19.8,8,
"450419","HARRIS METHODIST NORTHWEST","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",11.5,8,16,39,
"450419","HARRIS METHODIST NORTHWEST","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",9.9,6.8,14.3,69,
"450422","MARY SHIELS HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack",,,,,,"5         "
"450422","MARY SHIELS HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure",,,,,,"5         "
"450422","MARY SHIELS HOSPITAL","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia",,,,,,"5         "
"450424","SAN JACINTO METHODIST HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",15.5,11.9,19.8,90,
"450424","SAN JACINTO METHODIST HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",9.7,7.2,12.6,189,
"450424","SAN JACINTO METHODIST HOSPITAL","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",10.6,7.7,14.1,162,
"450431","ST DAVIDS HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",16.5,12.6,21.3,56,
"450431","ST DAVIDS HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",8.5,6,11.6,158,
"450431","ST DAVIDS HOSPITAL","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",9.2,6.4,12.8,131,
"450438","COLORADO FAYETTE MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",16.3,12.2,21.1,11,
"450438","COLORADO FAYETTE MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",11.3,7.7,16.1,33,
"450438","COLORADO FAYETTE MEDICAL CENTER","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",12.4,8.5,17.4,43,
"450446","RIVERSIDE GENERAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack",,,,,,"5         "
"450446","RIVERSIDE GENERAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure",,,,,,"5         "
"450446","RIVERSIDE GENERAL HOSPITAL","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia",,,,,,"5         "
"450447","NAVARRO REGIONAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",17.1,13,21.8,44,
"450447","NAVARRO REGIONAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",12.3,8.8,17,62,
"450447","NAVARRO REGIONAL HOSPITAL","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",12.7,9,17.7,80,
"450451","GLEN ROSE MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack",,,,,,"5         "
"450451","GLEN ROSE MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",11.5,7.7,16.7,18,
"450451","GLEN ROSE MEDICAL CENTER","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",11.1,7.5,15.9,79,
"450460","TYLER COUNTY HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",15.8,11.8,20.4,8,
"450460","TYLER COUNTY HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",12.5,8.2,18.1,18,
"450460","TYLER COUNTY HOSPITAL","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",12.1,8.2,17.6,49,
"450462","PRESBYTERIAN HOSPITAL OF DALLAS","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",15.6,12,19.8,128,
"450462","PRESBYTERIAN HOSPITAL OF DALLAS","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Worse than U.S. National Rate",14.3,11.4,17.6,290,
"450462","PRESBYTERIAN HOSPITAL OF DALLAS","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",10.4,7.8,13.5,245,
"450465","MATAGORDA GENERAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",15.7,11.7,20.6,21,
"450465","MATAGORDA GENERAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",11.7,8,16.8,42,
"450465","MATAGORDA GENERAL HOSPITAL","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",11.1,7.7,15.4,54,
"450469","WILSON N JONES MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",16.2,12.6,20.4,90,
"450469","WILSON N JONES MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",11.6,8.7,15.1,193,
"450469","WILSON N JONES MEDICAL CENTER","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",11.2,8.6,14.5,225,
"450475","HENDERSON MEMORIAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",15.9,11.6,21.3,8,
"450475","HENDERSON MEMORIAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",10,7,14.6,62,
"450475","HENDERSON MEMORIAL HOSPITAL","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",9.9,6.3,14.8,50,
"450484","WOODLAND HEIGHTS MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",15.5,11.3,20.4,57,
"450484","WOODLAND HEIGHTS MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",10.5,7.7,14.1,162,
"450484","WOODLAND HEIGHTS MEDICAL CENTER","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",14.5,10.6,19.5,101,
"450488","ALLEGIANCE SPECIALTY HOSPITAL OF KILGORE LLC","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",16.4,12.8,20.3,1,
"450488","ALLEGIANCE SPECIALTY HOSPITAL OF KILGORE LLC","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",11.3,7.8,16.3,27,
"450488","ALLEGIANCE SPECIALTY HOSPITAL OF KILGORE LLC","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",10.7,7.2,15.2,30,
"450489","MEDICAL ARTS HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",16,11.1,22.3,2,
"450489","MEDICAL ARTS HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",11.2,7.6,16.2,14,
"450489","MEDICAL ARTS HOSPITAL","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",10.3,6.6,15.8,29,
"450497","BOWIE MEMORIAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",15.2,11.5,19.5,15,
"450497","BOWIE MEMORIAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",11.5,7.8,17.1,35,
"450497","BOWIE MEMORIAL HOSPITAL","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",11.8,8.2,17,94,
"450498","STEPHENS MEMORIAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",17,12.9,22,7,
"450498","STEPHENS MEMORIAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",10.3,7,15.2,27,
"450498","STEPHENS MEMORIAL HOSPITAL","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",10.3,7.2,14.3,47,
"450508","MEMORIAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",16,12,20.9,33,
"450508","MEMORIAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",9.9,7,13.9,112,
"450508","MEMORIAL HOSPITAL","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",10.5,7.4,14.4,117,
"450518","THE MEDICAL CENTER OF SOUTHEAST TEXAS","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",15.8,11.8,20.5,50,
"450518","THE MEDICAL CENTER OF SOUTHEAST TEXAS","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",10.5,7.6,14.3,127,
"450518","THE MEDICAL CENTER OF SOUTHEAST TEXAS","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",10.8,7.9,14.6,123,
"450530","MAINLAND MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",17.1,13.1,22.3,67,
"450530","MAINLAND MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",8.9,6.7,12.1,171,
"450530","MAINLAND MEDICAL CENTER","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",9.5,6.6,13.4,146,
"450537","RICHARDSON REGIONAL MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",16.8,12.8,21.8,47,
"450537","RICHARDSON REGIONAL MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",13.1,9.3,18.1,67,
"450537","RICHARDSON REGIONAL MEDICAL CENTER","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",11,7.7,15.5,86,
"450539","COVENANT HOSPITAL PLAINVIEW","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",16,11.7,21.7,8,
"450539","COVENANT HOSPITAL PLAINVIEW","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",10.9,7.2,16.1,21,
"450539","COVENANT HOSPITAL PLAINVIEW","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",13.2,9.4,18,59,
"450547","EAST TEXAS MEDICAL CENTER QUITMAN","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",16.2,12.3,20.6,6,
"450547","EAST TEXAS MEDICAL CENTER QUITMAN","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",12.8,9,17.9,41,
"450547","EAST TEXAS MEDICAL CENTER QUITMAN","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",12.5,8.9,17.1,85,
"450558","ABILENE REGIONAL MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",16.6,12.7,21.5,84,
"450558","ABILENE REGIONAL MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",11.4,8,15.6,75,
"450558","ABILENE REGIONAL MEDICAL CENTER","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",14.5,10.1,20.3,72,
"450563","BAYLOR REGIONAL MEDICAL CENTER AT GRAPEVINE","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",15.2,11.3,20.3,49,
"450563","BAYLOR REGIONAL MEDICAL CENTER AT GRAPEVINE","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",12.1,8.8,16.1,95,
"450563","BAYLOR REGIONAL MEDICAL CENTER AT GRAPEVINE","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",9.9,7,14.1,134,
"450565","PALO PINTO GENERAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",17.7,13.4,22.9,18,
"450565","PALO PINTO GENERAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",12.5,8.8,16.9,55,
"450565","PALO PINTO GENERAL HOSPITAL","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",9.3,6.3,13.3,71,
"450571","SHANNON MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",17,13,22,96,
"450571","SHANNON MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",11.8,8.4,16.3,109,
"450571","SHANNON MEDICAL CENTER","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",9.4,6.7,13.1,187,
"450573","CHRISTUS JASPER MEMORIAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",16,11.9,20.7,9,
"450573","CHRISTUS JASPER MEMORIAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",10.9,7.3,15.8,46,
"450573","CHRISTUS JASPER MEMORIAL HOSPITAL","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",14.2,9.8,19.6,75,
"450578","HEMPHILL COUNTY HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",16.1,11,23.5,1,
"450578","HEMPHILL COUNTY HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure",,,,,,"5         "
"450578","HEMPHILL COUNTY HOSPITAL","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",10.2,6.8,14.4,14,
"450580","EAST TEXAS MEDICAL CENTER CROCKETT","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",15.5,11.9,19.9,13,
"450580","EAST TEXAS MEDICAL CENTER CROCKETT","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",11.3,8.2,15.6,63,
"450580","EAST TEXAS MEDICAL CENTER CROCKETT","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",13.7,9.4,19.1,59,
"450584","WILBARGER GENERAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",16.5,12.3,21.4,6,
"450584","WILBARGER GENERAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",10.8,7.4,15.4,26,
"450584","WILBARGER GENERAL HOSPITAL","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",13.8,9.6,18.7,44,
"450586","SEYMOUR HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack",,,,,,"5         "
