"State","MS-DRG ID","MS-DRG Name","Medicare Payment Range","Number Of Cases"
"NC","243","Permanent cardiac pacemaker implant w CC","14083 - 16899","1238"
"ND","243","Permanent cardiac pacemaker implant w CC","12579 - 14458","140"
"NE","243","Permanent cardiac pacemaker implant w CC","13694 - 14805","379"
"NH","243","Permanent cardiac pacemaker implant w CC","15071 - 19019","187"
"NJ","243","Permanent cardiac pacemaker implant w CC","15945 - 18918","1558"
"NM","243","Permanent cardiac pacemaker implant w CC","14143 - 16171","138"
"NV","243","Permanent cardiac pacemaker implant w CC","14479 - 17784","238"
"NY","243","Permanent cardiac pacemaker implant w CC","10786 - 21762","2745"
"OH","243","Permanent cardiac pacemaker implant w CC","13248 - 15321","1848"
"OK","243","Permanent cardiac pacemaker implant w CC","12726 - 15541","653"
"OR","243","Permanent cardiac pacemaker implant w CC","1024 - 15953","426"
"PA","243","Permanent cardiac pacemaker implant w CC","3765 - 15682","2899"
"PR","243","Permanent cardiac pacemaker implant w CC","756 - 8761","95"
"RI","243","Permanent cardiac pacemaker implant w CC","4069 - 17626","132"
"SC","243","Permanent cardiac pacemaker implant w CC","13501 - 15756","667"
"SD","243","Permanent cardiac pacemaker implant w CC","13418 - 14800","161"
"TN","243","Permanent cardiac pacemaker implant w CC","13605 - 15425","1087"
"TX","243","Permanent cardiac pacemaker implant w CC","13670 - 15704","2692"
"UT","243","Permanent cardiac pacemaker implant w CC","14273 - 15490","196"
"VA","243","Permanent cardiac pacemaker implant w CC","13409 - 15383","845"
"VI","243","Permanent cardiac pacemaker implant w CC","4480 - 4480","*"
"VT","243","Permanent cardiac pacemaker implant w CC","18263 - 21461","65"
"WA","243","Permanent cardiac pacemaker implant w CC","15314 - 17701","635"
"WI","243","Permanent cardiac pacemaker implant w CC","13561 - 15724","884"
"WV","243","Permanent cardiac pacemaker implant w CC","12441 - 14675","391"
"WY","243","Permanent cardiac pacemaker implant w CC","13809 - 15020","44"
"AK","244","Permanent cardiac pacemaker implant w/o CC/MCC","17082 - 17122","81"
"AL","244","Permanent cardiac pacemaker implant w/o CC/MCC","10723 - 11798","1026"
"AR","244","Permanent cardiac pacemaker implant w/o CC/MCC","11524 - 11970","978"
"AZ","244","Permanent cardiac pacemaker implant w/o CC/MCC","10278 - 13278","1342"
"CA","244","Permanent cardiac pacemaker implant w/o CC/MCC","12979 - 16999","4604"
"CO","244","Permanent cardiac pacemaker implant w/o CC/MCC","11605 - 13047","512"
"CT","244","Permanent cardiac pacemaker implant w/o CC/MCC","13924 - 16359","885"
"DC","244","Permanent cardiac pacemaker implant w/o CC/MCC","16206 - 16633","161"
"DE","244","Permanent cardiac pacemaker implant w/o CC/MCC","13024 - 14627","205"
"FL","244","Permanent cardiac pacemaker implant w/o CC/MCC","10987 - 12225","4827"
"GA","244","Permanent cardiac pacemaker implant w/o CC/MCC","11524 - 13399","1296"
"GU","244","Permanent cardiac pacemaker implant w/o CC/MCC","2937 - 11968","*"
"HI","244","Permanent cardiac pacemaker implant w/o CC/MCC","14278 - 16756","167"
"IA","244","Permanent cardiac pacemaker implant w/o CC/MCC","11380 - 11940","801"
"ID","244","Permanent cardiac pacemaker implant w/o CC/MCC","11591 - 12408","231"
"IL","244","Permanent cardiac pacemaker implant w/o CC/MCC","11961 - 13652","2115"
"IN","244","Permanent cardiac pacemaker implant w/o CC/MCC","11370 - 12350","1201"
"KS","244","Permanent cardiac pacemaker implant w/o CC/MCC","10805 - 12236","544"
"KY","244","Permanent cardiac pacemaker implant w/o CC/MCC","11355 - 13310","814"
"LA","244","Permanent cardiac pacemaker implant w/o CC/MCC","10788 - 12081","971"
"MA","244","Permanent cardiac pacemaker implant w/o CC/MCC","13074 - 17497","1178"
"MD","244","Permanent cardiac pacemaker implant w/o CC/MCC","12268 - 19567","874"
"ME","244","Permanent cardiac pacemaker implant w/o CC/MCC","12592 - 13943","256"
"MI","244","Permanent cardiac pacemaker implant w/o CC/MCC","12051 - 14034","1928"
"MN","244","Permanent cardiac pacemaker implant w/o CC/MCC","12620 - 13347","1160"
"MO","244","Permanent cardiac pacemaker implant w/o CC/MCC","10887 - 12766","1204"
"MS","244","Permanent cardiac pacemaker implant w/o CC/MCC","11277 - 12660","734"
"MT","244","Permanent cardiac pacemaker implant w/o CC/MCC","10756 - 11940","212"
"NC","244","Permanent cardiac pacemaker implant w/o CC/MCC","11808 - 13700","1386"
"ND","244","Permanent cardiac pacemaker implant w/o CC/MCC","10547 - 12146","235"
"NE","244","Permanent cardiac pacemaker implant w/o CC/MCC","11482 - 12414","516"
"NH","244","Permanent cardiac pacemaker implant w/o CC/MCC","12657 - 13598","194"
"NJ","244","Permanent cardiac pacemaker implant w/o CC/MCC","13371 - 15862","2058"
"NM","244","Permanent cardiac pacemaker implant w/o CC/MCC","11859 - 13591","230"
"NV","244","Permanent cardiac pacemaker implant w/o CC/MCC","1067 - 13642","397"
"NY","244","Permanent cardiac pacemaker implant w/o CC/MCC","4689 - 19101","4214"
"OH","244","Permanent cardiac pacemaker implant w/o CC/MCC","11108 - 12921","2692"
"OK","244","Permanent cardiac pacemaker implant w/o CC/MCC","10769 - 13081","1019"
"OR","244","Permanent cardiac pacemaker implant w/o CC/MCC","1024 - 13381","502"
"PA","244","Permanent cardiac pacemaker implant w/o CC/MCC","2910 - 12987","3645"
"PR","244","Permanent cardiac pacemaker implant w/o CC/MCC","634 - 7344","227"
"RI","244","Permanent cardiac pacemaker implant w/o CC/MCC","2547 - 16737","193"
"SC","244","Permanent cardiac pacemaker implant w/o CC/MCC","11335 - 13229","888"
"SD","244","Permanent cardiac pacemaker implant w/o CC/MCC","11251 - 12409","260"
"TN","244","Permanent cardiac pacemaker implant w/o CC/MCC","11091 - 12801","1571"
"TX","244","Permanent cardiac pacemaker implant w/o CC/MCC","11445 - 13069","3878"
"UT","244","Permanent cardiac pacemaker implant w/o CC/MCC","12057 - 13201","280"
"VA","244","Permanent cardiac pacemaker implant w/o CC/MCC","11110 - 12765","911"
"VI","244","Permanent cardiac pacemaker implant w/o CC/MCC","3080 - 4760","*"
"VT","244","Permanent cardiac pacemaker implant w/o CC/MCC","15276 - 17995","101"
"WA","244","Permanent cardiac pacemaker implant w/o CC/MCC","13180 - 14773","1106"
"WI","244","Permanent cardiac pacemaker implant w/o CC/MCC","11659 - 13284","1089"
"WV","244","Permanent cardiac pacemaker implant w/o CC/MCC","10381 - 12296","375"
"WY","244","Permanent cardiac pacemaker implant w/o CC/MCC","11578 - 12594","58"
"AK","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","16993 - 17032","171"
"AL","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","10649 - 11772","3549"
"AR","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","11047 - 11986","2494"
"AZ","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","1240 - 13410","4179"
"CA","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","13461 - 16841","11130"
"CO","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","11502 - 13106","1464"
"CT","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","15648 - 17416","1500"
"DC","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","16478 - 16546","398"
"DE","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","13325 - 14550","566"
"FL","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","10942 - 12219","13310"
"GA","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","11402 - 14362","4519"
"HI","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","14164 - 16751","247"
"IA","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","11364 - 11875","2795"
"ID","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","11573 - 12460","749"
"IL","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","11995 - 14526","6122"
"IN","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","11310 - 12334","3681"
"KS","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","10749 - 12211","1518"
"KY","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","11770 - 12916","3749"
"LA","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","10463 - 12090","3346"
"MA","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","14267 - 18088","2494"
"MD","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","9618 - 16429","3427"
"ME","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","13386 - 13897","572"
"MI","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","11677 - 14069","6465"
"MN","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","12644 - 13277","3082"
"MO","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","10830 - 13109","4359"
"MS","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","11505 - 12711","2307"
"MT","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","10909 - 11877","507"
"NC","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","11777 - 14237","4379"
"ND","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","10905 - 12711","1034"
"NE","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","11382 - 12659","1260"
"NH","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","12598 - 17994","646"
"NJ","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","14670 - 17562","6103"
"NM","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","11818 - 13520","595"
"NV","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","8502 - 14491","971"
"NY","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","3911 - 21233","14434"
"OH","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","11067 - 13025","8526"
"OK","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","10945 - 13013","2112"
"OR","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","1024 - 13387","1508"
"PA","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","2124 - 13251","9195"
"PR","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","631 - 7054","764"
"RI","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","1610 - 14702","610"
"SC","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","10692 - 14066","3404"
"SD","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","11192 - 12189","705"
"TN","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","11315 - 12725","5178"
"TX","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","11385 - 13313","10019"
"UT","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","11859 - 13116","761"
"VA","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","11247 - 13267","3130"
"VI","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","3080 - 5880","12"
"VT","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","17713 - 17901","276"
"WA","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","13433 - 14818","2676"
"WI","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","11585 - 13514","3469"
"WV","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","10380 - 12241","1854"
"WY","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","11518 - 12528","266"
"AK","280","Acute myocardial infarction, discharged alive w MCC","13759 - 16503","45"
"AL","280","Acute myocardial infarction, discharged alive w MCC","8447 - 9674","1414"
"AR","280","Acute myocardial infarction, discharged alive w MCC","8808 - 9743","807"
"AZ","280","Acute myocardial infarction, discharged alive w MCC","4876 - 10953","1282"
"CA","280","Acute myocardial infarction, discharged alive w MCC","1665 - 13899","6978"
"CO","280","Acute myocardial infarction, discharged alive w MCC","7072 - 10640","575"
"CT","280","Acute myocardial infarction, discharged alive w MCC","9708 - 13259","1376"
"DC","280","Acute myocardial infarction, discharged alive w MCC","13237 - 13538","179"
"DE","280","Acute myocardial infarction, discharged alive w MCC","10026 - 11386","339"
"FL","280","Acute myocardial infarction, discharged alive w MCC","8471 - 10037","6838"
"GA","280","Acute myocardial infarction, discharged alive w MCC","9060 - 10989","2302"
"GU","280","Acute myocardial infarction, discharged alive w MCC","5808 - 9133","28"
"HI","280","Acute myocardial infarction, discharged alive w MCC","11595 - 13773","323"
"IA","280","Acute myocardial infarction, discharged alive w MCC","8719 - 9667","760"
"ID","280","Acute myocardial infarction, discharged alive w MCC","6896 - 10326","148"
"IL","280","Acute myocardial infarction, discharged alive w MCC","9253 - 11199","3898"
"IN","280","Acute myocardial infarction, discharged alive w MCC","9087 - 10218","2045"
"KS","280","Acute myocardial infarction, discharged alive w MCC","8664 - 9991","593"
"KY","280","Acute myocardial infarction, discharged alive w MCC","8646 - 10707","2002"
"LA","280","Acute myocardial infarction, discharged alive w MCC","8284 - 10438","1104"
"MA","280","Acute myocardial infarction, discharged alive w MCC","8110 - 12391","2609"
"MD","280","Acute myocardial infarction, discharged alive w MCC","6249 - 16074","1565"
"ME","280","Acute myocardial infarction, discharged alive w MCC","9370 - 11028","736"
"MI","280","Acute myocardial infarction, discharged alive w MCC","9029 - 11635","4429"
"MN","280","Acute myocardial infarction, discharged alive w MCC","6918 - 10819","1018"
"MO","280","Acute myocardial infarction, discharged alive w MCC","8817 - 10362","2143"
"MS","280","Acute myocardial infarction, discharged alive w MCC","8988 - 10337","890"
"MT","280","Acute myocardial infarction, discharged alive w MCC","8692 - 9718","96"
"NC","280","Acute myocardial infarction, discharged alive w MCC","9129 - 11061","3315"
"ND","280","Acute myocardial infarction, discharged alive w MCC","8526 - 9090","183"
"NE","280","Acute myocardial infarction, discharged alive w MCC","9068 - 10358","341"
"NH","280","Acute myocardial infarction, discharged alive w MCC","10245 - 12128","358"
"NJ","280","Acute myocardial infarction, discharged alive w MCC","10492 - 12832","3471"
"NM","280","Acute myocardial infarction, discharged alive w MCC","9471 - 11062","324"
"NV","280","Acute myocardial infarction, discharged alive w MCC","5024 - 11028","393"
"NY","280","Acute myocardial infarction, discharged alive w MCC","6048 - 15612","7060"
"OH","280","Acute myocardial infarction, discharged alive w MCC","6776 - 10368","4159"
"OK","280","Acute myocardial infarction, discharged alive w MCC","8161 - 9786","1113"
"OR","280","Acute myocardial infarction, discharged alive w MCC","1024 - 10843","778"
"PA","280","Acute myocardial infarction, discharged alive w MCC","3117 - 10371","5891"
"PR","280","Acute myocardial infarction, discharged alive w MCC","3773 - 6177","533"
"RI","280","Acute myocardial infarction, discharged alive w MCC","4637 - 12029","449"
"SC","280","Acute myocardial infarction, discharged alive w MCC","9125 - 10746","1371"
"SD","280","Acute myocardial infarction, discharged alive w MCC","8759 - 9945","194"
"TN","280","Acute myocardial infarction, discharged alive w MCC","8291 - 10080","2437"
"TX","280","Acute myocardial infarction, discharged alive w MCC","9232 - 10823","5277"
"UT","280","Acute myocardial infarction, discharged alive w MCC","7662 - 10732","167"
"VA","280","Acute myocardial infarction, discharged alive w MCC","8756 - 10187","2392"
"VI","280","Acute myocardial infarction, discharged alive w MCC","3360 - 10760","*"
"VT","280","Acute myocardial infarction, discharged alive w MCC","9856 - 14538","143"
"WA","280","Acute myocardial infarction, discharged alive w MCC","8983 - 11816","1239"
"WI","280","Acute myocardial infarction, discharged alive w MCC","8161 - 10310","1358"
"WV","280","Acute myocardial infarction, discharged alive w MCC","8319 - 10015","986"
"WY","280","Acute myocardial infarction, discharged alive w MCC","9280 - 10251","53"
"AK","281","Acute myocardial infarction, discharged alive w CC","9620 - 11796","46"
"AL","281","Acute myocardial infarction, discharged alive w CC","6292 - 7255","978"
"AR","281","Acute myocardial infarction, discharged alive w CC","6808 - 7353","618"
"AZ","281","Acute myocardial infarction, discharged alive w CC","4611 - 8263","703"
"CA","281","Acute myocardial infarction, discharged alive w CC","1024 - 10275","4424"
"CO","281","Acute myocardial infarction, discharged alive w CC","7100 - 8065","418"
"CT","281","Acute myocardial infarction, discharged alive w CC","8325 - 10038","825"
"DC","281","Acute myocardial infarction, discharged alive w CC","9991 - 10218","117"
"DE","281","Acute myocardial infarction, discharged alive w CC","7622 - 8970","128"
"FL","281","Acute myocardial infarction, discharged alive w CC","6561 - 7545","4618"
"GA","281","Acute myocardial infarction, discharged alive w CC","6830 - 8153","1564"
"GU","281","Acute myocardial infarction, discharged alive w CC","5848 - 11014","*"
"HI","281","Acute myocardial infarction, discharged alive w CC","8387 - 10395","198"
"IA","281","Acute myocardial infarction, discharged alive w CC","6873 - 7294","530"
"ID","281","Acute myocardial infarction, discharged alive w CC","6669 - 7694","151"
"IL","281","Acute myocardial infarction, discharged alive w CC","7065 - 8452","2147"
"IN","281","Acute myocardial infarction, discharged alive w CC","6985 - 7619","1328"
"KS","281","Acute myocardial infarction, discharged alive w CC","6638 - 7541","389"
"KY","281","Acute myocardial infarction, discharged alive w CC","6686 - 8081","1099"
"LA","281","Acute myocardial infarction, discharged alive w CC","6517 - 7862","739"
